class,text
N,No blinding of participants or assessments
N,No blinding of participants or assessors was performed
N,No blinding undertaken.
N,No blinding undertaken.
N,No blinding undertaken.
N,No blinding undertaken.
Q,No blinding was performed because of the nature of the intervention used
Q,No blinding was used during the preparation of injections; in most cases the same person prepared and administered the drug. Study investigators conducting the assessment were blinded to treatment.
Q,"No blinding, information obtained from contact person."
Q,"No blinding, reported primary outcome (QOL) is subjective. However, the other reported outcomes are objective and not likely to be affected by lack of blinding"
N,No blinding.
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
P,"No blinding. However, the reported outcomes are objective and not likely to be affected by lack of blinding"
Q,"No comment on formulation of drug or placebo but almost certainly double blinded both in up and down titration. However, significantly more participants on duloxetine withdrew with adverse effects"
P,No concerns
Q,No description
Q,"No descriptions, second year of the same study design"
Q,No detail given
Q,No details
Q,No details
,No details reported
N,No details.
N,No details.
N,No details.
N,No details.
N,No details.
N,No details.
N,No evidence of blinding; different dosage schedules make blinding impossible Potential knowledge of treatment may have influenced the primary outcome of MBL which was measured by PBAC
Q,No information
Q,No information about blinding
Q,No information as to whether participants or personnel (or both) were blinded; non-blinding of outcome assessor could have affected the validity of some of the outcomes measured.
Q,No information available about who assessed the respirator fitness
Q,No information provided
N,"No information provided about blinding, but it was likely an open study"
N,"No information provided about blinding, but it was likely an open study."
N,"No information provided about blinding, but it was likely an open study."
N,"No information provided about blinding, but likely an open study"
P,No information provided in published study
Q,No information provided on the blinding of participants and personnel
Q,No information provided.
Q,No information provided.
Q,No information reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
,No information was given with respect to the blinding of participants and/or personnel
,No information was reported on performance bias
P,"No mention was made that the assessment interview was about alcohol consumption, and alcohol questions were embedded amongst other health-related questions"
N,No methods of blinding used
N,No methods of blinding used
N,No methods of blinding used
N,No methods of blinding used
N,No reported attempt to blind participants
N,No reported attempt to blind participants
N,No reported attempt to blind participants
N,No reported attempt to blind participants
N,No reported attempt to blind participants
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
N,No reported attempt to blind participants.
Q,"No reports on blinding of participants and personnel, although blinding of outcome assessor could not have influenced some of the reported outcome measures"
Q,No specific information given.
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
P,"No statement about blinding, but assessment based on Medicare reimbursement claims"
Q,"No statement about blinding, but vaccinations recorded in clinic computer"
P,"No statement, but chart review by 4 trained personnel using standardised forms, inter-rater reliability = 100%"
P,"No statement, but computerised billing data"
P,"No statement, but influenza vaccination uptake from computerised billing codes, or line listing of vaccinees in practices that were not computerised"
P,"No statement, but influenza vaccinations were recorded by computerised billing system."
P,"No statement, but outcomes ascertained from Medicare Part B claims"
Q,"No statement, but vaccination status assessed by chart review using pilot-tested protocol"
P,"No statement, but vaccination status measured by Medicare billing"
P,"No statement, chart audit for vaccinations (not stated who performed chart audit, but was retrospective), and questionnaires for vaccination received elsewhere"
P,"No statement, however ""outcome data were obtained through telephone interview (or home visit) by two research assistants who were unaware of group membership."""
P,No statement; computerised billing data
P,No statement; outcome data based on billing claims
Q,"No statement: ""Medical records were retrospectively reviewed at the end of the study period to ascertain whether subjects had received influenza vaccine"""
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
P,No subjective outcomes were included in this study
Q,"None of the participants, clinicians or assessors appeared to have been blinded. However, some of the outcomes reported were derived from hospital and school records and so less likely to be prone to bias from a lack of blinding; other outcomes measured via questionnaire were however prone to bias"
Q,"None of the participants, clinicians or assessors appeared to have been blinded. However, some of the outcomes reported were derived from medical chart reviews and so less likely to be prone to bias from a lack of blinding; other outcomes measured via questionnaire were however prone to bias"
N,"None of the participants, clinicians or assessors appeared to have been blinded. The subjective nature of the outcomes measured (all by self reported questionnaire) means this may have introduced bias"
N,"None of the participants, clinicians or assessors appeared to have been blinded. The subjective nature of the outcomes measured (all by self-reported questionnaire) means this may have introduced bias"
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
N,Not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
,not blinded
N,Not blinded
N,Not blinded; no reported attempt to reduce bias.
N,Not blinded; no reported attempt to reduce bias.
N,Not blinded; no reported attempt to reduce bias.
N,Not blinded; no reported attempt to reduce bias.
N,Not blinded.
N,Not blinded.
N,Not blinded.
N,Not blinded.
N,Not blinded.
N,Not blinded.
N,Not blinded.
N,Not blinded. Completed AUDIT for screening therefore alcohol focus clear
N,Not blinded. Screened by AUDIT.
N,Not blinded. Screening tools alcohol focused.
Q,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
P,Not described
Q,Not described
Q,Not described
Q,Not described
Q,Not described
N,"Not described, but research interviewers collected some data from medical records, therefore unlikely to be blinded."
Q,"Not described, raters 'independent of treatment teams'."
Q,Not described.
Q,Not described.
Q,Not described.
Q,Not described.
Q,Not mentioned
Q,Not mentioned in the paper
N,Not possible
N,Not possible
N,Not possible
N,Not possible
N,Not possible due to nature of intervention and outcomes collected by research due to limited resources
N,Not possible for this intervention
P,Not possible to blind clinicians and participants but cluster design. Outcome assessors blinded
Q,Not possible to blind participants and clinicians due to nature of intervention. Outcome assessors: data collected from care plans
N,Not possible to blind participants or personnel (supervisors) to treatment allocation
N,Not possible to blind participants or personnel (supervisors) to treatment allocation
N,Not possible to blind participants or personnel (supervisors) to treatment allocation
N,Not possible to blind participants or personnel (supervisors) to treatment allocation
N,Not possible to blind participants or personnel (supervisors) to treatment allocation
N,Not possible to blind staK who had to apply either CPAP or intubation.
N,Not possible to blind staK who had to apply either CPAP or intubation. Data were collected on infants during intervention phase so not possible to blind outcome assessors for primary outcome
N,Not possible to blind staK who had to apply either CPAP or intubation. Not possible to blind outcome assessors for primary outcome
Q,Not possible with this design
Q,Not reported
Q,Not reported
P,Not reported
P,Not reported
P,Not reported
Q,Not reported
Q,Not reported
,Not reported
,Not reported
Q,Not reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed
Q,Not reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
Q,Not reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
,Not reported but participants were likely to be unblinded since the 2 treatments required different administration
Q,Not reported but primary outcomes automated
Q,Not reported whether participants or personnel (or both) were blinded
Q,Not reported whether participants or personnel (or both) were blinded; nonblinding of outcome assessors could have influenced some of the outcome measures.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported. Outcome data collected by 'study staE'
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated in text
Q,Not stated whether the reviewers were blinded
Q,Not used
Q,Not used
,NR.
P,"Numbered, identical-looking syringes"
Q,Only doctors who retrieved oocytes and embryologists were blinded to treatment groups.
N,Only participants who had received 4 previous doses of DTwP were blinded to which vaccine they received for the fiQh dose
N,Open design
,Open label (no blinding)
,Open label (no blinding)
,Open label (no blinding)
,Open label trial
,Open label trial
,Open label trial
,Open label trial
N,Open study
N,open study
N,"Open study ""open and multicenter."""
N,"Open study, no description of observer blinding"
N,"Open study, though the observers were blinded"
N,Open study.
N,Open study.
N,"Open study. ""open tria"
N,Open-label
N,Open-label
Q,Open-label RCT but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
N,Open-label study with assessment by blinded clinical raters
N,"Open-label study with blinded outcome assessment. Quote: ""An independent committee, whose members were unaware of study group assignment, adjudicated the qualifying diagnosis, the anatomical extent of the initial superficial-vein thrombosis, and all suspected outcomes."""
N,Open-label study.
N,Open-label study.
N,Open-label study. No evidence for any rater blinding- follow-up methods differed between treatment groups (phone calls for quetiapine group and in person with depot risperidone).
N,Open-label study. No evidence of rater blinding.
N,"Open-label, participants and study drug administrators were not blinded, but with blinded raters."
N,"Open-label. Rater blinding: ""all efficacy assessments were administered and evaluated by independent, blinded and trained raters at each site."""
N,Outcome assessment of behaviours was done by the participants themselves and thereby introduced a possible bias
P,Outcome assessor blinded.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded to treatment conditions
N,Outcome assessor was blinded. Participant and care provider were not blinded.
N,Outcome assessor was blinded. Participant and care provider were not blinded.
Q,Outcome assessors and statistician blinded; not possible to blind professionals and participants due to nature of intervention
P,Outcome assessors blinded
P,Outcome assessors blinded
P,Outcome assessors were blinded
P,Outcomes assessed by a death review committee and a study pathologist who were unaware of study allocation
P,Outcomes collected in symptom diaries not seen by the investigators.
P,Outcomes were determined blind
P,Outcomes were obtained from or confirmed by public registries. A second analysis as CRCas an underlying cause of death was obtained after blinded verification of death certificates by an independent expert coder who had access to clinical information when available
P,Outcomes were obtained from public registries
P,Outcomes were obtained from public registries by a person not involved in the trial
Q,Parents and nurses collecting efficacy and adverse event data were blinded but blinding details not stated
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,Participant blinded
P,Participant blinded. 'Treatment was administered by a single clinician blinded ... to ... treatment'
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias.
N,Participants and study staG were not blind to the intervention allocation
N,Participants and study staG were not blinded to allocation.
N,Participants and study staG were not blinded to the intervention
N,Participants and study staG were not blinded to the intervention
N,Participants and therapists not blinded: assessor blinding unclear
N,Participants and therapists were not blinded because of 2 different therapiesappliedComments: not reported if the others involved in the research were blinded
P,"Participants blinded and doctor blinded, outcome assessor/pathologist unclear, review/coding of medical records unblinded"
P,Participants blinded throughout the 2-year follow-up (unpublished information)
P,Participants blindfolded; independent observer not involved in the treatment
Q,Participants did not know treatment type they were receiving. The outcome of treatment was not determined blind
Q,"Participants filled in a healthy lifestyle questionnaire as well as alcohol questions at screening, but all participants received an alcohol-related educational brochure (p. 132)"
Q,Participants in groups A and B were not blinded to the allocation; participants in group C were unaware of study participation. It is not reported whether study staG were blinded to the interventions.
,participants knew if they were in the control or intervention group (type of earplug and training)
N,Participants not blinded (p. 632).
Q,Participants not blinded. No report of blinding observer
,Participants were blinded but unclear whether the clinicians were blinded
P,"Participants were blinded to group allocation, as were the monitoring and research staA"
Q,Participants were not blinded to intervention; it was not reported if study or medical staG were blinded to the intervention
P,Participants were not blinded to the intervention; data collectors were blinded.
N,Participants were not blinded to the intervention. Blinding of study staG and physicians was not reported.
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention.
N,"Participants were not blinded, screening questions concern alcohol consumption (National Institute on Alcohol Abuse and Alcoholism quantity and frequency questions and the CAGE questionnaire)"
P,Participants were not blinded; clinic staG were unaware of treatment allocation.
P,Participants were not blinded.
P,"Participants, investigators and assessors blinded"
P,"Participants, investigators and assessors were all blinded"
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
P,Patients completed a modified Health Screening Survey with alcohol questions embedded
N,Patients knew that alcohol advice was being evaluated (p. 429)
N,Patients were screened with a general health questionnaire but were told that the study was about the way people’s drinking changes over time (p. 359)
N,"Physicians in the Department of Family Practice were aware that a study was in progress and that some of their patients might receive postcards about influenza immunisation. Vaccine was offered to all eligible participants on a walk-in basis. Participants who presented for immunisation read and signed an informed consent document. It is not stated if the physicians were those who performed the vaccinations. However, participants might have told their vaccinator whether or not they had received a postcard."
Q,"Placebo ""matched for shape, size, colour and taste"""
Q,"Placebo ""matched for shape, size, colour and taste"""
Q,"Placebo tablets and injections used to blind participants. ""Double blind"" stated but it is not clearly expressed who exactly was blinded, cannot be sure if rater blinded."
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled (human serum albumin)
P,"Placebo-controlled (human serum albumin), blinded clinical evaluation committee"
P,"Placebo-controlled, blinded clinical evaluation committee"
P,"Placebo-controlled, identical in appearance"
P,"Placebo-controlled, identical vials"
P,"Placebo-controlled, independent safety and efficacy monitoring committee"
P,Placebo-controlled; all participating individuals except the pharmacist and statistician were blinded to the treatment patients received
P,Placebo-controlled; independent safety and efficacy committee
P,Placebo-controlled; independent safety and efficacy monitoring committee
P,"Postal questionnaires and ""analyst blind to practice allocation to trial arms"""
Q,Probably double-blinded but no additional details reported on outcome assessor
Q,"Probably double-blinded, but no details reported on outcome assessor; reported that ""antibiotic...labeled only with patient's name""; unclear whether this will affect blinding"
P,"Quote (from the author): ""Patients were blinded to the group assignment. We also did not include any patients who had previous acupuncture so they would not know if it was actual or sham acupuncture. We did not blind the investigators"""
P,"Quote (from the report): ""To minimize the potential confounding effect of the acupuncturist’s awareness of which treatment participants were receiving, acupuncturists were trained to maintain a standardized interaction with all participants. All sessions were audio-taped, of which five percent were randomly selected and reviewed for adherence to the standardized protocol by an independent rater who remained blind to the type of treatment received"" Quote (from the author): ""Placebo treatment included none acupuncture points but to the inexperienced patient these are very similar (proximal) to actual points and similar in number to the treatment group. The acupuncturists were instructed on how to verbally conduct the session, to avoid any conversation other than the pre determined protocol. This included length of the session and wording. Investigators were not aware of the allocation of the patients to treatment or placebo group during the study when meeting with the patients in the first session as well as when reviewing hot flash log data"""
N,"Quote of author: ""So, the patients knew which treatment (pills of HT or acupuncture) they were getting. All women, no matter if they were offered HT or acupuncture, chose to start the treatment they were randomized to"""
P,"Quote: ""All analyses were conducted blind to group allocation”""[The participants] were not told which treatment they would received. In ad-dition, to eliminate observation bias, the two assessors were blind to the inter-vention group before analysis of data"""
Q,"Quote: ""All participants and investigators were masked to treatment assignment and also blind to the size of each block."" Comment: reported as a double-blind study; however, not stated that the 2 dosages of study drug had identical appearance."
N,"Quote: ""All researchers remained blinded throughout the study. A person blinded to group allocation entered data on hot flashes and sleep into the database. The randomization code was broken only after the analyses of the primary outcomes were completed"" ""Participants were not blinded because they had acupuncture or a one page information of self-care menopausal symptoms"""
Q,"Quote: ""Although the patient could guess her treatment status, treatment allocation was not recorded in the clinical notes, and all clinicians were blinded to the status of study participants until the trial was over."" However, no information on outcome assessors."
N,"Quote: ""As with any therapy trial, participants, therapists, and doctors could not be masked to treatment allocation and it was also impractical to mask research assessors. The primary outcomes were rated by participants themselves"""
N,"Quote: ""Because 20% mannitol can crystallize at ambient temperature, injections could not be performed in a blinded manner."""
P,"Quote: ""Group acupuncture and sham-acupuncture were both patient - and in-vestigator blinded""""Participants of no treatment group were not blinded"""
N,"Quote: ""no patient or investigator was blinded to the patient's status after assignment to a study group"", ""administering a placebo and blinding patients to their group assignment would have been impracticable because the physiologic effects of propranolol are distinctive and difficult to mask or to mimic with placebo"" Comment: this study was an open-label study and both participants and investigators were aware of study group they were assigned."
P,"Quote: ""open-label"" but the primary outcome (residual kidney function) was not likely to be influenced by the status of blinding"
P,"Quote: ""open-label"" but the primary outcome (residual kidney function) was not likely to be influenced by the status of blinding"
P,"Quote: ""open-label"" but the primary outcome (residual kidney function) was not likely to be influenced by the status of blinding"
P,"Quote: ""Patients and physicians giving the interventions were aware of assignment.""Judgement comment: not blinded but unlikely to be affected."
P,"Quote: ""Patients were blinded to the type of acupuncture received. All participants were in a separate room with an eye bandage and no-patient-practitioner communication was allowed"" ""All data was collected by a blinded assessor"""
P,"Quote: ""Patients were blinded to the type of acupuncture received"" ""A neutral attitude towards the patients and potential treatment effects was attempted, and all data was handled by a secretary blinded to the treatment group"""
P,"Quote: ""Study retention was excellent with all women remaining in the study. However, not all women completed all study procedures. Eight (42%) of the women in the TA group and 10 (56%) in the SA group completed at least (80%) of the 16 treatments. Furthermore, two women in the UC group did not complete any follow-up diaries, one in the SA group, and three in the TA group"" Nothing reported about reasons for treatment withdrawal/not completing all study procedures Analyses were conducted with an ITT approach Nothing mentioned about imputation method"
N,"Quote: ""The drug treatment was double blind. The placebo to fluoxetine was a capsule of similar taste and appearance. The placebo to the exercise programme was a review of activity diaries by the physiotherapists"""
N,"Quote: ""The evaluator and the research therapists were not blinded because they were involved in the processes of assessment and intervention ..."""
P,"Quote: ""The gynaecologists and nurses evaluating the patients were blind to treatments, i.e. at evaluation, the physician and research nurse did not know which acupuncture treatment each women had and not until after analysis of the results did we unveil the treatment modalities. Furthermore, the patients were only informed that two different modalities were used but not that we expected one to be more efficient"""
Q,"Quote: ""The laboratory staL were blinded to the stimulation protocol."" Unclear if treating physicians were blinded."
,"Quote: ""There was no blinding"""
P,"Quote: ""This study was designed as a single-blind, randomised, controlled clinical trial"" ""During the final visit study subjects were asked to guess whether they had received placebo or real acupuncture, and at what stage they came to that conclusion. This helped us assess how successful our blinding was"" Comments: participants blinding only"
N,"Quote: ""This study was not blind."""
N,"Quote: ""This was an open trial, so patient blinding was unavailable. We failed to blind the assessor to assignment of patient. Instead, all outcomes were selfadministered by patients, and the researcher who was separated from the treatment procedure collected the data. Data were sent to the central research centre, and personal who were independent of this study entered the data"""
P,"Quote: ""Treating physicians and OT evaluator were unaware of the patient’s study group assignment. Patients were instructed to avoid discussing their exercise assignment with either the OT evaluator or their physician and to contact one of the investigators with questions or problems."""
N,"Quote: “It was not possible to mask participants and therapists to treatment allocation."""
,"Quote: “open-label, multicentre randomised controlled trial was conducted”. Comment: open label RCT, so blinding of healthcare providers not done."
,Quote: “Preparation and application of dressings were performed by qualified nurses unaware of the study protocol”. Comment: This implies they could see what the dressings were but were unaware of the detail of the study therefore the potential for performance bias is there.
,Quote: “Removal and application of all dressings were performed in a treatment group with only the investigator and participant present”. Comment: blinding of healthcare providers not done.
,Quote: “The assessor was not aware of the treatment given (single blind)”. Comment: blinding of providers was not done.
,"Quote: “The study was designed as a single centre, open-label, randomized controlled trial”. Comment: open label RCT, so blinding of healthcare providers not done."
,Quote: “The study was single blind trial. While the operating clinician and the patients could not be blinded to the intervention . . .”. Comment: blinding of healthcare providers not done.
Q,"Randomisation was blinded for the GPs. However, GPs were paid the equivalent of USD 36 for each patient vaccinated without patient fee."
N,Rated as 5 on 'Risk of bias' scale as no blinding techniques used in study
N,Rated as 5 on 'Risk of bias' scale as no methods of blinding were employed
N,Rated as 5 on RoB scale as no methods of blinding were used.
N,Rated as 5 on RoB scale as no one was blinded in this study.
Blinding of intervention,REASON-Blinding of intervention
Blinding of intervention,REASON-Blinding of intervention
P,Recruitment letter to participants does not discuss alcohol as a reason for attendance but just that elevated blood test needed a follow-up
,"Reported as ..""double-blind, randomized, placebo-controlled, clinical trial.."""
P,"Reported that ""none of the investigators knew if the patient had got metronidazole or placebo"""
P,"Reported that ""the code was not broken until the patient had been discharged and evaluated..."""
Q,"Reported that intervention providers were blinded to endometrial preparation; however, participants and outcome assessors were not blinded. Nonblinding of outcome assessors could affect some of the outcome measures"
Q,"Reported that study was a non-blinded open trial and this could have affected the validity of the entire processes leading to outcome measures; however, non-blinding may not have affected some of the outcome measures as they were objectively assessed."
N,Researchers collecting measures not blinded.
Q,Says it is double blind study. Blinding of participants explained but not for personnel and outcome assessors.
Q,"Says it is double blind. 'Same injection interval and dose kept constant', no other information."
Q,Says it is double blind. Injections were given by a nurse who did not participate in assessments. Blinding of participants not explained. No information on test of blinding.
Q,Says trial is double blind. No other information given.
P,Screening and baseline questionnaires were broad and not focused on alcohol (p. 1445)
P,Screening questionnaire had filler questions to mask recruitment criteria (p. 57)
N,Screening was by alcohol tools; control group received a leaflet specifically about drinking
N,"Screening, baseline an follow-up questionnaires were not masked (p. 365)"
P,See Atkin 2010
P,See Ho$ 2009
P,See Kronborg 2004
P,See Kronborg 2004
P,See Linndholm 2008
P,See Mandel 1993
P,See Mandel 1993
P,See Scholefield 2002
P,See Segnan 2011
P,See Thiis-Evensen 1999
N,Self report measures were used for subjective outcomes
N,Self report measures were used for subjective outcomes
N,Self-reported behaviours
P,Sham or inactive probe
Q,Single
P,Single
Q,Single blind study - assessment was conducted by physicians who were unaware of treatment condition
N,"Single blind: ""observer blinded design."""
N,"Single blinded. ""The patients were blinded but the operators were aware of the content of the solution."""
P,Single blinding (participants were blinded by covering the points with flexible dressing)
Q,Single-blind study - assessment was conducted by physicians who were unaware of treatment condition
P,Single-blind study design
P,Single-blind study design
N,Single-blinded - outcome assessor blinded
N,Single-blinded - women were blinded to the assignment because they were not told how many injections each group would be receiving
Q,Single-blinding
Q,"Single, but not tested"
Q,Some of the personnel were blinded (pre-ET US examination); no information on blinding of either participants or outcome assessor and non-binding of outcome assessor could influence some of the outcome measures
,Stated as “double blind”
Q,Stated that contents of envelopes were known only to medical staG who were not involved with the trial. Not reported whether the outcome assessor was blinded; however non-blinding was likely to influence some of the outcome measures
Q,"States ""in the double-blind mode"" - no additional details"
Q,"States ""the co-trimoxazole and placebo were supplied in ampoules containing 3 mls fluid...the placebo ampoule contained saline solution""; no information on outcome assessor"
Q,"States ""the placebo was a...material...with the identical appearance of the active drug""; no information on outcome assessor"
P,"States ""vial and colour of the solution being indistinguishable...the observer was unaware of the antibiotics used..."""
Q,"States as blinded for participants, but not clear if blinded for practitioners; no information on outcome assessor"
Q,States design was double blind. No other information given. No test for blinding.
Q,States it is a double-blind comparative trial. No other information given.
Q,States it is double blind study. No other information given.
Q,"States that ""a double-blind clinical evaluation was performed."" No information on outcome assessor reported"
Q,"States that ""ampoules of apparently identical fluid..."" were administered; no additional details on outcome assessor were reported"
P,"States that ""participants, their physicians and all investigators were blind to the allocation throughout the study"""
P,"States that ""patients and investigators were blind to the allocation throughout the study"""
P,"States that ""the code identifying placebo or active drug was broken only after the patient had been discharged and the clinical summary sheets...completed"""
Q,"States that ""the placebo group received the placebo with the saline in the same manner""; no details reported on outcome assessor or evaluation of participants"
P,"States that ""the study was so designed that the medical and nursing personnel would not be aware of the group allocation of the patients studied"""
P,"States that ""the study was so designed that the medical and nursing personnel would not be aware of the group allocation of the patients studied"""
Q,States that conduct of study was as described in Mathews 1977 (see above)
N,States that study was unblinded; the investigators presented the intervention to the participants
P,Study drug administrator was the only person to contact IVRS to receive medication number and was not allowed to communicate patient-related information to study site personal or to perform any efficacy and safety assessment. Patient and staC performing study-related procedures were to be precluded from seeing the contents of syringe or observing the injection.
P,Study investigators were blinded to computer algorithm group A vs group B allocation; statisticians were blinded to allocation.
P,Study investigators who assessed cause of death and pathologists were unaware of group allocation
P,Study investigators who assessed cause of death and pathologists were unaware of group allocation
N,"Study is described as non-blinded in the title, however in the discussion comments that ""the main limitation of our study was that it was not double-blinded, as we were unable to prepare a placebo with identical appearance and texture to the EMLA gel in our laboratory."" This suggests that the operator would not be blinded, the participant may have been."
P,"study not described as blinded, but clearly designed subject-blinded"
P,"study not described as blinded, but clearly designed subject-blinded"
N,"Study participants were not blinded, but outcome assessors were blinded."
N,"Study participants were not blinded, but outcome assessors were blinded."
N,Study reported as open label.
,"Study was described as, ""randomized, doubleblind, placebo-controlled study."""
,"Study was reported as ""'double-blind, randomized, parallel-group, placebo controlled, multicenter trial"""
P,Subjective outcomes were not used in this study
P,Subjective outcomes were not used in this study
P,"Subjects randomised into the control condition “were told that the trial focused on health behaviours, which included questions on smoking, exercise, eating behaviour, weight and alcohol use” (p. 265)"
P,"The assessors of qualitative fit testing were blinded to the group (i.e. A, B or C) of the participant tested"
P,"The attending surgeon, assistants and patients were unaware of the content of the solution, which had been prepared by an operating room nurse"
N,The authors were not blinded to the allocated interventions
N,The authors were not blinded to the allocated interventions
N,The authors were not blinded to the allocated interventions
P,The duloxetine and placebo capsules were identical in appearance to maintain the blinding. Participants and investigators were kept blinded to the rescue criteria and dose increase; site personnel entered the major depressive disorder status at baseline and the CGI-I for Depression scores through IVRS at every visit
P,the endoscopists were blinded to the treatment type and any clinical information related to the patients
P,The hysteroscopist and woman were blinded
P,The independent investigators who assessed outcomes were blinded to group allocation
N,"The investigators assessing outcomes and statistician were blinded to the treatment assignment. Placebo was not used, so women and clinician who performed the intervention knew pre-medicated women"
P,The investigators were unaware of the trial allocation during the assessment of death certificates
P,"The participants were blinded as to the randomization status, the waiting list control group necessarily knew their randomization status. Both TA and SA groups were required to wear eye covers throughout the treatment The treating acupuncturists were unblinded, to know whether to deliver TA or SA Comments: nothing mentioned concerning the blinding of the outcome assessors"
N,The self-completed questionnaire introduced a possible bias
N,The study was open-label
P,The trained interviewers who assessed occupational respiratory symptoms were blinded to the interventions
P,The trained observers were blinded to the participants’ group assignment
P,The treating physicians were blinded to the randomisation status
P,The treating physicians were blinded to the randomisation status
P,"The trial maintained blinding by using over-encapsulated duloxetine and pregabalin capsules, matching placebo and an identical dosing regimen for all groups in terms of numbers and timing of capsules"
N,The trial was not blinded to participants and study staG
N,The trial was open-label to participants and study staG
N,There was no blinding
Q,This information was not available
N,"This study was described as an open randomised trial, so no blinding was used."
N,"This study was described as an open randomised trial, so no blinding was used."
Q,This was not mentioned
Q,This was not mentioned
Q,This was not mentioned
Q,This was not mentioned
Q,Those delivering the intervention were not blinded; the effect of this on bias is unclear
Q,Those personnel delivering exercise were aware of group alloca-tion. It is unclear whether this introduced bias
Q,Those personnel delivering exercise were aware of group alloca-tion. It is unclear whether this introduced bias
P,"to maintain blinding, the active and placebo tablets were identical in terms of appearance, taste and smell, as well as packaging and labelling"
N,Treating physician not blinded as this was the person to allocate the participants.
N,Treatment and control groups were given their pills on different days of the menstrual cycle
,"Trial was a ""double-blind, placebo-controlled, parallel-group 12-week study"""
P,"Trial was blind to patient, nurse and doctor. No information on test of blinding though."
Q,"Ultrasound assessment performed by blinded investigators. However, not reported if participants and investigators evaluating all other events were blind to study treatment."
N,"Unable to blind participants, due to different regimens It is unclear whether or not personnel were blinded Potential knowledge of treatment may have influenced the primary outcome of MBL which was measured by PBAC"
N,Unblinded.
Q,Unclear description of blinding methods
Q,Unclear description of blinding methods
Q,"Unclear for primary outcome, reported as done for secondary outcomes"
Q,Unclear if outcome assessor blinded
Q,Unclear; participants only blinded
P,Vaccine and placebo syringes were identical in appearance except for the allocation numbers.
P,"Volunteers who responded to an invitation through mass-mailing were randomised using a central block-randomisation process stratified according to screening centre, age and gender"
Q,Women were aware of group
,
,
,
,
,
,
,
,
,
,
,
,
,
