class,text
N,"Comment: the required sample size was not achieved due to patients declining randomisation because of their own preferences. Instead, an interim analysis of 47 patients showed significant differences between the 2 groups and the inclusion was stopped It was stated that for both groups after initial evaluation by the internist, dietician and psychologist, [unspecified] abnormalities were treated [using unspecified methods] before surgery"
Q,"Comment: the study protocol was not available, but the important outcome measures stated in the methods section were reported in the results."
P,Comment: the trial appears to be free of other components that could put it at risk of bias
P,Comment: the trial appears to be free of other components that could put it at risk of bias
P,Comment: the trial appears to be free of other components that could put it at risk of bias
P,Comment: the trial appears to be free of other components that could put it at risk of bias
P,Comment: the trial appears to be free of other components that could put it at risk of bias .
P,Comment: the trial appears to be free of other components that could put it at risk of bias .
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
P,Comment: the trial appears to be free of other components that could put it at risk of bias.
N,"Comment: The trial showed an increase in GGT at 6 months in both groups 
possibly because baseline data was collected just after 'Kao Pansaa' a 3- 
month Buddhist retreat where it is customary for people to avoid wrongdoing 
including reducing drinking"
N,"Comment: the trial used valid measures and provided detailed information on sample power and participant informed consent. However, there is risk for recall bias due to the use of self-reported instruments (e.g. Stanford 7-Day Recall Questionnaire)"
P,Comment: The two groups seemed comparable for important prognostic factors at baseline.
Q,"Comment: there is a different maximum number of treatments allowed in each group. This influences costs and, possibly, outcome; furthermore, at least one of the authors is connected to a commercial organisation"
N,"Comment: there is no information on power calculation and informed consent. The study used valid instruments, but there is risk for recall bias due to the use of self-administered questionnaires (e.g. NCI Block FFQ)"
N,"Comment: there is no information on sample power calculations to support the significance of findings. Additionally, there is no reference to participants giving informed consent. The trial employed subjective measures only (e.g. Fred Hutchinson FFQ, Godin Leisure-Time Exercise Questionnaire). Risk of recall bias due to the use of self-reported instruments. However, investigators also performed objective measures of weight, physical activity, and food intake in a subsample of participants (n = 202/1277) which were found to correlate well with self-reported measures"
Q,"Comment: there was baseline imbalance as the group of patients who received linezolid were significantly younger than those who received vancomycin (66 vs 76 years), this is unlikely to be clinically significant"
N,"Comment: there was differential use of nutritional supplements by patients in each arm, which could have biased the nutritional status outcomes, although it is not clear if this differential use was due to different levels of compliance or due to different levels of prescribing based on nutrition needs - which was part of the protocol for nutritional supplementation after surgery. Also, gastric bypass patients received a vitamin B-12 supplement while duodenal switch patients did not Furthermore, it is stated that the surgeons and multidisciplinary treatment teams were more experienced in LRYGB procedures than LDS, which may have impacted the results. Also, responses to questionnaire item about snoring in the sub-study (Olsen 2012) were re-categorised into different response options (a dichotomous yes/no) post-hoc during analysis"
P,"Comment: there was no baseline imbalance with respect to patients' age between two groups, however, other baseline characteristics were not reported, so there was insufficient information to judge whether any important risk of bias existed."
P,"Comment: there was no imbalance in baseline characteristics, and the study seemed to be free from other forms of bias."
P,"Comment: there was no imbalance in the baseline characteristics, and the study seemed to be free from other forms of bias."
P,"Comment: there was no imbalance in the baseline characteristics, and the study seemed to be free from other forms of bias."
P,"Comment: there was no imbalance in the baseline characteristics, and the study seemed to be free from other forms of bias."
Q,"Comment: there was some baseline imbalance in baseline characteristics. More participants with burns to 16-25% TBSA were randomised to the SSD group (20 (50%) vs 14 (35%)). The honey group had more participants with burns 10-15% TBSA (18 (45%) vs 12 (30%). More participants in the SSD group had deep-dermal burns (20 (50%) vs 16 (40%)), whereas more participants in the honey group had superficial-dermal burns (18 (45%) vs 12 (30%))."
Q,Comment: unclear risk of bias based on number of participants per arm (121 and 108)
Q,Comment: unclear risk of bias based on number of participants per arm (54 and 58)
P,Comment: we did not identify any other likely sources of bias.
P,Comment: we did not identify any other likely sources of bias.
P,Comment: we did not identify any other potential sources of bias
P,Comment: we did not identify any other potential sources of bias
P,Comment: we did not identify any other potential sources of bias
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of bias.
P,Comment: we did not identify any other potential sources of biases.
N,Comment: we read the numbers directly oC the published graph. We based the extracted data on the assumption that none of the women with mild or no pain at baseline reported moderate or severe pain after intervention.
Q,"Comment: we were unable to access the full-text article, and few details regarding methodology or study conduct were available."
N,Comments: Baseline imbalance was reported; the duration of symptoms was different across groups
N,Commnent: no baseline data presented; given lack of detail regarding randomisation process substantial inequalities at baseline cannot be ruled out
N,Commnent: no baseline data presented; given lack of detail regarding randomisation process substantial inequalities at baseline cannot be ruled out
N,Commnent: no baseline data presented; given lack of detail regarding randomisation process substantial inequalities at baseline cannot be ruled out
P,Company sponsored and run trial
P,Company sponsored trial
N,"Comparability of the treatment groups at baseline was uncertain because baseline characteristics of comparison groups were not available. Potential confounders were not adjusted. Chemotherapy treatments were different in different centres in different locations, which may cause bias"
N,Comparability of the treatment groups at baseline was uncertain because some important baseline characteristics of comparison groups were not available. Potential confounders were not adjusted. Use of historical control may bias the results in favour of the newer treatment because of improvement in supportive care
Q,Comparable age but not cause of infertility
P,Comparable baseline characteristics between intervention and standard caregroups presented
Q,Comparable baseline characteristics of age and weight but not cause of infertility
Q,"Comparable baseline characteristics of age, height, and weight but not cause of infertility"
Q,"Comparable baseline characteristics of age, height, and weight but not cause of infertility"
Q,"Comparable baseline characteristics of age, height, and weight but not cause of infertility"
Q,"Comparable baseline characteristics of age, height, and weight but not cause of infertility"
Q,"Comparable baseline characteristics of age, height, and weight but not cause of infertility"
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable demographic and infertility characteristics at baseline
P,Comparable groups
P,Comparable groups
P,Comparable groups
P,Comparable groups
P,Comparable groups
P,Comparable groups
P,Comparable groups at baseline; no other obvious sources of bias apparent.
P,Comparable groups at baseline; no other obvious sources of bias apparent.
P,Comparable groups at baseline; no other obvious sources of bias apparent.
Q,Competitive grant Plymouth surgical services trust; COI for some authors in products being evaluated
N,Conference abstract only
Q,Conflicts of interest of study authors are reported: one study author served as an uncompensated scientific advisor for other projects of the drug manufacturer; other study authors declare no conflicts
N,"Contamination risk: all 3 exercise regimens were demonstrated by the OT, although participants were aware that they would carry out only 1 of the regimens, depending on their assignment."
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity are unlikely to be an issue"
P,"Contamination, baseline imbalance, & other bias that could threaten the internal validity do not appear to be an issue"
Q,"Control group had a higher mean age, fewer patients on antibiotics and fewer patients on artificial ventilation"
P,"Controlled for cancer stage and functional capacity, funded by an internal grant, sample size achieved"
Q,Critically ill patients unable to give informed consent were excluded
P,"Cross-group contamination was managed by a cluster-RCT design. 'There were two groups of therapists in two different locations of the rehabilitation center providing treatment, however the characteristics of the two groups was similar in terms of experience with neurological rehabilitation and years in service' (author communication)"
N,"Data from a number of stores belonging to one grocery chain were included, but it is unclear how the stores were selected. The introduction of legislation may have drawn additional attention to signposting throughout the city, not just the stores in question (thus possibly introducing a co-intervention)"
N,Data from independent surveys incidentally conducted before and after intervention used for coverage indicators. May not be exactly before-after data
Q,"Data on the allowed dose range have not been presented. Furthermore, the pre-study treatment was heterogeneous, as 19 participants had never taken any psychotropic drugs, but most other participants had a long history of previous treatment."
Q,Data refer to the whole group of distressed participants who had entered the 2 previous trials.
Q,Data was collected and analysed by the sponsors: Bayer HealthCare and Johnson & Johnson
Q,Data were collected during a short observation period (2 weeks)
N,"Data were collected on only two subsequent evenings, and the sample size is relatively small"
N,"Data were not collected in parallel in the IG and CG, and data collection methods differed substantially. Quote: ""Furthermore, NHANES and Boston Youth Survey estimates of consumption of sugar-sweetened beverages are not directly comparable because of differences in wording and data collection methods"""
Q,"Data were self-reported, and as the study authors discuss in detail in the limitations section, students might have misinterpreted certain survey questions. In particular, this might have obscured relevant effects on compensatory behaviour (i.e. beverage consumption outside school), for which the study found no relevant effect. The same applies to weight perception outcomes: Quote: ""A third limitation is the lack of a comprehensive and detailed assessment of body dissatisfaction and unhealthy dieting and eating behaviors. It is possible that there were changes due to the intervention that our measure was not sensitive enough to detect. Future research examining the hypothesis that school-based interventions may increase weight preoccupation and dieting behaviors in a negative way should use measures that can detect subtle changes and distinguish between appropriate attempts to eat healthfully and inappropriate extreme dieting behaviors (such as fasting or purging)"""
N,"Declaration in paper stated that the trial was supported by Bayer Yakuhin Ltd., which participate in trial design and managed all operational aspects of the study, including monitoring data collection, statistical analysis and writing the report. The first author reported that they received advisory fees from Bayer, 1 author received speakers bureau fees from multiple pharmaceutical companies including Bayer. The other authors reported that they had nothing to disclose."
Q,"Declared unrestricted research grant from Organogenesis, whose product was being evaluated. Company had no involvement in designing or running trial. No concomitant procedures"
P,Demographic and infertility characteristics similar between the two groups
N,"Despite random assignment, children in the no-choice group on average liked vegetables better than children in the choice group (P < 0.01) and therefore baseline imbalance between groups"
Q,Device manufacturer is the funding source
P,Differences between arms were adjusted for in the analysis
Q,Different group of surgeons for different procedures
Q,Different group of surgeons for different procedures. More residents as first surgeon in AH
Q,Disproportionate number of male participants compared with usual biofeedback population
P,Does not apply
N,Dosage/frequency of Cyclogest usage not mentioned
Q,Dose ranges of each antipsychotic drugs were quite different. Allocation to ziprasidone treatment was not possible from the start.
Q,"Dose ranges were very different; the upper dose range of olanzapine was 30 mg, whereas risperidone could be titrated only up to 6 mg/d. No washout period was provided. An overlap in the administration of formerly given antipsychotics was permitted for the first four weeks after randomisation. Allocation to ziprasidone treatment was not possible from the start of the study because of later availability of ziprasidone."
N,Dropouts: after 1-year follow-up: 41; after 5-year follow-up: 60
N,Drug company involvement.
N,"Due to paroxetine-related side effects, 4 participants were given lofepramine (TCA)."
N,Duration was too long and probably intruded on family life. Infants who were given BSC consumed 12% less of the amount offered than infants on other treatments. The lower amount consumed could have affected growth. Unclear if the participants benefited from other ongoing interventions during the study period.
Q,"During the project period, some women received other type of treatment, which had no effect on neither the treatment nor acupuncture according to the authors. These women were divided in the 3 groups"
Q,Elderly subgroup analysis neither planned nor performed. Unplanned subgroup analysis not retrieved
Q,Elderly subgroup analysis not planned nor performed
N,Elderly subgroup analysis not planned. Study authors presented a post hoc analysis for OS only
P,"Eli-Lilly funded the trial, yet were not involved in the design of the study, analyses, or interpretation of results."
Q,"Enrolment of participants was extended to higher than planned lost to follow-up. Sample size calculation provided, but unclear whether a protocol was published a priori. Supported by a grant from the Wellcome Trust."
N,ESRS dyskinesia subscale and CGI dyskinesia scores were not shown in the result. Sponsored by manufacturer of quetiapine.
Q,esults for this study were reported in a brief abstract with very limited information about study methods
Q,Ethics approval unclear.
N,"Extensive COI reported; study partly funded Synovis Life Technologies, whose bovine pericardium product was being evaluated"
N,"Extensive COI reported: study funded in part by Synovis Life Technology, whose product was being evaluated - bovine pericardium"
Q,Few information about characteristics of participants at baseline
N,"FHR monitoring was only used in a specific subgroup of women who were at a higher risk, which effectively creates an undisclosed inclusion criteria. The authors' conflicts of interest were not reported."
N,"Final study author employed by Wyeth, which funded the research"
Q,"Findings on effectiveness reported only as a graph, so unsuitable for analysis"
Q,"Findings on effectiveness reported only as a graph, so unsuitable for analysis. Reported source of funding per TheraTech Inc"
Q,"Findings on effectiveness reported only as a graph, so unsuitable for analysis. Supported by grants to participating institutions and Novo Nordisk Pharmaceuticals Inc"
N,Follow-up period and numbers of participants were different
N,Follow-up period was different
Q,Follow-up varied upwards from 4 months post onset of palsy
N,For 3 patients pre-study treatment not specified.
P,Free of other bias
P,Funded American Urogynecologic Society Foundation and MedStar research; authors reported no COI
P,Funded by a NARSAD Young Investigator Award
Q,"Funded by a US Public Health Service Research Grant from the National Institute of Mental Health Sandoz, Inc., and Smith and Kline and French Laboratories supplied drugs used in the trial."
P,Funded by American Urogynecology Society foundation and Medstar research; authors reported no conflict of interest
P,Funded by Bayer HealthCare and Johnson & Johnson - study sponsors were involved in the design and conduct of the trial. The data were collected and analysed by the sponsors of the study
N,Funded by Biochemie GmbH and Jordan University of Science and Technology
N,Funded by Biochemie GmbH and Jordan University of Science and Technology
Q,Funded by company with pecuniary interest in result (Eli Lilly - producers of olanzapine).
P,Funded by competitive grants from Isala hospital research foundation
P,Funded by competitive research grant Australian Gynaecology Fndoscopy Society authors no conflict of interest reported
P,Funded by competitive research grant RANZCOG:
Q,Funded by Cook Medical
P,Funded by Czech ministry health and Charles university Prague: one author financial COI
P,Funded by Czech Ministry of health and Charles University in Prague; 1 author financial COI
P,Funded by Department of Veterans Affairs and NIMH.
N,"Funded by Federal University of Sao Paulo, Brazil; Promedon contributed product free of charge No author COI"
P,"Funded by Federal university of Sao Paulo, Brazil; Promedon contributed product free of charge No author COI reported"
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body
P,Funded by government body.
P,Funded by government grant
P,Funded by government grant
P,"Funded by grant from Czech Ministry of Health, authors no COI"
P,"Funded by grant from Czeck ministry health care, authors no COI"
N,Funded by Karolinska Institute and Ethicon; conflict of interest statements of members of Nordic transvaginal mesh group who were reviewers of surgery were not reported
N,Funded by Karolinska Institute and Ethicon: Conflict of interest statements from members of Nordic transvaginal mesh group who were reviewers of surgery were not provided
Q,"Funded by MRC, no conflicting interests declared."
N,Funded by philanthropic organisation and Eli Lilly
N,Funded by philanthropic organisation and Eli Lilly
P,Funded by public health institutes and private foundation. No other details provided. No evidence of the presence of other bias
P,Funded by public institution (New York City Health and Hospitals Corporation and foundations). No details. No evidence of the presence of other bias
P,Funded by public institution (NIMH). No details. No evidence of the presence of other bias
Q,Funded by Reckitt + Colman and Parexel International
P,Funded by Royal College of General Practitioners
P,Funded by Royal College of General Practitioners.
P,Funded by the Claude Bernard University. Study authors reported no COI.
P,Funded by The Eunice Kennedy Shriver National Institute of Child Health and Human Development some authors reported COI none of which was directly related to study. Preoperative comparison groups same except > vaginal deliveries ULS than SSF. BMI < ULS (mean 28.7 SD 5.2) than SSF 29.0 (SD 5.7) > posterior compartment descent SSF 0.8 ± 2.9 ULS 0.2 ± 2.5
Q,Funded by the Lokmanya Tilak Municipal Medical College and Hospital in Mumbai. Study protocol not published a priori.
N,"Funded by university research fund; all authors reported financial support from Ethicon, which manufactures product being evaluated by non-blinded reviewers"
Q,"Funded by Women and Children’s Research Foundation, the JH&JD Gunn Medical Research Foundation and AstraZeneca R&D"
N,"Funded by Wyeth, including funding for writing assistance"
P,Funded Cleveland clinic research institute and authors report no conflict of interest
P,Funded competitive research grants
N,"Funded university research: All authors reported financial support from Ethicon, the company manufacturing the product being evaluated by nonblinded reviewers"
Q,Funding
Q,Funding
Q,Funding (grant support from the National Institutes of Health Teaching Nursing Home Award)
Q,Funding by the Claude Bernard University. Authors no COI. Measures of variance very low for some outcomes; attempt to check data with primary authors unsuccessful
P,Funding declared and no COI Concomitant procedures included anterior and apical repair procedures - same numbers in comparison groups had concomitant procedures
N,Funding for study provided in part by industry (Eli Lilly and Co). No other sources of bias were identified.
Q,Funding from pharmaceutical or surgical instrumentation company. Surgeon’s experience unclear
Q,Funding not described.
Q,Funding not described.
Q,Funding not described.
Q,Funding not described.
Q,"Funding not stated, but trialists not clearly invested in the interventions."
Q,Funding not stated; authors no COI
Q,Funding not stated; study authors reported no COI
N,Funding not stated: authors' conflict of interest financial agreement with Ethicon manufacturer of product evaluated in study
N,Funding not stated. One of the authors may be invested in intervention due to affiliation with Swami Vivekananda Yoga Anusandhana Samsthana. Yoga for this study was developed from this school.
Q,Funding source is unclear.
Q,Funding source is unclear. Ethics approval and informed consent not stated.
Q,Funding source unclear.
Q,Funding source: not stated - Janssen Pharmaceutical and ER Squibb acknowledged for supplying the medication and providing ’advice’ Rating scales: participants’ mental state was assessed independently by two psychiatrists
Q,Funding source: not stated. Rating scales: clinical interview rater used - not stated whether an independent rater
Q,Funding source: not stated. Rating scales: ratings completed independently by both the nurse and the aide on each ward at each of the three rating periods
Q,"Funding source: supported by a research grant from Dumfries and Galloway Health Board. Janssen Pharamceutical and ER Squibb provided ’advice’, medication and ’other materials’ Rating scales: participants’ mental state was assessed independently by two psychiatrists Number of included participants differ in the abstract (N = 29)"
P,"Funding source: supported in part by NIMH grant MH-35996 and MH-40279 Rating scales: independent rater - ’to minimize bias in the evaluation of outcome, assessments were completed by an evaluator blind to the treatment administered in any given case’"
Q,"Funding source: supported in part by NIMH grant MH-35996. Rating scales: ’criterion instruments were completed at six-month intervals by an evaluator who was independent of the treatment team and whose sole function during the experimental treatment phase was to make independent assessments of outcome’. Trial author developed two of the psychosocial measure scales, including the Level of Functioning Scale and the QLS"
N,"Funding source: supported through a National Alliance for Research on Schizophrenia and Depression (NARSAD) Independent Award to Dr. Remington Rating scales: not stated who administered rating scales. Other potential conflicts of interest: Dr Remington has received grant/research support from Novartis and Merck (Germany). Dr Shammi has participated in speaker/ advisory boards for AstraZeneca, Pfizer, Novartis and Bristol-Myers Squibb. In the last three years, DR Kapur has received a grant/research support from AstraZeneca, Bioline, Bristol-Myers Squibb, Eli Lilly, Janssen (Johnson and Johnson), Lundbeck, Otsuka, Organon, Pfizer, Servier, and Solvay Wyeth"
Q,Funding sources and disclosures of interest were not reported.
Q,"Funding, support from the National Institutes of Health Teaching Nursing Home Award"
N,"Funding: ""funded by Xian-Janssen Pharmaceutical Limited, Beijing, PR China. The sponsor provided a formal review of the manuscript."" A number of the authors were employed by Xian-Janssen or Johnson & Johnson at time of publication."
N,"Funding: ""Johnson & Johnson Pharmaceutical Research and Development, L.L.C. funded this study and was responsible for study design and data collection, analysis and its interpretation..."" (p225). Many of the authors are employees of Johnson & Johnson Pharmaceutical Research and Development, L.L.C."
N,"Funding: ""M.I., A.K. and K.K. are employees of Johnson & Johnson... study was supported by Johnson & Johnson Pharmaceutical Research and Development"" (p138)."
Q,"Funding: direct funding from the Netherlands Organisation for Health Research and Development (The Hague) (DO945- 01-001), Foundation for the Support of the Society for Christian Care of the Nervously and Mentally Ill (Bennekom), Foundation ’De Open Ankh’ (Soesterberg) and Eli Lilly Nederland B.V. (Houten) Rating scales: unclear who administered rating scales."
Q,Funding: Ethnor Limited (India) supplied drugs and ‘financial assistance’. Raters: psychiatric assessment made independently by two psychiatrists (QPSS and Wings).
Q,"Funding: funded by grants from the Department of Health and Social Services, North West Thames Regional Research Fund, and the Priory Hospital, Roehampton. Depot fluphenazine decanoate and placebo were supplied by ER Squibb and Sons Rating scales: made during interviews with the participants, conducted by the community psychiatric nurse during home visits"
Q,"Funding: funded in part by McNeil Laboratories, Fort Washington, Pennsylvania (USA). 
Rating scales: not stated to be independent of treatment."
Q,"Funding: Janssen Pharmaceutica (Beeres, Belgium) provided drugs and measurements of plasma drug levels for the study. 
Rating scales: not stated to be independent of treatment."
N,"Funding: Janssen Pharmaceutica and Lundbeck Limited provided 'financial 
support'. 
Raters: not stated to be independent of treatment."
Q,"Funding: Janssen Pharmaceutica provided pimozide and placebo tablets; E.R. 
Squibb and Sons provided the material for the placebo injections (p70). Supported in part by a grant from the Oxford Regional Health Authority (p274). 
Rating scales: Clinical and social assessments were made independently by 
the research clinician and a social worker employing a standardised interview 
(p61)."
Q,"Funding: none stated. 
Rating scales: not stated to be independent of treatment."
Q,"Funding: not stated - all double-blind medication supplies as well as open label fluphenazine decanoate and fluphenazine hydrochloride were provided courtesy of Bristol-Myers Quibb Company, Princeton, New Jersey (US) Rating scales: unclear who administered rating scales."
Q,"Funding: not stated, Janssen Pharmaceuticals and ER Squibb acknowledged 
for supplying the medication and for providing 'advice'. 
Rating scales: participants' mental state was assessed independently by two 
psychiatrists."
Q,"Funding: not stated, trialists not clearly invested in the interventions. Analysis of this report relied upon translation from an outside source."
N,"Funding: not stated: Pimozide was assayed by radioimmunoassay at Janssen 
Pharmaceutica; haloperidol was assayed using a commercial radioimmunoassay kit' (p257). One author was an employee of Janssen Pharmaceutica at the 
time of the study."
Q,"Funding: not stated. 
Rating scales: completed by an independent psychologist."
Q,"Funding: not stated. 
Rating scales: not stated to be independent of treatment."
Q,"Funding: not stated. 
Rating scales: raters were not stated to be independent of treatment."
N,Funding: not stated. One of the authors may be invested in intervention due to affiliation with Swami Vivekananda Yoga Anusandhana Samsthana. Yoga for this study was developed from this school.
N,"Funding: not stated. Rating scales (AIMS and ’side effects scale) were completed by the same rater, ’raising the possibility that the correlations are partly due to a halo effect’"
Q,Funding: not stated. Rating scales: administered by physician and nurse.
Q,"Funding: not stated. Rating scales: Manifest Behaviour Scale (MBS) completed twice on each participant by two nursing assistants working independently. Primary investigator was author of the MBS. Exclusion criteria: participants who had lobotomies, meeting the exclusion criteria, were ""inadvertently included"", with n = 2 in the thioridazine group and n = 1 chlorpromazine group."
Q,Funding: not stated. Rating scales: not stated to be independent of treatment.
Q,Funding: not stated. Rating scales: not stated to be independent of treatment.
Q,Funding: not stated. Rating scales: unclear who administered the rating scales.
Q,Funding: not stated.Rating scales: FEICS described as a self-report scale - unclear whether raters ofremaining scales were independent of treatment.
Q,Funding: not stated.Rating scales: not clear whether raters were independent of treatment.
P,Funding: not stated.Rating scales: not clear whether raters were independent of treatment.
N,Funding: not stated.Rating scales: not clear whether raters were independent of treatment. SFCSdeveloped by trial investigator.
Q,"Funding: pimozide medication provided by McNeil Laboratories, Fort Washington, Pennsylvania (USA). 
Raters: not stated to be independent of treatment."
N,Funding: Pimozide provided by McNeil Laboratories Inc. Rating scales: not stated to be independent of treatment. The social rating scale was administered by a social worker who worked at Harbour View House and was “prejudiced by the nature of her job” (p700). She reviewed nearly all the patients as being improved or remaining at pre-trial levels even when taking the placebo.
Q,"Funding: Public Health Service grants: MH-10292, MH-10332, MH-11384, MH-10989, MH-11046, MH-11047 and contract SA-43-ph-3064 all from the National Institute of Mental Health. Rating Scales: scales were administered by the research physician; unclear whether they were independent of treatment."
Q,"Funding: quote, ""research presented in this article was funded by the National Institute of Mental Health grant number MH71663 and MH59312."" One author (Schooler) ""has previously received grant/research support from... JanssenCilag, and Johnson & Johnson."""
Q,"Funding: research supported in part by a grant from McNeil Laboratories Inc., 
Washington, PA (USA). 
Rating scales: not stated to be independent of treatment."
Q,"Funding: Smith, Kline and French provided chlorpromazine and trifluoperazine; Merck, Sharp & Dohme provided benztropine. Rating scales: three independent evaluations for each participant were obtained from the ward attendants. In addition, two psychiatric residents independently evaluated each participant using the MSRPP. Other: quote, ""a legitimate criticism of is that the five patient lost to the study before the first post-medication evaluation should have been rated as failures. As far as bias is concerned the weighting is against the trifluoperazine group and in favour of the placebo, but the chlorpromazine group might have shown better advantage if the latter course had been taken"" (p454)."
Q,"Funding: Smith, Kline and French supplied the drugs and placebo. Rating scales: not clear whether nurses or other raters were independent of treatment."
N,Funding: study sponsored by Janssen-Cilag Medical Affairs EMEA.
Q,Funding: supported by a grant from the German Ministry of Research and Technology Rating scales: unclear who administered rating scales.
Q,"Funding: supported by a research grant from Dumfries and Galloway Health 
Board. Janssen Pharmaceuticals and Squibb Limited provided 'advice', medication and 'other materials'. 
Rating scales: participants' mental state was assessed independently by two 
psychiatrists."
Q,"Funding: supported by grant MH37343 from the National Institute of Mental Health, Bethesda, Maryland Rating scales: unclear who administered the rating scales."
N,"Funding: supported by Janssen Research Foundation, Beerse, Belgium."
N,"Funding: supported by Jassen-Cilag Taiwan, Johnson & Johnson co."
Q,"Funding: supported by Public Health Grant 5 TI-MH-03701-04 (Psychopharmacology Service Center, National Institute of Mental Health). Rating scales: raters not stated to be independent of treatment. Prinicpal investigator created the Tulane Test Battery scale utilised in the study."
Q,"Funding: supported in part by USPHS Grant MH 11666 and Research Scientist 
Development Award K135278 from NIMH. McNeil Laboratories provided medication and a grant-in-aid as additional partial support. 
Rating scales: BPRS was completed at beginning and end of study by the psychiatrist; NOISE was completed at four-week intervals throughout the study; 
CGI was obtained from both the psychiatrist and nursing services."
Q,"Funding: trifluoperazine and chlorprothixene supplied by Smith, Kline and French; Montreal and Hoffman LaRoche. Rating scales: raters independent of treatment."
Q,"Funding: USPHS Grants MH 11666 and MH 21409, and a grant in-aid from Lederle laboratories. Rating scales: one psychiatrist carried out all psychiatric ratings in 32 participants; a second psychiatrist carried out all psychiatric ratings in 5 participants. A psychiatric research nurse observed the daily behaviour of participants and rated them using the NOISE - it is not clear whether raters were independent of treatment."
N,Gender imbalance. No data given on number of individuals screened for study inclusion
N,Giving fluoride supplementation to both groups after delivery might affect the results
N,"Goal setting used as both dependent and independent variables. It is not reported when the therapists in each group set the goals for therapy, in particular whether this occurred before or after randomisation"
P,Grant funded research
P,"Grant funded research, no competing interests declared. Some bias for the analyses in this review as the standard care group includes participants admitted to crisis houses."
P,Grant funded research.
P,Grant funded research.
P,Grant funded research.
P,Grant funded research. No other obvious bias was identified
P,Groups appear balanced at baseline. No other evidence of bias
P,"Groups appeared balanced at baseline with respect to age, BMI, age at menarche, duration of infertility, cycle length, alcohol use and smoking."
P,Groups appeared balanced for age and parity.
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline
P,Groups appeared comparable at baseline and no other potential bias was identified
P,Groups balanced at baseline for several variables
