class,text
Q,"Authors did not report how allocation was concealed. ""They were randomly assigned into artificial tears group and punctual plugs group"" (p 20)"
Q,"Authors reported ""At each centre , qualified subjects in each study were randomly assigned to one of three treatments groups'"
P,"Authors reported that ""..eligible women were enrolled and blindly assigned according to a computer generated randomization list to the following 3 parallel treatment groups.."""
Q,"Authors reported that ""On entry, subjects were assigned to the lowest available randomization number for each site."""
N,Based on communication of Pildal and Goetzsche (Pildal 2004) - inadequate allocation concealment (alternation)
Q,"Because this was an education intervention it was not possible to conceal allocation to the providers of the intervention. However, families were not told whether they were in the IG or CG."
P,Blinded administration of flumazenil or placebo.
Q,Blinded assessor made use of computer-generated randomisation
P,Blinded envelopes
Q,Blindly allocated': no further description.
Q,Blindly allocated': no further description.
P,Blindly drawn marked cards from mixed pack with equal numbers of each designation
P,Block randomisation via sealed envelopes
Q,Block randomization may lead to lack of allocation concealment as the next assignment may be predictable.
P,Block randomization was used to achieve balanced allocation to interventions and a third-party randomization schedule was generated by an independent researcher (MW) not involved in intervention delivery and sent to a second independent researcher who managed allocation' (p.298)
P,"Block size of 30 were allocated consecutively to the enrolling sites, after which 
the randomisation forms for that block were provided to the site in sealed, 
consecutively numbered envelopes with the pre-printed study number and 
the alphabetical code for vaccine or placebo in the envelope"
P,Blocks assigned to intervention or control group prior to start of study
P,"Blocks of study medication, block size not revealed (p.575)"
P,Both vaccine and placebo batches were coded.
P,"Bottles for infusion ""labeled identically and only distinguished by a code number"""
P,By a nurse
P,By phone call to unrelated department
P,By third party (research nurse)
Q,Cannot really tell how allocation was done
Q,"Cards placed in sealed opaque envelopes. Stratified into 2 weight strata (1000 to 1250 grams and 1251 to 1500 grams) and by centre using permuted blocks of 4 at a 1:1 ratio for intervention and control.Comment: since there was no blinding of the intervention and blocks of 4 were 
used, there is a possibility that the allocated intervention of each 4th infant 
could have been known prior to allocation."
P,Careful attention to placebo and medication concealment noted
P,Carried out by the trial statistician.
P,Carried out centrally
P,Central allocation (pharmacy-controlled randomization)
P,Central allocation by a computer
P,"Central allocation by telephone. In Finland, consecutively numbered, sealed, opaque envelopes were used"
P,Central allocation via telephone
P,"Central allocation, pharmacy-controlled randomisation."
P,"Central allocation. ""with the use of a central telephone system and a computer-generated randomization list, consecutive participants were randomly assigned..."""
P,Central assignments
P,Central call centre.
P,"Central computer-generated randomisation sequence: ""The randomization sequence was computer generated centrally in blocks of six and centers were provided with consecutively numbered boxes of identically appearing prefilled syringes."""
P,Central interactive web response system.
P,Central randomisation
P,"Central randomisation ""Randomisation schedules were independently generated by a trial randomisation service"""
P,Central randomisation by telephone
P,Central randomisation procedure
P,Central randomisation procedure
P,Central randomisation procedure
P,Central randomisation procedure
P,Central randomisation procedure based on the population registry
P,Central randomisation process
P,Central randomisation through interactive web response system
P,Central randomisation using minimalisation methods.
P,Central randomisation with pathology review
P,Central randomization by interactive voice response system
P,Central randomization process (contact by telephone to a central office)
P,Central randomization; from communication with authors recorded by previous version of this review
P,Central randomization; from communication with authors recorded by previous version of this review
P,Central telephone number; blocks of 4
P,Central telephone randomisation
P,Central telephone randomisation
P,"Central, computerized telephone randomization system"
P,"Central, remote allocation, ""sealed code envelope"""
P,Centralised
P,Centralised allocation via telephone
P,"Centralised allocation. ""Research staff entered demographic and entry criteria data into an online randomisation website that provided a number corresponding to a numbered trial pack"""
P,Centralised randomisation scheme
Q,Centralised randomization process.
P,Centralized randomizatio
P,Centralized randomization
P,Centralized randomization
P,Centralized randomization
P,Centralized randomization
P,Centralized randomization
P,Centralized randomization (interactive voice response system)
P,Centralized randomization (interactive voice response system)
P,Centralized randomization based on the review of Pildal and Goetzsche (Pildal 2004) who communicated with Norrby-Teglund for Darenberg
P,"Centrally allocated, via telephone using an interactive voice response system"
P,Centrally controlled allocation concealment appropriate
P,Centrally randomised process
P,"Clarification was sought from corresponding author (Murray 2015), who confirmed via email that envelopes were sequentially numbered based on the random order in which they were selected from a container (i.e. randomised and not based on any identifying variable)."
P,Clearly adequate concealment.
P,Clinical and statistical teams were masked during the study
P,"Clinical study of telephone voice response system, details unknown to investigators"
P,Closed envelope
P,Closed envelope allocation
Q,Closed envelopes but does not specify numbered or opaque (p. 1734)
P,Closed envelopes were open soon before treatment (information provided by study author)
P,"Closed envelopes, kept by member of administrative staI."
P,Cluster
P,Cluster
P,Cluster
P,Cluster allocation
P,Cluster allocation
P,Cluster level
P,Cluster randomised so all patients in a practice received the same intervention
P,Cluster randomised so all patients in each practice received the same intervention
Q,Cluster randomised trial
P,Cluster randomised.
P,Cluster randomised.
P,Code was known only to the pharmacist and statistician
P,Coded and opaque envelopes (study author provided information)
P,Coded and supplied by hospital pharmacy. Unblinded at end of study
P,Coded preparations
P,"Coded, identical-looking compounds"
P,"Coded, identical-looking compounds"
P,Codes stored by third party in opaque sealed envelopes
P,Codes were used for allocation concealment
Q,Coin flip was used
Q,Comment: allocation concealment methods were not described.
Q,Comment: allocation concealment not reported
P,"Comment: Allocation concealment was not described, however cluster-randomized studies are generally considered to be at low risk of bias for allocation concealment as allocation takes place centrally"
P,"Comment: Allocation concealment was not described, however cluster-randomized studies are generally considered to be at low risk of bias for allocation concealment, as allocation takes place centrally."
Q,Comment: allocation concealment was not discussed
Q,Comment: allocation method not reported
Q,Comment: allocation method not reported
Q,Comment: allocation method not reported
N,"Comment: Allocation not concealed; participants were approached at home 
and allocated treatments after randomisation; baseline imbalances in prognostic variables evident"
P,"Comment: allocation occurred after testing, therefore concealed. It was not known or determined at time of entry to study which group the next participant would go"
Q,Comment: allocation performed using interactive voice response system
Q,"Comment: although the text implies that the randomisation was done by computer, it also notes that the clinicians weren't blind to the treatment group. It is unclear whether they could have influenced the allocation"
Q,"Comment: apparent block randomisation, but not specifically stated"
P,"Comment: as above, likely that allocation was concealed"
N,Comment: CBA study
N,Comment: CBA study
N,Comment: CBA study
Q,"Comment: closed envelopes used, but no other details provided (i.e. whether or not they were sequentially numbered)"
Q,Comment: concealment method not stated
Q,Comment: concealment method not stated
N,Comment: Consecutively numbered envelopeQuote: “Opening a consecutively numbered envelope to receive either abla-tion or excision of all the identified lesions.“
P,"Comment: Consecutively numbered opaque envelopesQuote: “Treatment randomisation was performed with use of a computer ran-dom number generator, and the results were placed in consecutively num-bered opaque envelopes.”"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time o"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all participants were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,"Comment: criterion not applicable because all schools were allocated at 1 point in time following recruitment, so at time of recruitment allocation was not known"
P,Comment: cross-over study where each participant received the study drugs in random order
Q,Comment: details not reported
Q,Comment: did not report whether allocation was concealed.
Q,Comment: each participant received 2 tablets of either study medication or placebo
Q,Comment: insufficient information concerning method of concealment
Q,Comment: insufficient information concerning the concealment of the allocation schedule
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
P,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: insufficient information provided to judge.
Q,Comment: it was not stated if allocation was adequately concealed
N,Comment: it was reported that it was not possible for schools to be blinded to random assignment and therefore concealment not attained
Q,Comment: Method of allocation concealment not stated
Q,Comment: Method of allocation concealment not stated
P,"Comment: Method of allocation concealment was by a telephone call to cen-tral randomisation service while the patient was anaesthetised.Quote: ""A surgical assistant called the centralized randomisation service whilethe patient was still anaesthetised.”"
Q,Comment: method of allocation was not described
Q,Comment: method of allocation was not described
Q,Comment: method of allocation was not described
Q,Comment: method of allocation was not described. No information regarding allocation concealment is given on the clinical trials web site
Q,Comment: method of concealment is not described
P,Comment: methods ensured that no one could foresee intervention assignment
Q,Comment: methods for allocation concealment not reported.
Q,Comment: methods for allocation concealment not reported.
Q,Comment: methods for allocation concealment not reported.
Q,Comment: methods to maintain allocation concealment were not described; previous studies by sponsor had adequate allocation concealment
N,Comment: No allocation concealment done
Q,Comment: no description of allocation concealment
Q,Comment: no description of methods to maintain allocation concealment
Q,Comment: No details of allocation con-cealment provided by study authors
Q,Comment: no details provided
Q,Comment: no details provided on allocation concealment
Q,Comment: no details reported
Q,Comment: no details reported
Q,Comment: no details reported
Q,Comment: no details. Although only the investigators who manufactured the products knew the codes it is unknown if they were also the study investigators.
Q,Comment: No information provided
Q,Comment: No information provided
Q,Comment: No information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided.
Q,Comment: no mention of allocation concealment
Q,Comment: no report of whether allocation was concealed.
N,Comment: non-randomised study.
N,Comment: Non-randomized
P,"Comment: None described but cluster-randomized studies are generally at 
low risk of selection bias if the sequence generation is low risk."
Q,Comment: None described.
Q,"Comment: Not described, but usually low risk for cluster-randomized trials if 
the random sequence is low risk."
Q,"Comment: Not described, but usually low risk in cluster-randomized trials if 
the sequence generation is low risk."
N,Comment: Not randomized
N,Comment: Not randomized
N,Comment: Not randomized
N,"Comment: Not randomized, so susceptible to confounding by site"
N,"Comment: Not randomized, so susceptible to confounding by site"
Q,Comment: not reported
Q,Comment: not reported
Q,Comment: not reported
Q,Comment: not reported
Q,"Comment: Not reported Comment: Even though sequence generation was centrally done, it was unclear how allocation was concealed"
Q,Comment: Not specified
Q,Comment: Not specified
Q,Comment: not stated
Q,Comment: Not stated
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially numbered envelopes, although it is not clear whether they were sealed or opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered, sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered, sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was by means of sequentially-numbered, sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,"Comment: not stated, but author provided information that allocation concealment was via sequentially-numbered sealed envelopes, although it is not clear whether the envelopes were opaque."
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
N,Comment: nothing stated about allocation concealment
Q,Comment: nothing stated about allocation concealment
Q,Comment: nothing stated about allocation concealment
Q,Comment: nothing stated about allocation concealment
Q,Comment: nothing stated about allocation concealment
P,Comment: opaque envelopes were utilized to maintain allocation concealment
P,"Comment: Opaque, sealed envelopesQuote: “Cards indicating allocation were kept in opaque envelopes in the oper-ating groom and opened at the time of laparoscopy.”"
P,Comment: randomisation and blinding was conducted by an independent person
Q,Comment: randomisation by sealed envelopes but no further details
Q,"Comment: randomisation was achieved with sealed envelopes, which were opened after the patient had been anaesthetised - however, it was not stated whether envelopes were opaque"
P,"Comment: randomisation was performed centrally at the SWOG Statistical Center. Thus, it is unlikely that intervention allocations could have been foreseen in advance by those recruiting participants"
Q,"Comment: sealed envelopes were used, but it is unclear if they were sequentially numbered"
Q,"Comment: see above, sealed envelopes were used but not stated whether sequentially numbered and opaque"
P,"Comment: SPSS allocation function 
Quote: ""Select exact amount of cases randomisation"""
Q,Comment: stated ‘patients were randomly assigned by using sealed envelope technique’ but no details reported (e.g. whether envelopes were opaque or sequentially numbered)
Q,"Comment: stated (Surg Endosc paper) that patients were assigned to group by sealedenvelope randomisation. Stated (Obes Res paper) “Randomization was achieved using closed envelopes. For the first 100 patients, 120 envelopes were prepared, with an estimated minimum of 10 % failure rate after randomization to the allocated procedure for specific French health insurance issues. Patients in which the randomization procedure failed after medical adviser decisionmaking were excluded from the study.” Comment: Neither statement gives sufficient details to judge low risk of bias (e.g. unclear whether envelopes were opaque)"
P,Comment: The allocation was done by an 'independent person'
Q,Comment: the method of allocation concealment was not reported.
Q,Comment: the method of concealment is not described
Q,Comment: The report contained no statement regarding the group allocation process
Q,Comment: the study authors did not describe allocation concealment methods.
Q,Comment: the study authors did not describe allocation concealment methods.
Q,Comment: the study authors did not describe the allocation concealment methods.
Q,Comment: the study authors did not describe the method of allocation concealment
Q,Comment: the study authors did not describe the method of allocation concealment.
Q,Comment: the study authors did not describe the method of allocation concealment.
Q,Comment: the study authors did not describe the method of allocation concealment.
Q,Comment: the study authors did not describe the method of allocation concealment.
Q,Comment: the study authors did not report the method of allocation concealment.
Q,Comment: the study authors did not report the method of allocation concealment.
Q,"Comment: the study used sealed sequentially distributed envelopes labelled A, B, C, or D."
P,"Comment: the treatments were identical in appearance, containing either 
methyl-prednisolone or placebo. Administration was double-blind, and the 
code was not broken until the last child had completed the study."
Q,"Comment: the trial was described as randomised but the method used to conceal the allocation was not described, so that intervention allocations may have been foreseen in advance of, or during, enrolment."
Q,"Comment: the trial was described as randomised but the method used to conceal the allocation was not described, so that intervention allocations may have been foreseen in advance of, or during, enrolment."
P,Comment: Third to party allocationQuote: “...concealment achieved by third to party allocation to one of twogroups”
N,Comment: This was a CBA study
N,Comment: This was a CBA study so is labelled as high risk
P,"Comment: treatments shipped in pre-numbered ampoules, unlabeled and randomly ordered by the pharmacy"
P,Comment: trial co-ordinator contacted the trial office by telephone to obtain the allocation
Q,Comment: Unclear
Q,Comment: Unspecified
P,Comment: used interactive voice response system for randomization
Q,"Comment: variable block randomisation was performed onsite in the operation theatre, but it is unclear by whom and how the allocation sequence was concealed"
Q,Comment:No details of allocation conceal-ment provided by study authors
Q,Comments: Investigators state that they divided the 17 athletes into 2 groups without explaining the method of allocation
Q,Comments: Method of allocation concealment was not described
P,Computer allocation schedule
P,Computer generated for each patient after inclusion.
P,Computer-generated
P,Computer-generated
P,Computer-generated list
P,Computer-generated numbers stratified for each week of gestational age. Randomised in blocks of 6. However the study does not appear to be stratified by centre so the risk of knowing the allocation of each 6th participant within each stratum would have been low. For twin pairs only the first twin was randomised.
P,Computer-generated oI-site phone contact (personnel communication)_
P,Computer-generated random numbers
P,"Computer-generated randomisation sequence. ""Each subject enrolled into the study received the respective lowest randomization number available."""
P,Computer-generated randomization accessible only to central pharmacists
P,Computer-generated randomization sequence kept centralized apart from clinical centre
P,Computerised allocation
P,Computerised random allocation
P,Concealed ampoules of flumazenil and placebo.
P,Concealed drug containers.
P,Concealed drug containers.
P,Concealed drug containers.
P,Concealed drug containers.
P,Concealed drug vials.
P,Concealed envelope.
Q,Concealed until day of surgery. Method of concealment not reported
Q,Concealment not described.
Q,Concealment not detailed.
P,"Concealment of allocation according to protocol: ""Clinical advisor phones independent central randomisation service for random allocation"""
Q,Concealment of allocation by sealed envelopes containing a card which specified the technique of tubal occlusion. Assessed as a 'B' study (unclear allocation concealment) in original review
Q,Concealment of allocation by sealed opaque envelopes. Not stated if sequentially numbered. Assessed as a 'B' study (unclear allocation concealment) in original review
P,Concealment of allocation by sealed preprinted labels
P,"Concealment of allocation by sealed, sequentially numbered opaque envelopes. Assessed as an 'A' study) in original review"
Q,Concealment of allocation was not reported
P,"Concealment of allocation was not reported, contac"
P,"Concealment of allocation was not reported, contact with author led to information on appropriate method of concealment"
Q,Concealment technique not stated
P,"Conducted centrally, cluster design"
P,Consecutive sealed opaque envelopes (personal communication)
P,"Consecutive, sealed envelopes"
P,Consecutively numbered opaque envelopes.
P,Consecutively numbered sealed opaque envelopes (unpublished information)
P,"Consecutively numbered, sealed envelopes (“los sobres cerrados y numerados”, p. 122)"
P,"Consecutively numbered, sealed opaque envelopes were used to conceal a randomly-generated assignment. A series of 500 envelopes was given to research assistants at each participating hospital with instructions to open the envelopes in numerical sequence and to assign the dyads to the corresponding group."
,Control sites selected from counties with similar risk and demographic characteristics.
N,Controlled before-and-after study
P,Cross-over study with a 2-week washout period
P,Dark sealed envelopes
P,"Dark, sealed envelopes created by third party"
P,"Details not given in paper, but confirmed by author as concealment until end of trial."
Q,Details not provided.
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
Q,Details not reported
N,"Details of the allocated group were given on coloured cards contained in sequentially numbered, opaque, sealed envelopes, prepared at the National Perinatal Epidemiology Unit and kept in an agreed location on each labour 
ward. To enter a woman into the study the midwife opened the next consecutively numbered envelopes. If an envelope was not opened, the reason 
for non-use was recorded by the midwife who had drawn it. All envelopes, 
whether used or not were returned to the NPEU. Unopened but not used envelopes were not returned to the unit"
Q,Details on allocation concealment were not reported.
Q,"Details on method used to conceal allocation not available, given nature of intervention not possible to blind those who participated."
Q,Details on methods used to conceal allocation are not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available.
Q,Details on methods used to conceal allocation not available..
Q,Details on methods used to conceal allocation not reported.
Q,Difference between treatments concealed
N,Different vaccine container formats
Q,Does not say how randomisation was done
Q,Does not state
N,Does not state
N,Does not state
Q,Does not state
Q,Does not state
N,Does not state
Q,Does not state
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done (cluster allocation)
P,done by non-involved researcher
P,Done centrally through automated telephone system
P,Done independently
P,Done independently by trial secretary
P,"Done, by cluster"
P,"Done, by cluster"
P,Double blind.
P,Double-blind administration of flumazenil and placebo.
P,Double-blind administration of flumazenil and placebo.
P,Drawing of lots (personal correspondence with principal investigator)
P,"Drawing of lots. Quote: ""Each subject had an envelope containing the four cards; without looking, each drew one card on each occasion"" (p137)"
P,Drug labelled as study drug by the pharmacy. Randomization not broken unless medical emergencies (study author provided information)
P,Each clinician had control and experimental participants in his or her practice with no identifiers available to recognise controls
P,Each woman was allocated to the intervention group next on the list after writ-ten informed consent had been obtained.
N,Education intervention that could not be concealed.
Q,Envelope method used. Unclear whether envelopes were sequentially numbered and opaque.
Q,"Envelopes (opaque?, sealed?)"
Q,"Envelopes (opaque?, sealed?)"
P,Envelopes were opaque. Kept in a cabinet until they were selected by guardians
P,Envelopes were prepared by an independent researcher at the time of surgery.
P,Envelopes were sealed (no other information was reported)
P,Envelopes were sealed and opaque.
P,Envelopes were sealed and opaque.
P,Envelopes were sealed and opaque. Treatment allocation was not revealed to the participants or providers.
Q,"Envelopes were sequentially numbered, prepared by a research assistant not involved in care of the women. It appears that each hospital had their own boxes for nulliparous and multiparous women. To find out allocation the midwife had to ring to the emergency department were the duty midwife or clerk opened the next double packed, sealed envelope."
P,Envelopes which contain allocation sheet.
P,"Envelopes with the assignment to short - or long - term treatment enclosed, were prepared by the research staff and opened by the ward clerk one at a time after each patient was admitted... All patients were told their treatment assignment within an hour or so of their admission."
P,"Envelopes with the assignment to short - or long - term treatment enclosed, were prepared by the research staff and opened by the ward clerk one at a time after each patient was admitted... All patients were told their treatment assignment within an hour or so of their admission...'"
P,"Final study participants were randomly allocated, using coloured cards in sealed, non-transparent envelopes (drawn envelopes were not put back), to either the control group or to one of two intervention groups (p. 245)"
Q,Findings presented in abstract only - no data provided
P,"For every stratum, an independent statistician carried out the block randomization. A research assistant prepared opaque, sequentially numbered and sealed coded envelopes for each stratum, containing a referral for either the integrated care group or the usual care group"
P,Formulated by pharmacists and labelled with numbers only
P,From article: Patients were allocated to each group by means of numbered sealed envelopes that corresponded to the randomizations list that were opened after the written consent was provided
P,"From email correspondence with authors: ""we had opaque envelopes with assignment once deemed eligible for inclusion."
N,"From the authors' description, it appeared that an alternate sequence was used following an initial coin toss to determine the daily order of the grouping. 'Methods': ""[A]ll the patients were separated into the intervention and control groups based on simple randomisation and entry sequence to the preoperation room. Each day, a simple coin randomisation technique was used to determine the group for the first patient and the spraying of pure water or Sanosil 2% on the catheter location (from the upper chest to the mandible). Subsequently, odd and even numbers were used to determine the group of the other patients."""
P,"Given details provided regarding randomisation process and other aspects of 
the study design, we believe the allocation concealment was probably adequate."
N,GP could see allocation and it was possible to subvert.
P,group allocation in sealed envelopes
P,Group allocation was managed by 'creat[ing] sequential sealed envelopes with subject ID sequentially on the outside and randomization on the inside' (author communication)
P,"Group allocation was performed by a gynaecologist at the hospital who did not participate in the baseline assessment, surgery, or postoperative follow-up and the surgeon was unaware of allocation until surgery"
P,Group allocations in sealed envelopes kept in locked office (additional information from trial author)
P,"Group assignment was put into sealed, opaque envelopes. After recruitment the envelope was opened by the research nurse not involved in the projec"
N,High risk
N,High risk
N,High risk
N,High risk
P,Hospital pharmacist provided with a randomised list
P,I was blinded to potential participants group allocation until they were enrolled in the study. The number table was generated by my supervisor and given to my receptionist. When I recruited someone to the study they contacted my receptionist. She booked them into the study and added their name to the participants list (which generated their participant number) and then checked the participant number against the random number table. If they were assigned to the intervention group she also booked them in for the action and coping plan session. Therefore I did not know which group they were in until they came to the action and coping and plan setting session' (author correspondence)
Q,Identical preparations given to infants
Q,Identical sealed envelopes
P,"Identity of the medication that each patient received was marked on a card and a copy was forwarded as part of the confidential study documents to Troponwerke, Cologne"
P,Immediate allocation following randomisation
P,Implants in sealed opaque envelopes numbered sequentially according to randomization lists
Q,Implementation of randomisation sequence unclear.
Q,Implementation of sequence not reported.
P,"In DISC 1993 authors stated, ""eligible children were allocated randomly to intervention and usual-care groups by the coordinating centre..."" thus it appeared that there was a central allocation centre and recruitment at the clinical centres could not have been manipulated."
N,Inadequate
N,Inadequate
N,Inadequate
N,Inadequate
N,Inadequate: computer-generated randomisation by an open list
N,Inadequate.
N,Inadequate.
N,Inadequate.
P,Independent co-ordinating centre created a treatment allocation code. Full randomization codes remained concealed until completion of the primary analysis
P,Independent co-ordinating centre created the treatment allocation code
P,Independent data manager performed allocation using a computer randomisation
P,Independent physician concealed the allocation
P,Independent randomization centre prepared the treatment allocation schedule. The randomization centre labelled the study material with sequential vial numbers according to the allocation schedule
P,Independently conducted by CTU
P,Independently done by statistician
P,Individually numbered treatment packs of similar appearance masked on allocation
P,Individually numbered treatment packs Randomization communicated by investigator to a third party who administered the correct amount of tablets
P,"Infants were randomized in blinded fashion. In Europe and Argentina, neonatal staB opened the next sequentially numbered pack, which was stored in the neonatal unit. In Australia and New Zealand, hospital pharmacy was contacted for the assignment."
Q,Information about allocation concealment is not available in the article.
P,Information from author
P,Information from author: Allocation done by an independent statistician
Q,Information not available
Q,Information not reported
Q,Information was insufficient to enable an evaluation on whether allocation was made independently from sequence generation.
Q,Information was insufficient to permit judgement of ‘Low risk’ or ‘High risk’. Method of concealment was not described.
Q,Information was insufficient to permit judgement of ‘Low risk’ or ‘High risk’. Method of concealment was not described.
Q,Information was insufficient to permit judgement of ‘Low risk’ or ‘High risk’. The method of concealment was not described.
Q,Information was insufficient to permit judgement of ‘Low risk’ or ‘High risk’. The method of concealment was not described.
Q,Information was insufficient to permit judgement of ‘Low risk’ or ‘High risk’. The method of concealment was not described.
Q,Information was not available
Q,Insufficent information available to judge
Q,Insufficient description
Q,Insufficient description
Q,Insufficient description
