class,text
N,"Comment: not stated in study report, but author responded to request for further information by stating the patients were not blinded."
N,"Comment: not stated in study report, but author responded to request for further information by stating the patients were not blinded."
Q,"Comment: not stated, but blinding not likely"
Q,"Comment: not stated, but blinding not likely"
Q,"Comment: not stated, but blinding not likely"
Q,"Comment: not stated, but blinding not likely"
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
Q,Comment: not stated.
N,Comment: not stated. However the difference in the interventions means that blinding unlikely
Q,Comment: Not stated. Study described as “double blind” but treating staK were clearly aware of which dressings were being used they were merely unaware of the protocol. Not clear the extent to which patients were aware as the dressings may have appeared similar to them however they had provided “written informed consent”.
N,"Comment: nothing stated about blinding of participants or study personnel. The treatment modalities differed vastly from each other, hence unblinding participants and the investigator"
N,"Comment: Open-label trial; group supervision of cases also precludes effective blinding; counsellors used both interventions, risk of contamination present, as well as of differential interventions"
Q,"Comment: outcome assessors and treating physicians were blinded. Vitamin E and placebo were identical in shape, colour, taste, and smell."
P,"Comment: Participants and health workers were not blinded to study group. 
However, this was unlikely to have biased the outcomes."
Q,Comment: Participants and intervention personnel were not blinded to allocation
P,"Comment: participants and observers were blinded, and the placebo was identical."
N,Comment: Participants and personnel were not blinded
N,Comment: Participants and personnel were not blinded to treatment
P,"Comment: Participants and personnel were not blinded, however there was a 
low risk of bias."
P,"Comment: Participants and personnel were not blinded; however, cluster randomisation would ensure minimal risk of performance bias since villages where intervention was given were separate from villages randomised to usual care"
P,"Comment: Participants and personnel were not blinded. However, given the 
nature of the intervention, this was unlikely to introduce bias into the results."
P,"Comment: Participants and personnel were not blinded. However, given the 
nature of the intervention, this was unlikely to introduce bias into the results."
N,Comment: participants and personnel were not blinded. Treatments were clearly distinguishable.
N,"Comment: Participants and trainers would not have been blinded, as shamnon-invasive ventilation was not used"
N,Comment: participants could not have been blinded to treatment
P,Comment: Patients and personnel not blinded but unlikely to have any effect on outcome
P,Comment: Patients were not blinded as it compared the phenobarbital treatment provided by different health providers
P,"Comment: Personnel conducting intervention were not blinded, neither were 
participants. This is unlikely to affect outcomes"
P,Comment: School children and teachers could not be blinded due to nature of intervention. But outcomes unlikely to be affected by blinding
Q,Comment: study is described as blinded but no information provided
N,Comment: the clinical trials website indicates that the trial was ‘open’ and so participants and healthcare professionals would have been aware of the treatment group.
P,Comment: The control group was a wait-list so differential interventions were unlikely
Q,Comment: the study authors did not mention blinding but used a placebo for the comparator.
N,"Comment: the study authors did not mention blinding. In addition, blinding might not be accomplished as the difference of dose (2 tablets versus 1 tablets) and administrator."
Q,Comment: the study states double-blinded.
N,"Comment: the study was not blinded, and there was no placebo intervention."
P,"Comment: the treatments were identical in appearance, containing either methyl-prednisolone or placebo. Administration was double-blind, and the code was not broken until the last child had completed the study."
Q,"Comment: The trial was described as ""an open randomised study"", but no participant blinding was described"
Q,"Comment: The trial was described as ""open"", and no mention was made of participant blinding"
Q,"Comment: The trial was described as ""open"", but no details of blinding of participants were provided"
P,"Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
Q,"Comment: the trial was described as double-blind, but the method of blinding was not described, so that knowledge of allocation was possible during the trial."
Q,Comment: there was insufficient information to assess whether blinding was likely to introduce bias into the results.
Q,"Comment: trial described as ""open-label"" with no information about participant blinding"
Q,"Comment: trial described as ""open-label"". No information about blinding of participants"
N,"Comment: trial was not blinded, so that the allocation was known during the trial. Placebo was not used."
P,"Comment: triple blinded (patients, clinicians, and statisticians were all blinded). The placebo and cinnamon capsule were completely identical and were manufactured by the same company. They were packed in an identical package and were distinguishable by a code on the packets."
N,Comment: unblinded. Subjective outcomes
Q,Comment: Unspecified
Q,Comment: Unspecified if personnel were blinded
P,Consumption of target vegetable: There is insufficient information to determine the likelihood of performance bias
P,"Contact with the author indicated that personnel were not blind to group allocations and that there was the potential that participants became aware of group allocation. However, given the objective outcome measure, review authors judged that the outcome would not be influenced by lack of blinding"
P,Control group complete assessment only and nurse interventionist saw only intervention group so no risk of contamination
N,Control group had no treatment rather than a placebo
P,Control group had sham injections with dressings. All participants told to expect numbness and motor weakness
P,"Control groups were allocated to health providers who received no training in BI (a different group of people to those who administered brief intervention), so no chance of cross-contamination"
P,"Controls received skimmed milk and experimental received condensed with micronutrient, and they were on different plantations, so they probably did not notice"
P,"CRC diagnosis and cause of death obtained from public registries. In cases of uncertainty of cause of death, an independent reviewer who was blinded to study group allocation evaluated case records"
P,Daily billing forms were reviewed by trained research assistant.
P,Data extractors abstracted data from primary care practice records and were blinded.
P,Data were obtained from administrative databases and chart review to measure vaccination uptake.
P,"Delivery of the intervention was automated by the study website, so no healthcare professionals were involved"
Q,"Described as ""double-blind""; method not described"
Q,"Described as ""open label"" with no further information about blinding of participants"
Q,"Described as ""open trial"" (translated from German) Comment: no further information provided about blinding participants"
Q,Described as “double blind”-placebo tablet given to penfluridol group to cover nondrug days. No further details reported
P,Described as a double-blind study. It is stated that the women and the clinician assessing therapeutic efficacy were masked to treatment. Sham treatment used to mask key personnel to treatment.
Q,"Described as an open-label trial, thus both participants and personnel were aware of the treatment protocols. However, non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed."
Q,Described as double blind-no further details reported.
P,"Described as double-blind - ""supplied in 1ml ampules...of identical appearance, individually packaged and labelled with the code number assigned to each patient"". Capsules used in the oral phase were also of identical appearance"
Q,Described as double-blind - no details given
P,Described as double-blind - the test drugs were supplied in identically appearing ampoules.
P,"Described as double-blind, and interventions were appropriate"
Q,"Described as double-blind, however further details regarding the blinding of participants and personnel are not reported."
Q,"Described as double-blind, however it is not clear whether the study drugs appeared identical."
Q,"Described as double-blind, however it is unclear whether the syringes appeared identical given the varied doses."
Q,"Described as double-blind, however no further details are given. It is not clear whether the study drugs appeared identical."
Q,"Described as double-blind, however no further details reported regarding the blinding of participants and personnel are not reported."
Q,"Described as double-blind, however no further details reported regarding the blinding of participants and personnel."
Q,"Described as double-blind, no further details given."
P,"Described as double-blind, with matching placebo"
P,"Described as double-blind,double-dummy,participants received eitherplacebo tablets or injections based on treatment allocation"
P,Described as double-blinded and gave placebo subcutaneous injections
P,"described as single blind, and interventions appropriate"
P,"Described as single blind, and the interventions were appropriate"
P,"Described as single blind, and the interventions were appropriate"
Q,Described as single blind.
Q,Described as single-blinded - no further details
Q,Described only as double-blinded
Q,Described only as double-blinded
P,"Details not given in paper, but confirmed by author as participants and trial staM all blinded to allocation for duration of trial."
Q,Details on blinding participants and personnel were not reported
Q,Details on level of masking unclear.
Q,"Details on method used to conceal allocation not available, given nature of intervention not possible to blind those who participated."
N,Dietary intake (includes fruit and vegetables): There is no blinding to group allocation of participants described and this is likely to influence performance
N,Dietary intake (self-reported): There is no blinding to group allocation of participants and this is likely to influence performance
N,"Dietary intake was self-reported, and blinding of participants was not possible"
N,"Dietary intake was self-reported, and blinding of participants was not possible (interviewers were, however, masked to group assignment)"
N,"Dietary intake was self-reported, and blinding of participants was not possible.Quote: ""Subjects and staff implementing the beverage delivery are not maskedto group assignment"""
P,Dietary observation:A trained registered dietitian blinded to treatment group conducted the dietary assessments
,different interventions at the same site visible
P,"Different treatment providers interacted with the different arms (nurse for intervention group, doctor for control group: “the GP was anxious not to use the consultation with the control group as an intervention but to try to rule out an elevated GGT due to a serious disease” - p. 189)"
N,Doctors saw patients from both arms
Q,"Double - ""identical appearing capsules"" provided (p698) - no further details."
Q,Double - “all medication was administered in capsule form under double-blind conditions for 24 weeks” (p306).
P,"Double - allocation was controlled by the pharmacy; ward personnel and investigators did not know which drug each participant received. Placebo administered quote: ""as though it were one of the active drugs"" (p266)."
N,"Double - drugs dispensed in standard unmarked pink capsules no. 1 & 0 size, but treating ward physicians were aware of the various drugs and dosages involved in the study"
P,"Double - drugs dispensed in standard unmarked pink capsules no. 1 & 0 size, the treating ward physicians were only aware of the various drugs and dosages involved in the study."
P,"Double - participants, stall and raters blind to groups. Doses administered in 8 study tabletstoallparticipantsacrossstudy groups"
P,"Double - quote, ""all personnel involved in the project [remained] blind as to the medication a patient was receiving"" (p675). Quote, “both drugs and placebo were supplied in capsules of identical appearance (Parke-Davis No.2 pink) and were dispensed from individual medicine bottles” (p675)."
P,"Double - quote, ""strict double blind conditions...individual bottle of medication... capsules were identical in appearance..only hospital pharmacist had the code..."". In the additional 22-week trial period the double blind procedure was modified, these results were handled separately in the study. We have only used data from the first 16 weeks of the study."
Q,"Double - quote, “at all times, the double blind technique was respected” (p23). It is unclear who administered the rating scales used at different intervals throughout the study period."
Q,"Double – participants kept on their original wards throughout study duration, in order to enable ""continuity of observation by the behaviour-rating nurses in charge"" (p291) in addition to other psychosocial treatments continued 'as usual'; no changes to recreational leave or discharge policy for the study population. Drugs given in individually-assigned colour-coded bottles with variations of dosage determined by clinical staE, with doses administered in a ""multiplicity of forms"" to minimise observer bias towards a particular prescribed drug (p292). Large effort described to keep patients and study personal blinded. However, 16/31 patients in the placebo group phase II were given 'no medication' whilst 15/31 were given a 'second placebo', implying no blinding of half the placebo group in phase II."
Q,"Double – quote, “medication was dispensed as identically-appearing capsules… in bottles labelled only with the patient’s name. The double-blind technique was followed throughout the study” (p287)."
P,"Double (implied) - ""[A]ll drugs were identical in appearance and taste...[N]one of the evaluators had any knowledge of the drug groups and the code remained unbroken until the completion of the study”(p452-3)."
P,Double blind
P,Double blind
P,"double blind, double dummy'. Each participant received an active drug and a dummy placebo. Participants and clinicians were blinded"
Q,"Double blind, identical-appearing capsules. Whether blinding was successful was not examined."
Q,"Double blind, no further details. Whether blinding was successful was not examined."
Q,"Double blind, no further details. Whether blinding was successful was not examined."
Q,"Double blind, no further details. Whether blinding was successful was not examined."
Q,"Double blind, no further details.Whether blinding was successful was not examined."
Q,"Double blind, no further details.Whether blinding was successful was not examined."
P,"Double blind, placebo-controlled trial."
P,"Double blind, with double-dummy technique"
P,"Double blind: participants, medical staff and assessors were all blinded to treatment allocation"
P,"Double blind. ""Consecutive outpatients were randomly assigned to receive in a double-blind fashion one of the following subcutaneous treatments."" ""All primary and secondary outcomes were evaluated by a central adjudication committee, whose members were not involved in patient recruitment."""
P,Double blind. Women in control group received a placebo.
Q,Double Blind'
P,Double blinded
P,Double blinded
P,Double blinded - outcome assessor and the women were blinded
P,Double blinded. “Both the woman and the attending medical staC were unaware of the medication used.”
P,Double blinding (participants and nurses blinded)
P,Double blinding was possible as depot was available in 2% and 10% solutions. No information on test of blinding though.
P,"Double blinding. ""Neither the patient nor the physician were aware of the drug used."""
P,"Double blinding. ""The nurse, the patient and the physician were not aware of the drug used."""
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
Q,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,"Double-blind - assessing physicians, nursing staff and participants blinded to dose groups. Dose given to groups in identical oral solutions"
P,Double-blind (presumably patients and personnel); matching placebo.
P,Double-blind (presumably patients and personnel/investigators)
P,Double-blind by dose strata
P,Double-blind design (presumably participants and investigators)
P,"Double-blind for all assessments in 12-week therapy phase, Investigators adjusted the number of placebo capsules similarly to maintain the blinding. Single-blind in run-in phase"
Q,Double-blind for AZD0837 doses but open for VKA
P,"Double-blind for the placebo-controlled period, matching placebo"
P,Double-blind phase of study achieved by givingplaceboinjectionsinidenticalTubex cartridges containing 0.5 mL ardeparin sodium or placebo (sodium chloride solution)
P,Double-blind randomisation to treatment
P,Double-blind randomised controlled trial. No further details reported.
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design used
Q,"Double-blind study; however, not reported who was blinded and how blinding was obtained."
P,Double-blind study.
Q,"Double-blind study. ""double-blind comparison;"" however, not reported who was blinded and how blinding was attempted."
P,"Double-blind study. ""Fondaparinux and placebo were packaged in identical boxes containing visually identical, prefilled 0.5-ml single-dose syringes."" ""All symptomatic outcomes were reviewed by the central adjudication committee, whose members were unaware of the patients’ group assignments."" ""The database of adjudicated outcomes was managed by an independent central adjudication committee."""
Q,"Double-blind study. Authors stated that study was double-blind and placebo-controlled. However, no details regarding study medication or placebo given in main text."
P,"Double-blind study), the interventions were coded as intervention I or II by theresearcher in pharmacy. “Participants and personnel did not know the alloca-tion result. The two drugs were contained in capsules with same appearance.”Blinding of participants and key study personnel ensured."
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trial
P,Double-blind trialComment: definitely blinded
P,Double-blind trialComment: definitely blinded
Q,"Double-blind, ""Neither the patient nor the gynaecologist were aware of the gel being applied”"
Q,"Double-blind, all participants received intramuscular vaccination; however, the method of intranasal delivery of intervention versus control was different"
Q,"Double-blind, but no comment as to technique. Physician not blinded, but endoscopic findings read by blinded observer. No comment as to how participants were blinded"
Q,"Double-blind, but no methodological comment made as to blinding technique and who was blinded"
P,"Double-blind, drug dispensed in standard unmarked pink capsules No. 1&0 size."
P,"Double-blind, identical placebo"
P,"Double-blind, matching placebo"
Q,"Double-blind, not specified"
P,"Double-blind, participants given placebo"
P,"Double-blind, placebo controlled. Both vaccine and placebo were same volume and quantity, administered to all participants"
P,Double-blind; a nurse uninvolved in the conduct of the research study administered the vaccination
P,"Double-blind', 'double-dummy'. Participants received 2 identical tablets Study authors state that participants were blinded but do not reveal who else was blinded"
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded trial
P,Double-blinded trial
P,Double-blinded trial
P,"Double-blinded, “neither the patient nor the attendant physician were aware of the content of the ampoules.”"
Q,"Double-blinded, no further details. Whether blinding was successful was not examined."
Q,"Double-blinded, no further details. Whether blinding was successful was not examined."
P,"Double-blinded, placebo-controlled trial"
P,"Double-blinded, placebo-controlled trial"
P,Double-blinded: parents/infants and observers; code broken at end of study
P,"Double-blinded. ""Lidocaine and placebo were packaged in identical bottles and could not be differentiated."""
P,"Double-blinded. ""Participants, attending medical staC and research nurses were blinded to the treatment used."""
P,"Double-blinded. ""Placebo comparable to Essaven gel was used,"" ""operators were unaware of the contents of the tube."""
P,"Double-blinded. ""The patient, research assistant and principal investigator were blinded to the treatment group."""
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
Q,Double-blinding
Q,Double-blinding
Q,Double-blinding
P,Double-blinding reported: randomisation blinded and parents blinded
Q,"Double-blinding, integrity of blinding not assessed (p.220)"
Q,"Double-blinding, integrity of blinding not assessed (p.575, investigator information)"
Q,"Double-blinding, integrity of blinding not assessed, p.438 and investigator information"
Q,"Double-blinding, integrity of blinding not assessed, p.53"
P,Double-dummy method
P,Double-dummy method
N,"Double-masked. After the lowest dose was achieved and control maintained for an additional 6 weeks, the active study medication was changed to placebo (blinded to participant). Investigators appear not to be blind after this stage"
P,"double, capsules of identical appearance."
P,"Double, capsules of identical appearance."
P,"Double, identical capsule appearance."
Q,"Double, identical capsules. Whether blinding was successful has not been examined, but both compounds differ quite substantially in adverse effects. This can be a problem for blinding."
Q,"Double, identical capsules. Whether blinding was successful has not been examined, but both compounds differ quite substantially in adverse effects. This can be a problem for blinding."
N,"Double, identical tablets, but in most cases nurses made correct forecasts on who was on drug and who was on placebo"
Q,"Double, no further details."
P,"Double, no further details. Side-effects were not troublesome in any patient and therefore doctors concerned probably received no clues about whether a patient was on active drug or not"
Q,"Double, no further details. Whether blinding was successful has not been examined, but both compounds differ quite substantially in adverse effects. This can be a problem for blinding."
Q,"Double, no further details. Whether blinding was successful was not examined."
Q,"Double, no further details. Whether blinding was successful was not examined."
Q,"Double, no further details. Whether blinding was successful was not examined."
Q,"Double, no further details. Whether blinding was successful was not examined."
Q,"Double, no further details. Whether blinding was successful was not examined."
Q,"Double, no further details.Whether blinding was successful was not examined."
P,"Double, standard pink capsules no.2, code broken at the end of study."
N,Due to feasibility and ethical considerations this was an open label study over a relatively short period of time in which dosage of medication could be adjusted in case of side-effects or lack of efficacy. Clozapine required blood monitoring which differs from risperidone requirements.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of intervention this was not possible.
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
Q,Due to the nature of the intervention it was not possible to blind those who received music therapy or those who delivered it
N,"Due to the nature of the interventions (BCG alone versus BCG alternating with IFN-α), it was considered unlikely that participants and personnel were blinded to the intervention."
N,Due to the nature of the treatment administration (injection vs oral tablet) blinding of study participants or investigators was not undertaken.
Q,"Due to the nature of the treatments, participants and personnel cannot be masked for this study, and the results are likely to be influenced by the lack of masking"
Q,"Due to the nature of the treatments, participants and personnel cannot be masked for this study, and the results are likely to be influenced by the lack of masking."
Q,"During the IM phase, haloperidol, aripiprazole and placebo were delivered in 1.3 mL injections. However, in the oral phase a tablet was used for aripiprazole and a capsule was used for haloperidol and so it is possible that this presented a risk to blinding."
P,"E-mail from author: ""StaH were blinded to the allocation."" Outcome was influenza Medicare claims."
N,"EA plus patient education vs. hydrotherapy plus patient education vs. patient education alone, no sham control"
P,Each study site received coded study medication bottles (1:1 allocation) in blocks of 6 and was instructed to distribute them (numbered 1 to 6) in numerical ascending order to eligible consenting study subjects.
N,Education and questionnaire were very specific so participants aware of intervention
N,Education intervention so it was not possible to blind the providers of the intervention.
P,Endoscopies were all performed by the same physician who was unaware of the patient's treatment category
P,Endoscopists were blinded for the treatment
P,Envelopes contained a study-identification number with two capsules of placebo or clindamycin. Blind administration of study drugs was ensured through the use of labelled sets of identical looking tablets
P,"Experimental arm was randomised to a separate appointment with alcohol nurse specialist who did not see control group participants, therefore little chance of cross contamination"
P,"Factorial, double-dummy design; described as double blind; no details of blinding of the observer"
N,Family members not blinded. Not feasible to blind medical staK administering the treatment.
N,"Few details. 'The areas had the same malarial ecology, and malariometric indices'"
P,Food and milk intake: Objective measure of child’s food intake and unlikely to be influenced by performance bias
N,Food intake: There is no blinding to group allocation of participants or personnel described and this is likely to influence performance
N,"For the comparison against the ""untreated"" group, there was no placebo, but within different energy-densities, participants were blinded. ""Thus, in total, 7 different supplementation groups and 1 unsupplemented group (that received no placebo spread) were included in the study. Soy-containing formulas tasted slightly sweeter than the milk-containing ones, but otherwise the look, taste and packing of different formulas were identical"""
N,"From the authors' description, it appeared that the patients and the person who removed the catheters to send for culture were blinded (see below). However, the authors did not state whether the nurse who sprayed the study substance was blinded to the study materials. 'Methods': ""Both spray bottles were similar in shape and cover. Sanosil does not have any colour or smell and is similar to water, and the patients were blinded to the study."" 'Methods': ""Each day, two trained ICU nurses, blinded to the group type of the patients, collected the tips of five removed catheters aseptically..."""
Q,"Fruit & vegetable intake: The mother fed the child and there is no mention of blinding, therefore at unclear risk of performance bias"
P,Fruit intake is an objective measure of child’s fruit intake and unlikely to be influenced by performance bias
P,Gabapentin 300 mg over-capsulated and identical placebo capsules
P,"General practitioners were blind to allocation, but no information provided on methods of blinding. Person who assessed outcome was blind to the participant group allocation."
N,"Given that intervention and comparison machines were on the same university campus, it is possible that participants would have observed that there were different labels at different machines (not blinded)"
N,"Given that intervention and comparison were in the same coffee shop, it is possible that customers, particularly repeat customers, would have observed that there was an intervention during the different weeks (not blinded)"
Q,"Given the nature of the intervention, it was not possible to blind the participants or the intervention providers. However, the telephone interviewers obtaining follow-up data could have been blinded but the authors do not report 
whether this was done."
N,"Given the nature of the intervention, there was no blinding of participants or personnel. We judged the risk of bias due to this lack of blinding to be high for all subjective outcomes, as the primary care team may have made different decisions knowing whether a participant was in the intervention or control group."
Q,"Given the study design, both therapists and participants could not be blinded to the treatment allocation."
Q,"Given the treatment groups it is not possible to mask participants or people administering interventions. From email correspondence with authors: ""The participant and those assessing the outcome were not blinded."""
N,GP provided intervention to all arms therefore risk of contamination between arms was high
N,GPs delivered both Alcoholscreen and minimal intervention.
N,GPs saw all participants and delivered a 30 second message giving advice to cut down to intervention group
P,Groups b) and c) blinded: 'participants remained unaware of their [acupuncture] treatment group assignment'
Q,Handling and blinding of questionnaires not stated
N,Hard to blind as participants know what they received and as personnel needed to know too
N,"Hard to blind. Mothers were given food packages at daycare, so judged as high risk of bias"
N,Health promotion advocates delivered the intervention and interacted with participants from both arms of the study
P,Healthcare utilisation measured from automated data.
P,"Healthcare workers caring for participants blinded, participants not blinded"
N,High risk
N,High risk
N,High risk
N,High risk
P,"Honey was placed in glasses similar to those belonging to diphenhydramine and with a similar concentration, mixed with distilled lukewarm water. The honey and diphenhydramine mixtures were prepared by the pharmacist, who was not part of the study. The paediatricians and parents were unaware of the nature of the treatment each child received."
P,"Honey was placed in glasses similar to those belonging to diphenhydramine and with a similar concentration, mixed with distilled lukewarm water. The honey and diphenhydramine mixtures were prepared by the pharmacist, who was not part of the study. The paediatricians and parents were unaware of the nature of the treatment each child received."
P,"Identical appearance, weight, taste, and smell of tablets for treatments and placebo"
P,Identical blister packs
P,Identical capsules were used in the trial.
P,Identical looking active and placebo supplied by independent laboratory
P,"Identical looking implants used, dispensed by independent physician"
P,Identical looking patches and tablets were used.
P,Identical placebo and IVIG prepared separately by pharmacists; syringes and tubing were masked with yellow tape
P,Identical placebo was used.
P,"Identical placebo, persons administering therapy were blinded"
P,"Identically packaged placebo, blinded clinical evaluation committee"
N,"ietary intake was self-reported, and blinding of participants was not possible"
N,"Implied to be an open-label study. Not explicit, but implied open-label with regard to participants and study drug administrators. Detection: ""rater blind"", but no information on how the blinding was maintained."
Q,Impossible to blind a surgical procedure.
P,"In DISC 1993, ""though it was not possible to have a double blind trial due to the nature of dietary intervention, a single blind was maintained by using data collectors unaware of group assignment."" Participants not blinded. However, lack of double blinding was not likely to influence the outcomes."
P,"In follow-ups, telephone interviewers were blinded to intervention; no information provided as to blinding for postal surveys or Medicare claims. However, it is unlikely that contamination could have occurred."
N,Included feedback and personalised action planning so participants aware of intervention
N,Included posters and feedback so participants aware of the intervention
N,Included posters and performance feedback so participants aware of the intervention
N,Included reminder posters so participants aware of intervention
N,Included reminders so participants aware of the intervention
N,Individualised campaigns so participants aware of the intervention
N,"Infant’s consumption of novel vegetable: Mothers offered and fed the vegetable to infants. Given the nature of the intervention, parents in the intervention arm were not blinded and therefore this could have influenced performance"
Q,Information on blinding was not provided. The two medications being compared were administered over different time periods so it may not have been possible to blind women or some clinical staff.
Q,Insufficient description
Q,Insufficient description
Q,"Insufficient detail provided, although it is stated that this study was double-blind"
N,Insufficient information provided – assumed to be no blinding
N,"Insufficient information supplied to allow judgement on this outcome. Additional information provided by author. Mothers/carers were not blinded to allocation assignment because there was no 'placebo' food used in this study. Thus, mothers in the IG received the actual Nutributter sachets and CG did not. Thus, there was the potential for reporting bias. Enumerators collecting data were blinded to allocation assignment."
Q,Insufficient information to allow judgement.
N,Insufficient information to make determination
Q,Insufficient information to permit judgement of ‘Low risk’ or ‘High risk’;
Q,Insufficient information was available
Q,Insufficient information was available
Q,Insufficient information was available
Q,Insufficient information was available
Q,Insufficient information was available
Q,"Insufficient information was available, although the author stated that this study was a “double-blind” study in the abstract. The method of blinding was not addressed in the report"
Q,Insufficient reporting to determine presence of other forms of bias.
Q,Intake: There is no mention if children were blinded and so it is unclear how this may impact children’s vegetable intake
N,Intervention could not be blinded
P,Interventionist only delivered one style of intervention and did not come into contact with control participants
P,"Interventionist only had contact with intervention group, so low chance of contamination between groups. The primary care doctor had contact with both groups but was supposed to give the same advice to both, so this did not affect risk of bias"
N,Interventions not blinded to participants or personnel.
Q,Investigator performing second-look laparoscopy blinded to treatment
P,"Investigator, subject, study site personnel, core laboratory(ies), blinded study statistician, and all sponsor and clinical research organisation personnel remained blinded to all treatments."
Q,Investigators did not appear to be masked to the different treatment options
P,Investigators were blinded to all outcome determinations; allocation was performed by a biostatistician and was implemented by an epidemiologist
P,Isotonic sodium chloride solution as placebo was placed in the uterine bleeding site before closure
N,"It is described that the surgical team was blinded, but no information given on 
the blinding of study participants. However the control group did not receive 
an identical placebo"
Q,"It is difficult to mask participants and personnel as the interventions may be visible during examination. Eye examination, ocular surface staining, aqueous tear production, and imprint test performed by masked investigators"
P,It is not possible to blind participants receiving RAS or the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or the personnel involved in delivering RAS
P,"It is not possible to blind participants receiving RAS or the personnel involved in delivering RAS. Quote: ""Therapists were not blinded to the treatment conditions of the study. However, because both conditions are considered full treatment conditions, no performance bias was expected."" (p456)"
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind participants receiving RAS or to blind the personnel involved in delivering RAS
P,It is not possible to blind the participants or professionals delivering this intervention
P,"It is stated that the clinicians (assessors), nurses, midwives and participants were blinded to the study medication. The prednisolone tablets were identical in appearance to the placebo tablets. The local pharmacists were blinded until the need for IV therapy."
Q,It is stated that the main investigators did not which participants were placed in each group. It is unclear whether the participants were masked to treatment.
Q,"It is unclear to what extent participants (i.e. school children and teachers administering the survey questionnaires) were blinded to the intervention - they certainly noted that the choice of foods and beverages available at school changed, but it is unclear to what degree they realised that this was part of a planned intervention and study"
N,"It is unclear whether participants would have been aware of the other group as both groups seem to have been running at the same time. The M&M's were unusual colours (gold, teal, purple and white), which could have affected consumption behaviour. Research assistants administering the study are likely to have been aware of the different interventions and who was receiving each"
Q,"It is unclear whether those delivering the intervention, or the parents receiving the intervention were aware of their experimental group allocation."
N,It was impossible to blind operators and participants to treatment (surgery vs nonsurgery)
Q,It was impossible to blind the operator performing the incision. Participants were unaware of the type of incision they received
N,It was impossible to blind the operator using PRF and participants from whom blood was drawn for PRF preparation
N,It was impossible to blind the operator using PRGF and participants from whom blood was drawn for PRGF preparation
N,"It was impossible to blind the operator, as he had to use different instrumentsfor rootend preparation"
N,It was impossible to blind the operator.
N,It was impossible to blind treatments (surgical vs non-surgical)
N,"It was not possible to blind the intervention for the participant or the clinician. The outcome assessment was done by the midwife who performed the birth, and thus not blinded, but to counter this potential bias, a random 25% of the study births had a 2nd midwife observer present (additional information by contact with the study author). Women and staB not blind to allocation"
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
P,It was not possible to blind the participants or professionals delivering the intervention
