class,text
P,Comment: Blinding of outcome assessorsQuote: See ‘Blinding of participants and personnel’
P,Comment: Blinding of outcome assessorsQuote: See above ‘Blinding of participants and personnel’
P,Comment: both capsules were identical and packed in similar packages and were only identifiable by a code. Both clinicians and participants were blinded.
P,Comment: both the clinician and participants were blinded.
P,"Comment: described as a “double-blind placebo-controlled study”, but no further detail provided. Provision of identical placebo treatment by manufacturer would have allowed blinding of participants and outcome assessors, but not confirmed in text"
Q,Comment: described as double-blind. Unclear who was blinded. Subjective outcomes
N,Comment: Did not report blinding of outcome assessors
N,Comment: Did not report blinding of outcome assessors
N,Comment: Did not report the blinding of outcome assessors
N,Comment: investigators actively participated in treatment and assessments
,Comment: Less than 20% of those were meant to have GGT test dropped out Comment: The tools were not validated
N,Comment: likely unblinding of participants due to burning sensation of capsaicin; patient-reported outcomes only
N,Comment: No blinding of outcome assessors
P,"Comment: No blinding was done. However, the outcome measurement was 
unlikely to be biased due to the need for bacteriological confirmation. Also, 
diagnosis of bacteriologically negative tuberculosis and extra-pulmonary tuberculosis was made by clinicians based on all available evidence on the same 
day of the active case finding"
N,Comment: no blinding. No description of a third-party outcome assessor. Subjective outcomes
Q,"Comment: no description of a third-party outcome assessor, unclear who performed the measurements. Carried over judgement from blinding of participants and personnel"
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
N,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
Q,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
Q,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
Q,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
Q,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
Q,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
P,Comment: no description of a third-party outcome assessor. Carried over judgement from blinding of participants and personnel
N,Comment: no description of blinding or third-party outcome assessors. Carried over judgement from blinding of participants and personnel
Q,Comment: no details about blinding or assessment provided
Q,Comment: no details reported
Q,Comment: no details reported
Q,Comment: no details reported
Q,Comment: no information
N,Comment: no information about blinding provided. ClinicalTrials.gov record describes the trial as ‘open label’
,"Comment: no information is provided; however, it is unlikely that objective outcomes (i.e. weight loss measures) have been affected by unblinded outcome assessors"
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided
Q,Comment: no information provided on whether there were any missing data
Q,Comment: no information provided relating to whether outcome assessors were blinded Comment: participants were not blinded; no information provided on whether outcome assessors were blinded
,"Comment: No objective outcome Comment: Personnel conducting interviews were not blinded as to control or 
intervention group but self report outcomes from patient"
,"Comment: No objective outcomeComment: Self report of children and parents not blinded to treatment group 
but teachers were blinded"
,"Comment: No objective outcomeQuote 1: ""Group of assessors not involved in service delivery"" 
Quote 2: ""Assessors were not informed about which schools received intervention."" 
Quote 3: ""Although we did not disclose study condition to assessors and we 
selected research assessors external to intervention activities, we were not 
able to control possible disclosure of study condition by children participating 
in the study"" 
Comment: May have impacted on outcome assessment"
,"Comment: No objective outcomeQuote: ""Assessors were not blinded to treatment status, and this could have 
biased results"" 
Comment: Child self ratings with help of assessors who were not blinded to 
treatment condition"
,"Comment: No objective outcomeQuote: ""Blinding appeared to be sustained, because none of the assessors
knew the group assignment of the participants until they came to the last
question, which solicited the participants’ evaluation of the intervention or
usual community services""Comment: All instruments involve scales/judgements of assessor. But assessors were not involved in the design of the study, did not know the study hypotheses, and were blinded to group assignment"
,"Comment: No objective outcomeQuote: ""Facilitators were not blind to condition as they required awareness of 
differences in content between conditions"" 
Comment: Participants were blinded to treatment condition (with psychoeducation or not)"
,"Comment: No objective outcomes Comment: It is not clear if the team measuring outcomes are the same or not 
as those moderating the intervention"
,"Comment: No objective outcomes Quote: ""The interviewers had purposefully not been informed of the goals of
the intervention"" Comment: Child and parental report of outcomes (not blind to intervention) 
as part of interview done by interviewers uninformed of intervention goals
"
,"Comment: No objective outcomes used Comment: This was an open-label trial; however, the assessors were blind to 
treatment allocation"
,"Comment: No objective outcomes used Quote: ""StaK recruiting patients were neither involved in nor aware of the procedure used to generate allocations"""
Q,Comment: no statement regarding blinded outcome assessment.
Q,Comment: no statement regarding blinded outcome assessment.
Q,Comment: no statement regarding blinded outcome assessment.
N,Comment: non-blinded trial
Q,Comment: None described
Q,Comment: None described.
Q,Comment: None described.
Q,Comment: None described.
Q,Comment: None described.
,Comment: not applicable in this study (there were no objective measures)
Q,Comment: not described
Q,Comment: not described
Q,Comment: Not described
Q,Comment: Not described
,"Comment: Not specified whether outcome assessors blinded or not, but the 
outcomes were mainly objective outcomes"
Q,Comment: not stated
Q,Comment: not stated
Q,Comment: not stated
Q,Comment: not stated
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. Both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk of detection bias."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. Both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk of detection bias."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. Both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk of detection bias."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. Both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk of detection bias."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. Both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk of detection bias."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. How blinding was achieved was not described in the response. However both Gethin and Jull have reported how it was difficult or impossible to blind outcome assessment due to discolouration of peri-ulcer skin by honey. We have therefore classed all studies as at either unclear or high risk for blinding of outcome assessors."
Q,"Comment: not stated in study report, but author responded to request for further information by stating the investigators and outcome assessors were blinded. However both Gethin and Jull have reported how honey stained the peri-ulcer skin making blinding of outcome assessment difficult and we have therefore rated all studies as at either unclear or high risk of detection bias."
Q,"Comment: Not stated, but Apligraf® was applied in addition to standard treatment"
Q,"Comment: not stated, but blinding not likely"
Q,"Comment: not stated, but blinding not likely"
Q,"Comment: not stated, but blinding not likely"
Q,Comment: not stated.
Q,Comment: not stated.
N,"Comment: nothing stated about blinding of participants or study personnel. The treatment modalities differed vastly from each other, hence unblinding participants and the investigator"
Q,"Comment: outcome assessor described as blinded, but blinding could have been broken. Unmasking occurred in 3 cases. Subjective outcomes"
Q,Comment: outcome assessor described as blinded. Unclear how they were blinded and if the blinding could have been broken
Q,"Comment: outcome assessors and treating physicians were blinded. Vitamin E and placebo were identical in shape, colour, taste, and smell."
Q,"Comment: outcome assessors were blinded to allocation group for the first year, but unblinded for years 2 and 3. However also stated (in Discussion) that ‘the third party administrator who followed the patients for weight-loss outcomes also randomized the patients. We tried to account for this by having two different people perform each function and not having them communicate with one another about the study’"
,Comment: Outcome assessors were not aware of treatment allocation; no objective outcomes used Comment: Outcome assessors were blind to allocation
N,Comment: outcomes derived from questionnaires answered by participants not blind for interventions.
P,Comment: Outcomes were assessed retrospectively by the district tuberculosis co-ordinators with no blinding.
P,"Comment: participants and observers were blinded, and the placebo was identical."
P,Comment: patient-reported outcomesonly
P,Comment: patient-reported outcomesonly
,"Comment: Physical and psychosocial outcomes were conducted by teams of physicians and experienced health workers assistants not involved in delivering interventions and blind to interventions Comment: Physical and psychosocial outcomes were conducted by teams of 
physicians and experienced health workers assistants not involved in delivering interventions and blind to interventions"
N,Comment: Principle investigator per-formed outcome assessments and was un-blinded to treatment group allocation. Thisis unlikely to affect weight measurementsbut may impact upon quality of life assess-ments
N,Comment: Principle investigator per-formed outcome assessments and was un-blinded to treatment group allocation. Thisis unlikely to affect weight measurementsbut may impact upon quality of life assess-ments
,Comment: Research assistants not blinded to treatment condition; interviewed children's self report (children not blinded to treatment condition)
P,Comment: Similar assessment of the outcomes retrospectively by the tuberculosis programme investigators with no blinding
Q,"Comment: staff assessing the primary outcome (AHI) and polysomnographic outcomes were blinded to randomisation group However, method and effectiveness of blinding not reported, and not reported whether assessors of other outcomes were blinded. No information provided on how or by whom the patient-reported outcomes were collected and prepared for analysis"
Q,"Comment: states investigators were blinded, but details of method not stated"
N,Comment: states study not blinded
N,"Comment: study was not blinded, except that “the type of procedure was unknown to the patient and staff until 2 days postoperatively”"
Q,Comment: the study authors did not mention blinding but used a placebo for the comparator.
N,"Comment: the study authors did not mention blinding. In addition, blinding might not be accomplished as the difference of dose (2 tablets versus 1 tablets) and administrator."
,Comment: the study design could have introduced bias for subjective outcome
Q,Comment: the study states double-blinded.
N,"Comment: the study was not blinded, and there was no placebo intervention."
Q,"Comment: The trial was described as ""an open randomised study"" but no description of outcome assessor blinding was provided"
Q,"Comment: The trial was described as ""open"", but no details of blinding of outcome assessors were provided"
P,"Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
N,"Comment: the trial was described as double-blind, but the method of blinding was not described, so that knowledge of allocation was possible during the trial."
Q,Comment: there was insufficient information to assess whether blinding was likely to introduce bias into the results.
Q,"Comment: third-party outcome assessor described as blinded. Because blinding of children and parents could have been broken, the assessors could have become unblinded during conversation with parents. Subjective outcomes"
,"Comment: Three alcohol saliva tests came back positive during treatment 
phase. This showed concordance with patient's self reported or scored outcomes Quote: ""Non-blinded research assistants both recruited and interviewed participants; none delivered study interventions"" 
Comment: Unlikely that if they did not deliver the intervention that there was 
much bias"
Q,"Comment: trial described as ""open-label"" with no information about outcome assessor blinding"
N,"Comment: trial was not blinded, so that the allocation was known during the trial. Placebo was not used."
P,"Comment: triple blinded (patients, clinicians, and statisticians were all blinded). The placebo and cinnamon capsule were completely identical and were manufactured by the same company. They were packed in an identical package and were distinguishable by a code on the packets."
N,Comment: unblinded. Subjective outcomes
N,Comment: used a third-party outcome assessor. No blinding. Subjective outcomes
N,"Comment: withdrawals noted in both groups: one LAGB participant withdrew preoperatively, 5 non-surgical participants withdrew (weeks 4, 6, 8, 10, and 52), and 2 non-surgical participants moved overseas. Uneven withdrawals between groups but as reasons not provided for all withdrawals it is unclear whether withdrawals were related to the outcome. States intention-totreat analysis conducted, but in the surgical group the one patient who withdrew preoperatively was not included in the analysis"
,"Comment: z score anthropometric measurements standardised and validatedComment: CED evaluation done by the interviewers and were unaware of the 
mothers' intervention status. For children, ""assessed by one of two persons 
who tested equal numbers from each group and were unaware of the children's group"""
P,Computer-assisted telephone interview by independent survey organisation - interviewers not aware of the study condition (p. 625)
P,Conducted by blinded researchers not assigned to the subject’s clinic (p. 73)
P,Consumption of target vegetable: There is insufficient information to determine the likelihood of detection bias
P,Contact with the author indicated that outcome assessors were blind to group allocation
P,"Contact with the author indicated that some, but not all of the outcome assessors were blind to group allocation. The outcome measurement (grams of target vegetable consumed, as measured by a digital scale) was objective and unlikely to have been influenced by lack of blinding"
N,Contraceptive use and pregnancy status abstracted from electronic medical records at clinic sites; not possible to blind all staff
Q,"Cost-of-care data were based on both public and private mental health services. Blinding not reported. Blinding for interviewers for social adjustment, mental state not reported"
P,"CRC diagnosis and cause of death obtained from public registries. In cases of uncertainty of cause of death, an independent reviewer who was blinded to study group allocation evaluated case records"
P,Daily billing forms were reviewed by trained research assistant.
P,data analyses were carried out by researchers outside the hospital
P,"Data analyst was blinded to treatment allocation, unclear if statistician was blinded"
P,Data analysts were blinded to group allocation.
Q,"Data collected by clinical team, unclear if laboratory staff blinded"
P,"Data collected by data manager not involved in participant care, and not stationed at a participating hospital"
P,data collected from data registry and self reported questionnaires
N,"Data collection was based on self-report by participants who, by necessity of the intervention, knew which intervention they received"
N,Data collection was done by the respective midwife in charge of the birth. Midwives were trained in the perineal methods as well as on both methods of birth. Allocation of the groups and the birth were supervised by the scientists in charge of this study
N,"Data collection was managed by healthcare providers, so this also was not blinded"
Q,Data collector unaware of study objectives. May be obvious that continuous FNB group did not receive an IV PCA
P,Data collectors and analyst were blinded but the surgeon could not be blinded.
P,Data collectors and analysts blinded
P,Data extractors abstracted data from primary care practice records and were blinded.
Q,"Data for service use (hospitalisation), costs, social functioning (employment; accomodation), non-psychiatric health care, psychiatric health care provided by the respective healthcare providers. Blinding not reported. Mental state and social functioning (social behaviour measured by REHAB) rated by a trained observer. Blinding not reported Social functioning and quality of life self reported."
P,data from national health insurance register
P,"Data management by the third party, details unknown to investigators"
P,Data on outcome were supplied to the research team in an anonymous format
P,Data were collected by a researcher blind to group assignment (p. 632)
P,Data were collected by field workers who were not involved in the delivery of the intervention. The outcome measures of WFA z-score and LFA z-score are objective.
P,Data were obtained from administrative databases and chart review to measure vaccination uptake.
P,"days at work and other work-related outcomes were assessed with a questionnaire sent to employers and the patients’ primary physicians, who were blinded to the patients’ group assignment"
P,"Depression and anxiety were blinded. Quote: ""One masked clinical expert (I.P.), with training in psychiatric nursing and long experience in psychiatry, conducted all the psychiatric assessments."""
Q,"Described as ""double blind"" with identically appearing capsules, although no description is given as to how outcome assessors were kept masked from treatment. Different side-effect profiles of the two medications could have lead to unblinding."
Q,"Described as ""double blind"", however no further details are given."
Q,"Described as ""double-blind""; method not described"
Q,"Described as ""open trial"" (translated from German) Comment: no further information provided about blinding outcome assessors"
Q,"Described as an open-label trial, thus both participants and personnel were aware of the treatment protocols. However, non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed."
Q,Described as double-blind - no details given
Q,Described as double-blind - no further details given regarding rater blinding.
P,"Described as double-blind, and interventions were appropriate"
Q,"Described as double-blind, but no further details available."
Q,"Described as double-blind, however no further details reported regarding rater blinding."
Q,"Described as double-blind, however no further details reported regarding rater blinding."
Q,"Described as double-blind, however no further details reported regarding rater blinding."
Q,"Described as double-blind, however no further details reported regarding rater blinding."
Q,"Described as double-blind, however no further details reported regarding rater-blinding."
P,"Described as double-blind, however no further details reported regarding rater-blinding."
Q,"Described as double-blind, however no further details reported regarding rater-blinding."
Q,"Described as double-blind, no further details given."
P,"described as single blind, and interventions appropriate"
P,"Described as single blind, and the interventions were appropriate"
P,"Described as single blind, and the interventions were appropriate"
Q,Described as single-blinded - no further details
P,Described in detail
Q,Described only as double-blinded
Q,Described only as double-blinded
Q,Details not reported.
Q,Details on blinding of outcome assessment were not reported.
Q,Details on blinding outcome assessors were not reported.
Q,Details on level of masking unclear.
P,"Diagnosis and psychopathology assessments were performed by masked (""blind"") assessors."
N,Dietary intake (includes fruit and vegetables) (self-report): There is no blinding to group allocation of participants described and because of the self-report measure this is likely to influence detection bias
N,Dietary intake (self-reported): There is no blinding to group allocation of participants and because this is a self-reported measure this is likely to introduce detection bias
N,"Dietary observation: The outcome is observation of foods served and consumed at mealtimes at the childcare centre undertaken by blinded dietitians. However, there is no blinding of childcare centre staff, cooks, children etc., because they were provided with a garden at their centre, curriculum materials and lessons, and staff met with research team about the garden and how to incorporate it into all aspects of the centre"
Q,Does not say blinded
N,Does not state
Q,does not state who is assessor and if blinded
Q,does not state who was outcome assessor and he was blinded
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done
P,Done for all outcomes except quality of life outcome
P,Done for primary outcomes
P,"Double - drugs dispensed in standard unmarked pink capsules no. 1 & 0 size, but treating ward physicians were aware of the various drugs and dosages involved in the study. We conclude from this statement that raters were blinded"
P,"Double - drugs dispensed in standard unmarked pink capsules no. 1 & 0 size, the treating ward physicians were only aware of the various drugs and dosages involved in the study."
P,Double blind
P,"double blind, double dummy'. Each participant received an active drug and a dummy placebo. Participants and clinicians were blinded"
P,"Double blind, with double-dummy technique"
Q,"Double blind: 'double blind fashion', both single daily doses, identical capsules (p62)."
Q,"Double blind: 'Double blind procedure was followed throughout'. No further 
details. Not tested if blinding was successful."
Q,"Double blind: 'double dummy design', no further description."
Q,Double blind: 'identical appearing capsules' provided (p698): no further details.
P,"Double blind: 'to ensure double-blind conditions, participants received 
active fluphenazine injections and placebo pimozide tablets, or placebo 
fluphenazine injections and active pimozide tablets'."
P,"Double blind: 'to ensure double-blind conditions, participants received active fluphenazine injections and placebo pimozide tablets, or placebo fluphenazine injections and active pimozide tablets'."
Q,"Double blind: double dummy design, assessor blind (unpublished data). 
Those allocated to the fluphenazine group continued to receive their dose unchanged but were given additional placebo tablets, and those who were allocated pimozide received additional placebo injections (p194)."
Q,"Double blind: double dummy; Quote, 'in order to preserve double blind conditions, patients were required to take both an injection and a tablet' (p60)."
Q,Double blind: matching capsules.
Q,"Double blind: Medication was supplied in identical appearing capsules 
(p1006): no further details."
Q,Double blind: no further description.
Q,Double blind: no further details.
Q,"Double blind: Quote, 'drugs were supplied in identical capsules' (p599). Not 
clear as to who was blinded. Not tested if blinding was successful."
Q,Double blind: tablets were identical in appearance (p686). No further details
P,"Double blind. ""Consecutive outpatients were randomly assigned to receive in a double-blind fashion one of the following subcutaneous treatments."" ""All primary and secondary outcomes were evaluated by a central adjudication committee, whose members were not involved in patient recruitment."""
Q,Double Blind'
P,Double blinded
P,Double blinded
P,Double blinded - outcome assessor and the women were blinded
P,Double blinded. “Both the woman and the attending medical staC were unaware of the medication used.”
P,Double blinding (participants and nurses blinded)
P,Double blinding was possible as depot was available in 2% and 10% solutions. No information on test of blinding though.
P,"Double blinding. ""Neither the patient nor the physician were aware of the drug used."""
P,"Double blinding. ""The nurse, the patient and the physician were not aware of the drug used."""
P,Double-blind
P,Double-blind
Q,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,Double-blind
P,"Double-blind for all assessments in 12-week therapy phase, Investigators adjusted the number of placebo capsules similarly to maintain the blinding. Single-blind in run-in phase"
P,"Double-blind randomisation to treatment. The individual who performed the analysis was blinded to participants' Mycoplasma/Chlamydophila status, and those counting were blinded to treatment status."
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design
P,Double-blind study design used
Q,"Double-blind study; however, not reported who was blinded and how blinding was obtained."
Q,"Double-blind study. ""double-blind comparison;"" however, not reported who was blinded and how blinding was attempted."
P,"Double-blind study. ""Fondaparinux and placebo were packaged in identical boxes containing visually identical, prefilled 0.5-ml single-dose syringes."" ""All symptomatic outcomes were reviewed by the central adjudication committee, whose members were unaware of the patients’ group assignments."" ""The database of adjudicated outcomes was managed by an independent central adjudication committee."""
Q,"Double-blind study. Authors stated that study was double-blind and placebo-controlled. However, no details regarding study medication or placebo given in main text."
P,Double-blind trialComment: definitely blinded
Q,"Double-blind, ""Neither the patient nor the gynaecologist were aware of the gel being applied”"
P,"Double-blind, drug dispensed in standard unmarked pink capsules No. 1&0 size."
Q,"Double-blind, not specified"
P,"Double-blind, placebo-controlled trial"
Q,"Double-blind: 'presentation of the drugs was identical in liquid form' (p71). No 
further details. Not tested if blinding was successful."
Q,Double-blind. No further details
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,Double-blinded
P,"Double-blinded, “neither the patient nor the attendant physician were aware of the content of the ampoules.”"
P,"Double-blinded. ""Lidocaine and placebo were packaged in identical bottles and could not be differentiated."""
P,"Double-blinded. ""Participants, attending medical staC and research nurses were blinded to the treatment used."""
P,"Double-blinded. ""Placebo comparable to Essaven gel was used,"" ""operators were unaware of the contents of the tube."""
P,"Double-blinded. ""The patient, research assistant and principal investigator were blinded to the treatment group."""
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
P,Double-blinding
Q,Double-blinding
Q,Double-blinding
Q,Double-blinding
P,"Double-blinding was ensured by pre-labelled, coded, identical-looking vials"
Q,"Double-blinding, integrity of blinding not assessed (p.220)"
Q,"Double-blinding, integrity of blinding not assessed (p.575, investigator information)"
Q,"Double-blinding, integrity of blinding not assessed, p.438 and investigator information"
Q,"Double-blinding, integrity of blinding not assessed, p.53"
P,Double-dummy method
P,Double-dummy method
N,"Double-masked, as above"
P,"double, capsules of identical appearance."
P,"Double, capsules of identical appearance."
P,"Double, identical capsule appearance."
N,"Double, identical tablets, but in most cases nurses made correct forecasts on who was on drug and who was on placebo"
Q,"Double, no further details."
P,"Double, no further details. Side-effects were not troublesome in any patient and therefore doctors concerned probably received no clues about whether a patient was on active drug or not"
P,"Double, standard pink capsules no.2, code broken at the end of study."
P,"E-mail from author: ""StaH were blinded to the allocation."" Outcome was influenza Medicare claims."
N,"EA plus patient education vs. hydrotherapy vs. patient education alone, no sham control The outcome assessments (VAS pain and DRI function) were made by the participants themselves, by completing questionnaires, because the participants knew which group they were in, they could not be blinded for outcome assessment."
P,"Efﬁcacy outcomes conﬁrmed by blinded, central adjudication committee"
P,"Efﬁcacy outcomes initially assessed locally, then conﬁrmed by blinded, central adjudication committee"
P,Endoscopies were all performed by the same physician who was unaware of the patient's treatment category
P,Endoscopists were blinded for the treatment
P,Endoscopy performed by blinded examiners
N,Examiner not blinded
P,Examiners blinded
P,"Eye examination, ocular surface staining, aqueous tear production, and imprint test performed by masked investigators. ""Eye examination, Schirmer-I test, and rose bengal staining were all performed by another investigator (GK), who was unaware of the treatment allocation. Furthermore, the imprint test was completed by another investigator (CAP) who was also unaware of the treatment arms and the results of Schirmer-I and rose bengal tests"" (p 1204)"
P,"Factorial, double-dummy design; described as double blind; no details of blinding of the observer"
N,Family members not blinded. Not feasible to blind medical staK administering the treatment.
P,Fetal heart tracings reviewed by blinded assessor are similar between groups (33% missing in the terbutaline group compared to 30% missing in the nitroglycerin group).
P,Field workers who assessed the outcomes were not aware of the objective of the study.
P,Follow-up assessment by examining physician blinded to allocation with no involvement in clinical care
P,Follow-up data were directly entered into SPSS v.15 by the telephone interviewer who was blind to group status
P,Follow-up interview done by a researcher blinded to patient allocation
P,Follow-up interviews were conducted by blinded RAs (p. 2199)
P,"Follow-up performed by blinded clinician blinded to allocation, with no involvement in participant care"
P,Follow-up questionnaires were administered “by a research assistant who was not aware of group assignment” (p. 1445)
P,Follow-up telephone interviews done by interviewers who were unaware of subjects’ study group status (p. 465)
P,Follow-up telephone interviews done by physician not linked to patient’s clinic (p. 379)
P,"Follow-up was carried out by researchers not assigned to the students’ clinic, and they were blinded to group status (p. 26)"
P,Follow-ups were performed blind by phone.
P,Food and milk intake (weighed before and after consumption): Objective measure of child’s food intake because food was weighed before and after consumption. Low risk of detection bias
N,Food intake (parent and teacher reported): There is no blinding to group allocation of participants or personnel described and this is likely to influence detection bia
Q,"Food intake was weighed which would be low risk. However, ""the researcher and mother made a joint decision on when 3 refusals were reached"". This may have impacted on outcome assessment"
P,Food was weighed and it is unlikely to be influenced by whether the researchers were blinded to condition
Q,"For the outcome re-hospitalisation there was blinding: ""Where necessary, rehospitalisation data were obtained directly from the pertaining psychiatric institutions with the consent of the patient. As the project staff had no influence on the re-hospitalisation decision, this is an independent outcome criterion. Referral to hospital was accordingly 'blind' with respect to allocation to one treatment condition"". Other outcome measurements were not blind: ""data were recorded by trained project staff who were not blind with respect to the group to which the patients were assigned""."
N,"For the primary endpoint of the study of radiological oedema response (primary outcome of the study), the study repots that the neuroradiologists reporting response were blinded to group assignment, but the blinding procedure was not described. For the LENT/SOMA assessment, there is high risk as patients were aware of their treatment group."
N,"From email correspondence with authors: ""The participant and the those assessing the outcome were not blinded."""
N,Fruit & vegetable intake (parent self-reported survey) Parents were not blinded to group allocation and therefore the risk of detection bias is high
N,Fruit and vegetable intake (self-reported) There is no mention that participants were blinded to group allocation and therefore the risk of detection bias is high
P,Fruit intake All meals were weighed on scientific scales before and after consumption therefore at low risk of detection bias
P,Gabapentin 300 mg over-capsulated and identical placebo capsules
P,"General practitioners were blind to allocation, but no information provided on methods of blinding. Person who assessed outcome was blind to the participant group allocation."
Q,"Given the nature of the intervention, it was not possible to blind the participants or the intervention providers. However, the telephone interviewers obtaining follow-up data could have been blinded but the authors do not report 
whether this was done."
Q,"Goal attainment scaling data were gathered by a research assistant blinded to group allocation, but with involvement from the participant and their therapists (who were not blinded) for the scoring of GAS goals (author communication)"
P,Groups b) and c) blinded: 'participants remained unaware of their [acupuncture] treatment group assignment'
Q,Gynaecologists were “unaware of the treatment group” and so there is a low risk of bias for the gynaecologist assessment of vaginal atrophy but other outcomes were answered by participant self-report
Q,"Haematoma volume assessment blinded, but unsure about clinical outcomes"
Q,Handling and blinding of questionnaires not stated
P,he outcome assessors were unaware of treatment allocation
P,he outcome assessors were unaware of treatment allocation
P,Healthcare utilisation measured from automated data.
P,"Healthcare workers caring for participants blinded, participants not blinded"
P,Home observers were blinded.
Q,"Hormonal contraceptive use at 12 months: HIV+ 373/460 (81%); HIV- 881/998 (88%) Pregnancy by 2 years: HIV+ 88% (407/460); HIV- 95% (945/998) Losses by group: 1 year, HIV+ 19% and HIV- 12%; 2 years, HIV+ 12% and HIV- 5%"
Q,Hospitalisation based on hospital records. Blinding not reported Quality of life self reported.
P,Hospitalisation data were obtained from the county mental health services division’s management information system. Costs were based on budgeted unit cost of each service multiplied by the total number of units as reported in the management information system
N,"Hospitalisation, employment, income, illegal activity self reported"
P,"Identical appearance, weight, taste, and smell of tablets for treatments and placebo"
P,Identical blister packs
N,"Implied to be an open-label study. Not explicit, but implied open-label with regard to participants and study drug administrators. Detection: ""rater blind"", but no information on how the blinding was maintained."
P,Impossible to blind the surgeon but outcome assessors blinded.
P,"In follow-ups, telephone interviewers were blinded to intervention; no information provided as to blinding for postal surveys or Medicare claims. However, it is unlikely that contamination could have occurred."
N,Inadequate
Q,"Independent raters, blind to study condition, separately rated alcohol and drug use as well as substance abuse treatment. Service use was obtained from outpatient records and hospital records, blinding not reported. Blinding not reported for mental state, quality of life, or homelessness"
N,Individualised 'theoretical' GAS scales were created and scored for all participants by the researcher and the occupational therapist of the experimental groups (both unblinded). The occupational therapist for the control group not apparently involved in outcome assessment
N,"Infant’s consumption of novel vegetable: The outcome was weighed, but it is not clear who weighed the food (mother who fed the child, or researcher who observed the mother feeding the child). The researcher who was present during outcome assessment was the same researcher who delivered the intervention to the mother. The impact on detection bias is unclear"
,"Information about blinding of outcome assessor not reported but he was 
probably not blinded Information about blinding of outcome assessor not reported but he was 
probably not blinded; but outcomes unlikely to be influenced by lack of blinding"
