class,text
P,"Quote (letter): ""Randomised (table with random numbers)."""
P,"Quote (letter): ""Randomised (table with random numbers)."""
P,"Quote (letter): ""Table of random numbers."""
P,"Quote (letter): ""The randomisation was done using computer generated lists of random numbers."""
P,"Quote (letter): ""We used [a] random number list to allocate subjects randomly."""
Q,"Quote (page 1316): ""Random assignment."""
P,"Quote (page 150): ""Randomized."" Quote (letter): ""Random number list."""
Q,"Quote (page 182): ""Randomly assigned."""
Q,"Quote (page 194): ""Randomly administered."""
P,"Quote (page 31): ""Randomized."" Quote (letter): ""Table of random numbers."""
Q,"Quote (page 328): ""Assignment (...) according to a prearranged random order."""
Q,"Quote (page 368): ""Assignment to lithium of placebo was randomised, but stratified to account for gender differences and differences between schizophrenia and schizoaffective illness group."""
Q,"Quote (page 435): ""Subjects were assigned to either drug in random fashion."""
Q,"Quote (page 70): ""Patients were assigned randomly to treatment."""
P,"Quote 1: ""Facilities were stratified into three strata; urban with a visiting psychiatrist (VP), rural with a VP, rural without a VP. Two intervention and two control PHCs were selected at random from each stratum, using on-line software 
by the MANAS trial statistician (HW). A given seed number was used to enable 
the randomisation procedure to be reproduced. This guards against mis-allocation or changes in allocation at a later stage"" 
Quote 2: ""For phase 1, 17 facilities in Goa met these inclusion criteria, of which 
12 were randomly selected for inclusion in the trial. PHC facilities were first 
stratified by the presence or absence of a visiting psychiatrist and then randomised within four strata defined by size"" 
Quote 3: ""12 of the 22 eligible GP facilities were randomly selected for phase 
2 of the trial. The 12 GP facilities were randomised within two strata defined 
by size. For both phases, facilities were randomly allocated within each stratum to either the intervention or control arm using a 1:1 allocation ratio using 
a computer-generated randomisation sequence"""
Q,"Quote from publication: ""Overweight or obese adults were randomised to notreatment control or home-based. A sample of 1277 were recruited nationwide and randomized to treatment or control"" Comment: no other details given"
P,"Quote from publication: ""Participants were randomised by opening an envelope with a set of ordered tickets indicating “TM-CD” or “Traditional” care. The Office of Biostatistics prepared the ordered randomisation tickets using permuted blocks of 10"" 
Comment: random sequence generation not exactly described; however, because the office of biostatistics prepared the lists we assume correct randomisation"
Q,"Quote from publication: ""Participants were stratified according to whether or not they took insulin or oral agents alone and were then randomised into treatment or strips conditions"" Comment: no other details given"
P,"Quote from publication: ""Using a computer-generated randomisation table"" 
Judgement comments: randomisation of participants was achieved using a 
computer-generated randomisation table"
P,"Quote from report: ""Random assignment was performed by enumerating the 
villages and using a random number table to determine study allocation"" 
Comment: Cluster randomisation of 30 villages to 15 in each arm was done using a random number table; the 30 villages of 154 eligible villages were chosen 
for a previous prevalence study (Bolton 2002, unpublished) that used weighted 
random sampling based on government census data"
P,"Quote from report: ""Randomisation was carried out in London, with the 
codes transmitted immediately back to the Moscow centre by e-mail. We used 
a stratified permuted block method to ensure as fare as possible an even distribution of baseline caregiver strain assessed using the Zarit Burden Interview"" 
Comment: Central randomisation apparently computer generated"
P,"Quote from report: ""The assignment was random. All the names of the mother–child dyads were written on pieces of paper, which were folded, mixed together, and then separated into two piles at random so that one pile formed 
the intervention group and the other pile formed the control group"""
N,"Quote from report: ""The list of participants was ordered randomly; the first 
4 were consecutively assigned to NET (narrative exposure therapy), TC (trauma counselling). NET, TC and the fiFh was assigned to the MG (monitoring) 
group.This procedure was repeated until all 277 participants were assigned"" 
Comment: Alternate assignment; prone to prediction of next allocation and to 
high risk of bias; baseline imbalances in nationalities due to lack of stratification"
Q,"Quote from the first paragraph of Methods on page 3: ""Based on the sample volume formula with α = 5 % and test power of 90 %, 35 subjects were randomly assigned to the intervention group and 35 to the control group."""
Q,"Quote from the first paragraph of Research Design and Procedure (page 53): ""The subjects were randomly assigned to the control and experimental group of the same size."""
P,"Quote from the paper: ""The clinics participating in the trial were chosen for 
practical reasons rather than randomly selected, which could affect the generalisability of our findings"" 
Comment: 1. But these are deemed fairly representative of PHCs in deprived 
urban areas in Santiago; 
2. The number were computer generated random numbers,therefore, low risk of bias"
Q,"Quote from translation: ''Randomly allocated 60 patients into control group (30) and treatment group (30)''. Response: Participants were randomised into 2 groups, but randomisation method was not described."
Q,"Quote, from translation: ""Randomized in each group were 20 patients treated with SIAX or with conventional control therapy"" Comment: no information regarding the method of random sequence generation"
Q,"Quote: ''A prospective, randomised controlled single-blind design was used'' Comment: insufficient information on method of randomisation"
P,"Quote: ''A randomization list was created using a random number generator. The random list had a block size of 12 (i.e. for every 12 subjects, 4 would be assigned to the yoga group, 4 to the aerobic group and 4 to the control group''. Response: Low risk."
P,Quote: ''A simple randomization list with no special stratification or blocks was made by using a computer program''. Response: Likely to be adequate.
P,"Quote: ''At the first visit, eligible patients were randomized in a 1:1 ratio, using a computer-generated method, in a block size of 4 and stratified by center''"
N,"Quote: ''Due to an unintentional error in the randomization scheme, more patients were enrolled in the BSS group than in the SSA group.'' Comment: randomised, but with error"
P,Quote: ''Eligible patients were randomized in a 1:1 ratio to either the Apligraf® group or the control group by means of sealed allocation cards''
P,Quote: ''Patients were randomized at the end of the screening visit according to a computer generated randomization schedule provided by the sponsor''
Q,Quote: ''Patients were then randomized to one of two treatment groups'' Comment: method of generating the random schedule was not reported
P,Quote: ''Randomization schedules were stratified according to clinical center with the use of a permuted-block method with a block size of four to six using the Statistical Analysis System and treatment allocation ratio of 1:1 and stratification at the three sites''
P,"Quote: ''Randomization was done by telephone, and the randomization list was generated and held by the sponsor''"
Q,"Quote: ''Subjects were randomized to either yoga group (N = 15) or wait list group (N = 28)"" Response: No details given of how randomisation sequence was generated."
P,"Quote: ''subjects were randomly assigned, by computer-generated random number table"" to intervention groups to either YT or WL.Response: Low risk."
P,Quote: ''the randomization list without any stratification or blocks was made with a use of computer program''. Response: Low risk
P,"Quote: ''Using computer-generated random numbers, 91 patients were allocated to three treatment groups''. Response: Low risk."
P,"Quote: ''When patients and their wounds met study criteria, they were given a study number, and sealed randomization envelopes were used to assign them to one of four study treatments''"
P,"Quote: 'Randomization codes were computer generated and placed in sealed envelopes, managed by a nonclinical member of the research team.'"
Q,"Quote: ""...patients were randomised (by an independent investigator)"""
P,"Quote: ""...randomised into a treatment group by computer generated numbers, with groups of 10 to obtain roughly equal numbers"""
P,"Quote: ""...randomised into either treatment or control conditions by means of a sequence of computer generated numbers placed in sealed opaque envelopes by an independent administrator"""
P,"Quote: ""...treatment (rasburicase or allopurinol) was randomly allocated to patients according to a computer-generated randomization code schema"""
P,"Quote: ""182 were randomly allocated to..."", ""The treatment assigned to each patient was determined according to a computer-generated concealed randomization list. Randomization was performed by centre."""
P,"Quote: ""40 Union Councils in the two subdistricts of the study area. These subdistricts were geographically contiguous and ethnically, culturally, and socio-economically homogeneous. All the units were eligible for randomisation, 
which was done by an independent trial centre in Islamabad, before recruitment of participants. These administrative units were assigned by random 
allocation with a table of random numbers by a researcher who was not involved in the study and who was unaware of the identity of the Union Councils. Lady Health Workers from each Union Council were enrolled to participate 
in the study before randomisation"" 
Comment: Adequate"
P,"Quote: ""64 patients were randomly allocated according to a computer-generated, blocked randomization list. The randomization was stratified by centre."""
P,"Quote: ""A blocked randomization code was produced by random-number generating software."""
P,"Quote: ""A blocked randomization code was produced by random-number generating software"""
P,"Quote: ""A central pharmacy... randomized individuals to the 3 groups, using computer-generated random numbers in random blocks of 6 or 9"""
P,"Quote: ""A computer-generated list that was maintained by a third party not involved in the conduct of the study was used for randomization"""
N,"Quote: ""A local torture survivor and treatment organization (RATA) helped 
identify potential study villages, selecting those with historically high rates of 
torture and where other NGOs were not currently providing services and therefore the need was greatest. Villages were paired based on distance to the ur ban district center. Table 1 presents the population structures of the study villages. The designation of intervention or control status was made in discussion with ICMC and RATA staK, who had to consider which villages would be 
more or less accessible during the rainy season in which the first round of services were provided, with more accessible villages given priority as intervention sites"""
P,"Quote: ""A prospective, stratified, randomised, comparative, parallel group, non blinded clinical trial [...] The randomisation schedule was balanced and permuted in blocks of 10''"
Q,"Quote: ""A random list balanced by blocks of 4 patients was used"" Comment: no statement on how randomisation sequence was generated"
Q,"Quote: ""A randomized controlled trial was undertaken"""
Q,"Quote: ""A randomized prospective, placebo-controlled trial included 35 women with PMS"" (pg 24). Randomisation method not reported"
P,"Quote: ""A stratified simple randomization procedure was used to form gender-stratified cohorts. Within gender-based cohorts, participants were assigned randomly until a minimum was achieved of seven CBT and five usual 
care participants, thereby creating some waiting time. A group of seven was 
required for CBT to enhance participation, while fewer were required for the 
individual usual care condition to minimize waiting time before treatment initiation"""
P,"Quote: ""Allocation to study conditions followed a three-step procedure. First, 
districts were randomly allocated to either CBI or control condition (2 CBI districts, 2 wait- list districts). Second, two schools per district were randomly selected from a list of all eligible schools. Exclusion criteria for schools were (a) 
schools in Village Development Committees (VDC; the smallest administrative 
unit in Nepal) where CBI had already been implemented and schools in adjoining VDCs to avoid contamination; (b) schools in parts of the district with large 
geographic or ethnic differences compared to the majority of the district to increase group homogeneity within districts. Third, children were randomly selected from a list of all children aged 11-14 years in the school. The randomisation was done, without imposing a randomisation constraint, by use of computer-generated random numbers (in SPSS) by the research team in Amsterdam. Out of 53 eligible schools, 8 were randomly selected with a total of 1367 
eligible children of whom 149 were absent and 30 refused"""
P,"Quote: ""an independent controller based in Sainte-Justine Hospital in Montreal assigned the patients to the control and treated group based on a random 
computer generated number table"""
P,"Quote: ""assigned from a table of random numbers"""
Q,"Quote: ""At entry in the study the two target ulcers in each patient were randomly assigned to receive one of the two treatment modalities"" Comment: It was not stated how the sequence was generated"
Q,"Quote: ""At entry in the study the two target ulcers in each patient were randomly assigned to receive one of the two treatment modalities"" Comment: It was not stated how the sequence was generated"
Q,"Quote: ""At entry in the study the two target ulcers in each patient were randomly assigned to receive one of the two treatment modalities"" Comment: It was not stated how the sequence was generated"
Q,"Quote: ""At the end of the first week, the subjects were assigned randomly to 2 weeks of bright light treatment: either 2 hours of bright light in the morning (during the first 2 available hours between 0700 and 1200) or 2 hours of bright light in the afternoon (between the last 2 available hours between 1200 to 1700)."" Comment: methods for randomisation not reported."
Q,"Quote: ""Block randomization according to site..."""
P,"Quote: ""block randomization method from a random number generator performed by the department of Pharmacy"""
P,"Quote: ""Computer generated lists."""
P,"Quote: ""computer generated orders randomised into blocks of 10"""
P,"Quote: ""Computer-generated randomization in blocks of six were performed by Astra Draco"""
P,"Quote: ""computer-generated randomization scheme used random permuted blocks of four children"""
P,"Quote: ""computer-generated randomization scheme, stratified by centre, used random permuted blocks of 6-20 children to ensure the comparable assignment of eligible patients."""
P,"Quote: ""determined by random number tables"""
Q,"Quote: ""Each envelope represented either the drug or control group, which was assigned using a random sequence programmer."""
P,"Quote: ""Eligible patients were randomly assigned in a ratio of 1:1 by means of computer-generated random numbers. To ensure similar distributions of age in the two groups, separate randomization schedules were drawn up for women < 40 years old and women ≥ 40 years old by use of stratified randomised blocks."""
P,"Quote: ""Eligible youths were then randomly assigned to a study group. Random allocation was done by computerized generation of a random number 
between 1 and 400 for each eligible participant, ordering them by number and 
assigning the first third to IPT-G, the second third to CP and the final third to 
the wait-control group."" ""Of the total sample screened (N = 667), 300 individuals met original inclusion criteria, were stratified by camp and sex, and randomised to a study group. Of these 300, 290 were enrolled in the study. Of the 
remaining 10 individuals, 1 was already involved in the CP program in a neighbouring camp, 4 could not be located, and 5 refused. To meet our original sample size (300), we randomised an additional 38 individuals whose depression 
symptom scores were between 28 and 31 points. This relaxation of a trial eligibility criterion is acceptable when study design consequences are minimal.19 
The first 14 individuals all consented and therefore, the remainder were not 
approached"" 
Comment: Very few people are in this non-randomised group. unlikely to 
make any difference to the outcomes"
Q,"Quote: ""From the population of 28 operating coke oven facilities in the United States and Canada in 1984, we sought to select pairs of plants in which one (the “experimental” plant) would be randomly assigned to receive the education program and the other would serve as the control plant."" (page 466) The authors do not give any details on how they performed the randomisation"
P,"Quote: ""Individual patients were randomly allocated to one of the three treatment arms using computer generated randomised permuted blocks (with randomly varying block sizes of 9, 12, 15, and 18), after stratification on the basis of whether the patient was non-ambulatory (used a mobility aid on most days) and whether the patient fulfilled London ME criteria"""
P,"Quote: ""Infants were randomised in a 1:1 ratio to Group 1 or Group 2 case finding using simple random allocation. These were assigned from a pre-generated randomisation list"""
Q,"Quote: ""One intervention centre was randomly selected from each district, and 
two from the larger districts containing more than the median number of centres. A similar number of control microscopy centres were selected in the same 
districts"""
Q,"Quote: ""one investigator (JT) uninvolved in the treatments or assessment generated random numbers"". Response: Lacking detail if sequence-generation strategy was adequate."
P,"Quote: ""order determined by a table of random numbers"""
P,"Quote: ""Participants were allocated to treatment groups through the Mental Health and Neuroscience Clinical Trials Unit (London, UK) after baseline assessment and obtainment of consent. A database programmer undertook treatment allocation, independently of the trial team. The first three participants at each of the six clinics were allocated with straightforward randomisation. Thereafter allocation was stratified by centre, alternative criteria for chronic fatigue syndrome and myalgic encephalomyelitis and depressive disorder (major or minor depressive episode or dysthymia), with computer-generated probabilistic minimisation"""
P,"Quote: ""Participants were blocked according to ethnicity and gender and randomly assigned to condition"""
P,"Quote: ""Participants were randomised (1:1) to the intervention or control 
group according to a list of random permutations prepared by computer-generated blocked randomisation performed by a research staK member who had 
not been involved in participant recruitment"""
Q,"Quote: ""Participants were randomly assigned to conditions when they arrived."" (page 315) However, there was no information on how randomisation was conducted"
P,"Quote: ""Participants were randomly assigned to one of two groups by an independent central telephone service. The allocation sequence was stratified by study centre and the Margolis Index using minimisation"" Comment: the method of random sequence generation was deemed satisfactory"
P,"Quote: ""Participants were randomly divided into the study groups using a table of random numbers"" (pg 67)"
P,"Quote: ""Patients were allocated to treatment according to a randomisation list produced at the beginning of the study. Patients were randomised in blocks of three."" Comment: assumed that the blocked randomisation was computer-generated"
P,"Quote: ""patients were assigned by a random numbers table to receive..."""
P,"Quote: ""Patients were individually randomized by a computer generated random allocation sequence."" Comment: adequate method of sequence generation."
P,"Quote: ""patients were randomised to a group"""
P,"Quote: ""patients were randomised to a group"""
P,"Quote: ""Patients were randomised to treatment with either Contreet Foam or Allevyn Hydrocellular by computer generated randomisation"" Comment: This was judged to be a satisfactory method of random sequence generation"
P,"Quote: ""Patients were randomized in blocks of 10"" Comment: block randomisation assumed to be computer-generated."
Q,"Quote: ""Patients were randomized into either the Dermagraft or the control group. Patients were not informed as to which treatment they received"" Comment: multicentre study design suggests central randomisation procedure, but this was not stated"
Q,"Quote: ""Patients were randomly allocated to treatment with either cadexomer iodine or the standard local dressing regime"" Comment: It was not stated how the sequence was generated"
Q,"Quote: ""Patients were randomly allocated""; no further details provided."
Q,"Quote: ""Patients were randomly assigned by tossing a coin to one of two 
groups."""
P,"Quote: ""Patients were randomly assigned, by a table of random numbers"""
P,"Quote: ""Random allocation sequence was generated from a table of random numbers... Randomization was stratified by centre..."""
P,"Quote: ""Random assignment was done using a random number generator in statistical software (SPSS version 12)"""
P,"Quote: ""Randomisation of patients was stratified by clinic, done in blocks of 20 using computer-generated random number"" Comment: Probably done"
P,"Quote: ""Randomisation was by blocks of four: identical sealed boxes containing the allocated dressings, gauze and saline were randomly allocated to each patient. The box reference number indicated which study arm the patient had been allocated to, although this was unknown to the patient and investigator. The box reference numbers were verified by a co-ordinating centre before allocation"" Comment: Although the method of random sequence generation is not specifically stated, the details provided suggest that a satisfactory method was likely to have been used and that the trial is likely to be at low risk of bias for this domain"
P,"Quote: ""Randomisation was done by investigators via a secure, web-based, computerised randomization system (TENALEA, Clinical Trial Data Management system; NKIAVL, Amsterdam, The Netherlands) that stratified assignment by study hospital and type of pre-intracerebral haemorrhage antiplatelet therapy (COX inhibitor alone, ADP receptor inhibitor alone, COX inhibitor with an adenosine-reuptake inhibitor, or COX inhibitor with an ADP receptor inhibitor). A biased coin randomization was used, with coin bias factor of 3 and coin bias threshold of 2"""
P,"Quote: ""Randomisation was done by selection of red and black coloured discs 
(23 of each colour), which were otherwise identical, from an opaque bag held 
above eye-level."""
P,"Quote: ""Randomised into four groups by means of a sequence of computer generated random numbers...simple randomisation with stratification for scores on the hospital anxiety and depression scale, 15, using a cut oP of 11 to indicate clinical depression"""
Q,"Quote: ""Randomised."""
P,"Quote: ""Randomization of dyads comprising the person with dementia and 
their principal caregiver was carried out by an independent person, based on 
simple random number tables, either to the intervention or waiting list group"" 
Comment: It was carried out using simple random number tables"
P,"Quote: ""Randomization of intervention was stratified by country and the 
prevalence of tuberculous infection. Additionally randomization was restricted 
to ensure balance of prevalence of tuberculosis infection, HIV prevalence, urban and rural location, social context and geographical location. A list of 1000 
possible allocations of communities to four groups was drawn as a random 
sample from a total of about 7 million allocations that met restriction criteria."""
P,"Quote: ""Randomization was done by drawing sequentially labelled sealed envelops, each containing a number obtained from a table of random numbers."""
P,"Quote: ""Randomization was done by opening sealed envelopes containing computer-generated block randomization numbers with a block size of 10."""
P,"Quote: ""Randomization was performed by using a computer-generated list maintained by a third party not involved in the conduct of the study"""
P,"Quote: ""Randomization was performed in blocks of 10 by the pharmacy department, using a random numbers table"""
P,"Quote: ""Randomization was performed in blocks of 10 by the pharmacy department, with a random number table"""
P,"Quote: ""Randomization was performed using a series of sealed envelopes that designated the biologically active treatment to be applied"" Comment: allocation concealed using sealed envelopes"
P,"Quote: ""randomization was stratified according to site, PANSS score, ESRS total score, use of depot antipsychotics in the previous 6 months and daily dose of oral risperidone at randomization"" (p112)."
P,"Quote: ""randomized blocks were used to assign subjects to treatment groups, with randomization stratified by site. Computer generated random numbers determined how the two treatments were allocated"""
P,"Quote: ""Randomized on the basis of a computer-generated list."""
P,"Quote: ""Students were stratified according to gender and randomly assigned 
by the research director using random numbers generated by Microsoft Excel 
2003"""
P,"Quote: ""Study participants were assigned by a random numbers table"""
P,"Quote: ""Subjects were randomized (using a computer-generated sequence)"""
P,"Quote: ""Subjects were randomized to 1 of 2 groups based on hospital pharmacy computer-generated numbers."""
P,"Quote: ""The 12 clinics were stratified into two groups by size and randomly assigned to intervention and control groups. Preliminary investigation of records 
indicated that there should have been sufficient children attending the clinics in Kingston and St Andrew to fulfil the sample size requirements. However, fewer children were available than had been anticipated, especially in the 
centres assigned to intervention. Therefore six clinics in urban areas of the adjacent parish, St Catherine, were also enrolled. Four were randomly assigned 
to intervention and two to control, to ensure equal numbers of children in the 
intervention and control groups, making a total of 11 intervention clinics and 
seven control clinics"" 
Information from author: Using a computer generated, simple randomisation sequence 
Comment: Despite extra clinics later assigned, this was done randomly"
Q,"Quote: ""The hospital pharmacy randomized to contain placebo or progestogen."" Method of randomization not reported."
Q,"Quote: ""The participants were divided randomly into four groups..."" (page 512) No information on how randomisation was actually done"
P,"Quote: ""The patients were divided into two groups according to a table of random sampling"""
P,"Quote: ""The patients were divided into two groups according to a table of random sampling"""
P,"Quote: ""The randomization lists were generated using the random number function generator in Microsoft Excel"" Comment: The details provided suggested a satisfactory method of random sequence generation"
P,"Quote: ""The randomization procedure was a stratified randomization procedure. Building and gender were used as strata which means that the four lighting concepts were distributed evenly among the two buildings used in the study and gender."" Comment: Email correspondence with author."
P,"Quote: ""The randomization was performed in blocks of 15 by the study pharmacist at each enrolling site with the use of a random number generator"""
P,"Quote: ""The starting drug was determined by a random number generator."""
Q,"Quote: ""The subjects were randomly assigned..."" ""To improve balance, the randomization of subjects to treatment was stratified for type of infertility (primary or secondary), IVF or ICSI, centre, and age."" Method not reported."
Q,"Quote: ""The ulcer chosen for BPO treatment was randomised according to leO or right leg and most distal or proximal location. When ulcers were situated at the same level, medial or lateral localization was randomised"" Comment: the sequence generation method was not stated"
Q,"Quote: ""The ulcer chosen for BPO treatment was randomised according to leO or right leg and most distal or proximal location. When ulcers were situated at the same level, medial or lateral localization was randomised"" Comment: the sequence generation method was not stated"
P,"Quote: ""The unit of randomisation was the individual patient. Randomization
of subjects to the intervention and control groups was carried out from the Coordinating Centre in Phramong-Kutklao Hospital in Bangkok using a standard
randomisation table. Each PCU had both control and intervention groups.In order to keep both groups of similar size, random allocation was done in 
blocks. On average, the trial was to have 6–8 participants in each study condition in each PCU""
"
P,"Quote: ""They were randomized in two groups by drawing sealed envelopes that contained randomly generated numbers."""
Q,"Quote: ""this trial was a randomized, parallel-group, rater-blind study of 52 weeks duration."" No information on how randomisation was achieved."
P,"Quote: ""Treatment allocation was carried out using a computer program to generate stratified block randomisation with variable block size""Comment: The details provided suggested a satisfactory method of random 
sequence generation"
Q,"Quote: ""Two a priori randomisation lists were prepared and balanced by blocks of six"" Comment: no statement on how the randomisation sequence was generated"
P,"Quote: ""Using a computer-generated list in sealed envelopes, patients were randomly assigned to a four-week treatment period of either silver foam or LBP"" Comment: The above information suggested a satisfactory method of random sequence generation"
P,"Quote: ""using a random allocation chart based on a table of random numbers"""
Q,"Quote: ""We used a two-step randomisation procedure. First, within district divisions, we randomly allocated each division to either the intervention or waitlist control condition (see Figure 1). Second, we randomly selected schools for 
inclusion in the study. All schools on the government-provided list were eligible"" 
Comment: The random sequence generation is not specified"
P,"Quote: ""We used the list of kebeles in the two districts and randomly allocated 
them to intervention and control groups using a table of random numbers."""
P,"Quote: ""Women randomly received..."", ""...according to a computer-generated, blocked randomization list."""
Q,"Quote: ""Women were randomized into one of two groups."""
Q,"Quote: ""Women were randomized into one of two groups."""
P,"Quote: ""women were randomized with stratification according to their ethnic origin (white and others) to either outpatient clinic follow-up or self-monitoring of blood glucose with a meter (home monitoring). A computer-generated table of random numbers with permuted-block randomization was used""."
N,"Quote: ""Women were sequentially assigned to the two groups: one patient was followed up using the telemedicine approach, and the next using the conventional approach (usual care)."""
Q,"Quote: “ Women were randomly divided into three groups (i.e., HAT, HMT, control) of 10 each” (pg 175). Method of randomisation not reported."
P,Quote: “...the patients were randomized... using a random number generator.”
P,Quote: “A computerized PMS3.1 software was used to generate a random number and simple randomisation was used (p28)”
Q,"Quote: “After consent, the patients were randomised to either an elastic or non-elastic bandage regimen. They were also randomised to either a knitted viscose dressing (Tricotex) or a hydrocellular dressing (Allevyn) in such a way that there were equal numbers of each type of dressing in both the elastic and non-elastic group.” Comment: sequence generation not reported"
Q,Quote: “After informed consent the patients were allocated randomly into two groups”. Comment: method of generating the random schedule not reported.
Q,"Quote: “After initial management, patients were allotted at random to two groups”. Comment: method of generating the random sequence not reported. Author provided information that the sequence was generated by the ""chit method"", which is a method of drawing lots however the information provided was minimal and lacked detail to sufficiently reassure us that the method was truly random."
Q,"Quote: “After initial management, patients were allotted at random to two groups”. Comment: method of generation of random sequence not reported. Author informed us that the sequence was generated by the ""chit method"", which is a method of drawing lots however the detail provided by the authors was minimal and not sufficient to reassure us that the sequence was truly random."
Q,"Quote: “After initial management, patients were allotted at random to two groups”. Comment: method of generation of random sequence not reported. Author provided information that the sequence was generated by the ""chit method"" which is a method of drawing lots however the information provided was minimal and lacked detail to sufficiently reassure us that the method was truly random."
Q,"Quote: “After initial treatment, the cases were divided at random into a study group treated with honey dressing and a control group treated with conventional dressing”. Comment: method of generating the random sequence not reported. Author provided information that the sequence was generated by the ""chit method"", which is a method of drawing lots however the information provided was minimal and lacked detail to sufficiently reassure us that the method was truly random."
Q,"Quote: “After taking consent from the patients/parents or guardians, patients were randomly attributed into two study groups; Honey group and SSD group . . .”. Comment: method of generation of the random sequence not reported."
P,"Quote: “All the numbers were randomly drawn from containers and allocated 
sequentially to the intervention or control group”"
P,"Quote: “Allocation to treatment was determined using blocked randomisation (with sequence produced using computer software (STATA version 8.2; StataCorp, College \station, TX, USA) with randomly varying block size), stratified by two factors, age (< 40 and ≥ 40 year old) and size of wound (< 10 and ≥ 10 cm2)”. Comment: method of generation of random schedule adequate."
Q,"Quote: “An open, randomised, controlled, two-centred, comparative study involving 199 patients was undertaken in the community”, and, “…patients…were allocated to the two treatment groups on a randomised basis, using a system of sealed envelopes.” Comment: sequence generation not reported."
P,"Quote: “At each center there were two randomisation lists, one for patients with a total area of ulceration on the reference limb of ≤ 10 cm2, and one with total area > 10 cm2. Separate randomisation lists were used in all centers”. Comment: judgement of low risk taken following personal communication with trialists in connection with a separate review."
P,Quote: “computer generated random numbers using block randomization were used to develop the randomization schedule”
P,Quote: “computer-generated randomisation schedule”. Comment: Adequate
Q,Quote: “Eligible patients were allocated randomly to treatment with either the alginate or Granuflex.” Comment: sequence generation method not reported
Q,"Quote: “Following assessment for arterial disease, patients were entered into the trial and randomised to either of the two dressing types.” Comment: sequence generation method not reported"
Q,"Quote: “For assessing the beneficial effects of local dressings, the patients were divided into two groups by randomisation”. Comment: method of generating the random sequence not reported. Author provided information that the sequence was generated by the ""chit method"",which is a method of drawing lots however the information provided was minimal and lacked detail to sufficiently reassure us that the method was truly random."
P,"Quote: “Once enrolled, patients were randomly allocated to one of three treatment (primary dressing) groups . . . using a minimization method derived from that of Pocock and Simon (1975)”. Comment: sequence generation adequate."
Q,Quote: “Patients provided informed consent and were randomized to one of the treatment groups according to the protocol randomization schedule.” Comment: sequence generation method not reported
Q,Quote: “Patients were allocated to treatment according to a pre-prepared randomisation listing.” Comment: insufficient detail provided to judge whether the method of randomisation was satisfactory.
Q,"Quote: “Patients were divided into two groups and they were distributed at random”. Comment: method of generating random sequence was not reported. Author provided information that the sequence was generated by the ""chit method"", which is a method of drawing lots, however the information supplied by the author lacked detail and was insufficient for us to judge whether the sequence was truly random."
P,"Quote: “Patients were randomised by a computer-generated allocation scheme, using sealed envelopes, to one of three treatments.” Comment: sequence generation adequate."
N,"Quote: “Patients were randomised to receive a honey or sugar dressing. They were allocated to one of the two groups on an alternating basis at admission”. Comment: method of generating sequence was not random and, therefore, not adequate."
Q,Quote: “Patients were randomized to one of the following dressings:” Comment: sequence generation method not reported
Q,"Quote: “Patients were randomly assigned to receive a protocol of care which included one of two foam primary dressings covered with a compression bandage”, and, “The randomisation schedule will be generated by the statistician” (from protocol). 
Comment: sequence generation not reported."
P,Quote: “patients were randomly assigned.. .”. Probably done.
P,Quote: “random tables were used to determine group allocation”. Comment: method of generation of random schedule adequate.
P,Quote: “Random tables were used to determine intervention allocation”. Comment: method of generation of random schedule adequate.
Q,Quote: “Randomization was accomplished when investigative site identified a qualified candidate and contacted an independent site that randomly assessed patients to one of the two study arms” Comment: the method of generating the random sequence was not reported
Q,Quote: “subjects were randomized to treatment by a ratio of 6:6:6:1:1” Comment: Unclear
P,Quote: “The allocation sequence was stratified by study centre and Margolis index using minimization”. Comment: sequence generated using minimization technique.
Q,"Quote: “The cases were allocated at random to two groups”. Comment: method of generating random sequence not reported. Author provided information that the sequence was generated by the ""chit method"", which is a method of drawing lots however the information provided was mini mal and lacked detail to sufficiently reassure us that the method was truly random."
Q,"Quote: “The patients were allotted at random in two different groups”. Comment: in addition, it was reported in the abstract that the design was ""a 
quasi-experimental study"". The method for generating the random sequence 
was not reported."
P,"Quote: “The patients were randomised into 2 groups, using Random allocation software. (version 1.0, may 2004; Saghaei)”. Comment: method of generation of random sequence adequate."
Q,Quote: “The patients were randomised to two dressing arms; honey dressing group and standard dressing group”. Comment: method of generating the random schedule not reported
N,"Quote: “The patients were randomly assigned to two groups…The first patient was enrolled in group I and the subsequent patients were enrolled between groups II and I in alternating fashion” Comment: Although in principle alternate allocation of patients to groups may result in randomised groups, the sequence is entirely predictable and therefore open to manipulation."
Q,Quote: “The study used an open comparative block randomised multicentre design”. Comment: sequence generation not reported.
Q,Quote: “then randomised (using random permuted blocks of size 10) to treatment with either honey or IntraSite Gel”. Comment: method of generation of random schedule not clearly reported.
Q,Quote: “They were randomly assigned to two groups. Each group contained 25 patients”. Comment: method of generating the random sequence not reported.
Q,Quote: “This prospective randomized control study'' Comment: insufficient information about the method of randomisation
Q,"Quote: “Twenty five patients were randomly assigned to the TE group”. Comment: method of generation of the random sequence was not reported. Author provided information that the sequence was generated by the ""chit method"", which is a method of drawing lots however the information provided was minimal and lacked detail to sufficiently reassure us that the method was truly random."
Q,Quote: “Twenty-one patients were randomized to the Hydrocolloid dressing and 23 to the alginate.” (Armstrong 1996) Comment: sequence generation method not reported
