class,text
Q,"7 participants from the honey group, 4 from the dextromethorphan group, 6 from the diphenhydramine group, and 4 from the no-treatment group were either lost to follow-up or withdrawn for violating the protocol. Attrition was high for the honey and diphenhydramine groups. Participants were excluded from analysis for not visiting the physician as scheduled or using the drugs inappropriately. The proportion of children who did not visit physician as scheduled or violated protocol per group was unclear."
N,"7 withdrew-3 taking ranitidine and 4 omeprazole. Of these participants, 4 were excluded as a result of non-compliance with the protocol, 2 were lost to follow-up and 1 was withdrawn because of prolonged fever and upper respiratory infection"
N,7/120 withdrew before 1st treatment cycle. Details on dropout not separately available for unexplained subfertility. Some participants dropped out because of spontaneous pregnancy. It is not known whether these participants are included in the IUI unexplained subfertility group
N,7/35 participants (20%) were excluded after randomization
P,7/60 (12%) drop-outs
P,7/80 (8.7%) participants initially enrolled were excluded from the analysis due to missing data during follow-up.
Q,"7% lost at follow-up in the control group; 21% lost at follow-up in the experimental group Quote: ""the patients lost at follow-up were included in the survivorship analysis for the time they were in the study"" 
Quote: ""the 23 patients who dropped out from the brace group were analysed 
in the worst-case analysis and considered as treatment failure"" 
Comment: only the participants who dropped out from the experimental 
group were included in the worst-case analysis"
Q,70/75 (93%) children completed the study and therefore risk of attrition bias is low
,70/80 reviewed 1 year
,72 out of 73 children were included in the vegetable intake analysis and therefore the risk of attrition bias is low
,72 randomised and 72 included in the analysis
,"72% follow-up at 12 months, balanced"
,"72% follow-up, balanced"
,"7276 eligibles, 529 randomised, vaccination report retrieved for 529, intention-to-treat"
,73% follow-up for primary outcome
,"75 women were randomised to each group. 72 in the intervention group received allocated treatment (1 withdrew and 2 had surgery cancelled), and 73 in the control group received allocated treatment (2 withdrew from the study). Secondary analysis was conducted on the 121 women who completed bowel diaries: a 7-day diary immediately before surgery and a 14-day diary after surgery (60 in bowel preparation group, 61 in control group)."
,76% (29/38) of the intervention group and 77% of the control group completed the follow-up survey 6 months after intervention
,"79 randomised, and all completed 1-year review"
,79 randomised; all completed 1-year review
,8 (11%) dropouts all lost to follow-up (5 in escitalopram group; 3 in mirtazapine group).
,"8 (13%) participants discontinued the study. The reasonsfor discontinuation were clearly reported, and the withdrawals were distributed equally between both groups. ITT analyses were performed for the main outcomes"
,"8 (16%) participants discontinued the trial. When assessing “time to relapse”, only 29 (57%) participants were available for analysis"
,8 dropouts (n = 25). No reasons stated as to why participants did not return for SLL
,8 out of 53 (15%) participants from the perphenazine group and 46 out of 210from the low-potency group leS the study early and not included in the finalanalysis (completers only).
,"8 out of 65 participants dropped out and were not included in the final analysis (2/20 in the fluphenazine and 6/45 in the low-potency group). Of the remaining 57 participants, one participant from the fluphenazine group dropped out but his data were retained for final analysis."
,8 patients (27.6%) withdrew: unwilling to continue the study (2); symptomatic ischaemic heart disease (2); anorexic (2); severe peptic ulcer and sepsis (2)
,"8.2% (23/281) participants, i.e. 13/140 from pacifier-avoidance group, 10/141 from pacifier-advised group lost to follow-up and did not complete the trial."
,8.3% (4/48) patients excluded because of difficulties which led to them receiving the treatment of the intervention arm and not the control arm as randomised.
,8/50 (16%) were lost to follow up
,"8/50 withdrawn and 6 treatment cycles cancelled in TI group, 4/50 withdrawn and 11 treatment cycles cancelled in IUI group. Reason for cycle cancellation was excessive response. Reason for withdrawal was not stated"
,"8/74) participants (10.8%) discontinued prematurely (4 placebo, 4 ramelteon 8 mg). Of these, 5 participants withdrew due to an AE (3 placebo, 2 ramelteon). 2 participants withdrew voluntarily, and 1 participant was terminated for other reasons. ITT and per protocol analyses conducted"
,"80 infants initially participated in the study but 5 (3 in the IG and 2 in the CG) dropped out after the age of 16 weeks. Of those who dropped out, 4 did so because their parents moved away and 1 child died."
,80/88 (90%): completed 2.5 year review
,80% dropout at one month
,80% follow-up of participants
,"80% follow-up, balanced"
,81/454 (17%) losses in the intervention group and unbalanced with control groups No ITT
,81/97 (83%) completed the trial
,81% follow-up
,"81% follow-up, balanced"
,"81% follow-up, balanced"
,82% follow-up
,83/112 (74%) with ulcer healing agreed to enter follow-up part of study
,83/114 randomised women included in analysis (73%)
,83% follow-up original study
,85/100 (85%) completed the trial
,85% follow-up
,"85% follow-up, balanced"
,86 (7.8%) patients were excluded after randomisation (40 for incomplete records and 46 because they were unable to be followed up for the three-week period considered necessary). These were not displayed by group
,86% follow-up
,"86% follow-up for service use measures; 74% follow-up questionnaire data, balanced"
,87 of the 92 randomised participants were included in the 4-year analysis; reasons were provided for all dropouts
,87% follow-up
,"87% follow-up, balanced"
,875 people could not be traced or had emigrated after randomisation and were excluded from analyses. Not stated how many people were lost to follow-up
,88% follow-up in both intervention and control groups
,"88% follow-up, balanced"
,"89 patients were randomised, 84 were included in analysis efficacy analysis and 89 in adverse events analysis Comment: dropouts are explained, low dropout rate. Enough data given to allow ITT analysis"
,"89% follow-up, balanced"
,"9 I and 11 C withdrew before end of treatment, excluded from reported outcomes, reincluded in denominators for MA"
,"9 participants excluded after inclusion in the study (10%): ""6 patients underwent surgery of the superficial venous system and 3 failed to follow the prescribed treatments."""
,9 participants were excluded post-randomisation due to refusal to provide post-hoc consent; their treatment assignment was not provided.
Q,9/113 not evaluable for primary efficacy variable in the intervention group; 1/20 not evaluable for primary efficacy variable in the control group
Q,"9/30 in the risperidone and 7/30 in the olanzapine groups dropped out from the study; reasons reported. ""All patients who were randomly assigned and had at least 1 post-baseline assessment were included in the intent-to-treat (ITT) analysis. If the ITT subjects withdrew from the study earlier than scheduled, then the last observation carried forward method was employed to extend the end point scores."""
P,9/97 (9%) of healed ulcer participants were lost to follow up over 6 months
P,"90% follow-up, balanced"
Q,90% of intervention and control groups followed up at 30 months
N,90% of participants were retained in both arms at 12-month follow-up
N,"906 patients were enrolled at the time the study was terminated, complete information was available only for 696 patients"
Q,"91% follow-up overall but imbalance between groups, with 86% in intervention group and 99% in control group having available data at study completion"
Q,93 out of 1174 vaccinated (7.9%) and 31 out of 587 placebo recipients (5.3%) were excluded or lost from efficacy/effectiveness follow-up.
Q,93% follow-up
N,93% followed up at 24 weeks
P,"931 in group 1 (invitation letter), 930 in group 2 (free vaccine letter), and 930 in group 3 (control); no data on attrition"
N,94% followed up
Q,94% retention and therefore risk of attrition bias is low
Q,95 out of 101 completed protocol and outcome assessment
P,95% follow-up
P,"95% follow-up, balanced"
N,"96 participants were recruited, but data are available on only 64 participants. How these missing data were addressed statistically is not stated."
Q,96% follow-up
Q,"96% followed up for primary outcome data, secondary outcome data were available for 82% of the total sample at 12 months and for 80% at 24 months. No reasons for losses reported."
Q,"96% of those aged ≥ 65 years are covered by Medicare Part B, which processes all billing claims for influenza vaccination."
Q,"96% of those aged ≥ 65 years are covered by Medicare Part B, which processes all billing claims for influenza vaccination."
Q,"96% of those aged ≥ 65 years are covered by Medicare Part B, which processes all billing claims for influenza vaccination."
,"96% of those aged ≥ 65 years are covered by Medicare Part B, which processes all billing claims for influenza vaccination."
,"97 physicians randomised; intervention group (48 received ACQIP + achievable benchmarks, 13 lost to follow-up); control (49 received ACQIP, 14 lost to follow-up). Outcomes for physicians who did not complete study not presented. (E-mail from author Dr C Kiefe: ""It was not possible to review records for physicians who no longer wished to participate or were lost to follow-up."")"
,97% follow-up physicians; 96% follow-up participants
,98% follow-up achieved in both groups Missing data (missed opportunities) unlikely to be different in both arms
,99.9% of participants randomised were followed through to delivery
,99/119 (83%) completed 1 year follow up
P,99% follow-up
P,A comparison of responders versus non-responders was undertaken. 150 of 164 participants in the delayed antibiotics group had outcome data analysed; 135 of 151 participants in the immediate antibiotics group had outcome data analysed.
Q,A comparison of responders versus non-responders was undertaken. 150 of 164 participants in the delayed antibiotics group had outcome data analysed; 135 of 151 participants in the immediate antibiotics group had outcome data analysed.
P,"A discrepancy has been noted between the abstract and the text. According to the abstract, fewer participants leX the study early; however, this finding was no longer mentioned in the text, according to which the overall attrition was only 1.2%."
P,"A flow diagram is provided with the reasons for leaving the study early reported. However, the number of participants completing different assessments at the same time point vary and reasons are not given."
Q,"A greater proportion of participants in the AZD0837 treatment groups (9.2%) discontinued study treatment than in the VKA treatment group (1.6%). The reasons for treatment abandonment are not specified, it is only reported that the most common reasons for discontinuation were gastrointestinal disorders. Nevertheless, participants were analysed as if they were in the original randomisation group"
P,A large number of participants did not undergo follow-up endoscopic examination (> 50%)
P,"A low number of dropouts reported per year, evenly across groups. Independent analysis each study year"
N,"A per-protocol analysis was done, and attrition was substantial (approx. 22%) in both the CG and IG"
Q,"A per-protocol analysis was done, but attrition was low (only 5 our of 487 students until year 2)"
P,"A per-protocol analysis was performed, and the attrition rate was higher in theCG than in the IG (1 control school withdrew, stating time requirements for da-ta collection), but baseline characteristics of dropouts and non-dropouts weresimilar, and overall attrition was in an acceptable range. For the questionnairedata a substantial number of participants (33%) were excluded due to implau-sible values.Quote: ""Of 3190 children screened at baseline, a total of 2950 children (92%)were also measured at the follow-up assessment and were considered for analysis. Dropouts (n = 240) were similar to analyzed participants with respect to the prevalence of overweight (24.6% vs 24.5%; P = .741), mean BMI SDS (0.26 vs 0.26; P = .807), mean age (8.27 vs 8.30 years; P = .574), proportion of boys (50.4% vs 50.2%; P = .772), and proportion of children with migrational background (42.1% vs 44.3%; P = .568). (...) Overall, 1987 (67%) of 2950 analyzed children (IG: 65%; CG: 70%) had plausible questionnaires on beverage consumption at both baseline and follow-up assessments"""
Q,"A similar number of participants discontinued the study in the AZD0837 groups (4.7%) and in the VKA treatment group (1.2%). The reasons for treatment abandon are well specified, being the most common gastrointestinal and cardiac disorders Participants were analysed as if they were in the original randomisation group"
N,"A similar number of women, < 15%, was lost to follow-up in each group, accompanying reasons are reported."
P,"A total of 119 (n = 61 in CF group, n = 58 in EBF group) mother-infant pairs were recruited, of whom 100 completed the trial protocol. CF group 10 pairs discontinued the intervention (n = 3 infant did not receive CF; n = 3 infant did not want CF; n = 1 mother stopped breastfeeding; n = 2 mother did not have time to finish study; n = 1 mother not contacted after randomisation). EBF group 9 pairs discontinued the intervention (n = 7 infant received CF before 6 months; n = 1 mother wanted to leave study; n = 1 illness in family. Also, after randomisation, 1 mother who was randomly assigned to the CF group was incorrectly instructed to the EBF group. The primary analysis was conducted with this mother included in the EBF group (n = 50 EBF, 50 CF) but reported outcomes for the baseline analyses with the participant in the CF group (n = 49 EBF, 51 CF). The authors state that they were not able to test whether those who dropped out of the study were those with lower breast milk intakes - i.e. potentially a self-selected group."
N,"A total of 15 participants from the gestrinone group, including 4 with hirsutism, and 17 participants from the danazol group, including 6 with headache, withdrew because of adverse symptoms. An additional 22 participants, including 10 from the gestrinone group and 12 from the danazol group, withdrew because of lack of efficacy, pregnancy, elevated hepatic function tests, or reasons unrelated to the trial (19% attrition rate for efficacy outcomes)"
N,"A total of 15 participants were excluded (12 not randomised, 3 no vaccination data), resulting in a final sample of 13,803 (there were no significant differences between the 2 groups on sex, age, or previous influenza vaccination)."
P,A total of 16 cancelled treatment cycles is described and analysed according to intention to treat. People who dropped out are clearly stated in a table
,"A. Questionnaire-based NSI 
1. Baseline: 
Workshop + device group: Data missing on 99/267 (37%) 
Workshop group: Data missing on 102/263 (39%) 
Control group: Data missing on 100/266 (38%) 
2. At six months: 
Workshop + device group: Data missing on 197/267 (74%) 
Workshop group: Data missing on 179/263 (68%) 
Control group: Data missing on 180/266 (68%) 
3. 12 months: 
Workshop + device group: Data missing on 187/267 (70%) 
Workshop group: Data missing on 160/263 (60%) 
Control group: Data missing on 192/266 (74%) 
B. Hospital registry NSI 
No missing outcome data"
P,About 98% of the initially enrolled participants completed the study.
P,"AC 42/45, mesh 43/45"
P,"AC 55/56, mesh 55/58 - 1 year"
P,"AC group 33/34 (97%), Burch colposuspension 35/37 (95%)"
P,AC group 55 and 42 completed 2 years (42/55) Mesh group 45 and 42 completed 2 years (42/45)
P,"AC group: 34 randomised, 25 at 2 years (73%)Paravaginal repair: 33 randomised, 25 at 2 years (76%)"
P,"AC group: 42/55 at 2 years (76%)Mesh group: 42/45 completed (93%), high risk due to disparity between groups"
,AC group: 63/65; mesh group 53/64 at median 28-month review; follow-up times variable
P,according to author
Q,"According to Table 5, out of 67 participants randomized (33 to acupuncture and 34 to sham), 32(33) in acupuncture group and 30(34) in sham group were available at second follow-up (6 weeks after end of treatment). According to Table 5, only 41(67) were available at the 6 months follow-up (i.e. third follow-up) of which only 17(34) in acupuncture group and 24(33) in sham group were available at the third follow-up. No ITT analysis was applied. However, there were a relatively small number of dropouts in both groups (i.e. 5/67), and the withdrawals were unlikely to be related to knowledge of treatment assignment or effects of the treatment, because the participants could not tell the difference between acupuncture and sham acupuncture. The degree of missing data would be unlikely to affect the estimate of the treatment effect."
P,"Accounted for all data: intention-to-treat analysis: USLS 157/188, SSF 159/186 no BPMT 152/186 BPMT164/188"
P,"Accounted for as much as possible. High dropout rate (> 30%). Employs ITT - use of a ""restricted maximum likelihood-based [mixed effects model repeated measures approach] analysis accounts for bias caused by non-random missing data due to early discontinuation because of adverse events or lack of efficacy better than LOCF"""
P,Adequate
P,Adequate
P,Adequate
,Adequate: there were no withdrawals.
P,Adequately accounted for 89/95 at 2 years
P,"After randomisation, 1 participant was excluded from each group for clinical reasons (heart failure secondary to noncompliance with other medication, episode of agitation leading to arm fracture), and 4 participants (3 trazodone, 1 placebo) due to technical failure of actigraphy. We judged these exclusions to be unlikely to lead to bias"
P,"All 114 recruited participants were followed to the end of the study; chart audit for vaccinations, and questionnaires for vaccination received elsewhere."
P,All 1202 participants analysed.
N,All 179 recruited healthcare workers provided data for the results that were analysed for qualitative fit test in respirator use
P,All 1989 participants enrolled were analysed.
P,All 21 participants eligible for analysis in the study were analysed.
P,All 2402 participants recruited were followed through the 2009 vaccination season.
P,All 300 participants randomised completed the intervention and there is no indication of missing data for the outcome of interest in this review
P,All 40/40 randomised women were included in analysis
P,All 40/40 randomised women were included in the analysis.
,All 60 participants completed the trial.
P,"All analyses invoked the intention-to-treat paradigm, with truncation at the time of exacerbation or treatment failure in relevant analyses. Dropout was 17% and 11% in clarithromycin and placebo groups, respectively, and the primary outcome reported on ClinicalTrials.gov does not appear to have imputed for missing participants."
P,All analyses reported conducted on an intention-to-treat basis
P,"All analyses were by intention-to-treat, and no subjects with available data were excluded from any analysis. Withdrawal was high and quite uneven between groups (42% and 30%)."
P,All analyses were by ITT.
N,All analyses were ITT; outcomes were observed regardless of active or continued participation
P,All analyses were undertaken as an ITT analysis. All participants were analysed in the safety analysis and all participants with at least one post entry data point were analysed in an ITT analysis. Dropout rate was 25% with significantly more in the higher dose treatment groups
P,All available data were collected and analysed
P,All children randomised to treatment arms completed the 2-day study
P,All children randomised to treatment arms completed the 2-day study.
P,All data accounted for
P,All data accounted for
,All data accounted for
,All data analysed on an intention-to-treat basis.
,"All data has been presented, however difficult to extrapolate actual values."
P,"All data on symptom scores and on participants with erosive oesophagitis who were re-scoped were included. All participants were accounted for; analysis included those not enrolled. 37 participants were not included (17 normal biopsy, 8 eosinophilic oesophagitis, 5 withdrawal of consent, 4 H pylori positive, 3 used medications prohibited by protocol). Of those who withdrew or were withdrawn, 1 in low-dose, 4 in medium-dose, 3 in high-dose group"
P,"All data reported at week 12 and week 52 are from the ITT analyses, with missing values for each individual imputed using the last observation carried forward approach"
P,All data reported; no loss to follow up
P,"All data were provided for all participants evaluated. All dropouts (5 participants/6 teeth) were accounted for, and reasons were explained"
P,All data were provided for all randomised participants.
Q,All data were reported for all randomised participants
P,All drop-outs and reasons for refusal reported.
P,All enrolled participants accounted for. No evidence of consecutive enrolment and no discussion of children who refused consent or who were excluded
P,All enrolled patients were accounted for in the results
Q,All enrolled patients were followed up
P,All exclusions were reported with reasons and by study group
P,All included in final data analysis
,All included participants completed the study and were analysed and reported as well
P,All individuals could be traced at follow-up except for 532 emigrants
Q,"All infants were accounted for and included in the analysis. There appeared to be a balance across the groups for infants who received the two ranges of oxygen targeting. 1. Group in which the target O2 sat of 85% to 89%, 54 of 336 in intervention group and 60 of 318 in control group 2. Group in which the target O2 sat of 91% to 95%, 40 of 327 in intervention group and 54 of 335 in control group"
P,All losses-to-follow-up were recorded per treatment group with adequate reasoning
P,All outcomes reported fully
P,All outcomes were clearly sought for and documented.
P,All outcomes were reported.
Q,All participants accounted for
Q,All participants accounted for
Q,All participants accounted for
Q,All participants accounted for
P,All participants accounted for
P,All participants accounted for and no loss to follow-up
P,All participants accounted for in flow study: 151/168 (89%) reviewed 1 year
P,"All participants accounted for, 1 lost to follow-up (leF the country) - not stated in paper the group to which this participant was assigned"
P,"All participants accounted for, all outcomes clearly defined and reported"
Q,"All participants accounted for, although > 15% withdrew in both groups"
P,"All participants accounted for, although treatment group was not indicated for lossto-follow-ups"
Q,"All participants accounted for, similar numbers in groups, no missing outcome data"
,"All participants accounted for, similar numbers in groups, no missing outcome data"
,All participants accounted for.
,All participants apparently included in analysis
,"All participants appropriately accounted for, intentionto-treat analysis"
,All participants competed the study.
,All participants competed the study.
,All participants competed the study.
,All participants completed the study
,All participants completed the study and were included in analysis.
,All participants completed the study but some declined to give blood samples after 24 weeks. Data for mental state and attrition includes all participants.
,all participants completed the study.
,All participants completed the study. One participant refused to give blood samples. Data from this outcome are not usable.
,All participants completed the trial and were included in analysis.
,All participants completed the trial.
,All participants completed the trial.
,All participants completed the trial.
,All participants described and accounted for in results. One death occurred in the control group
,All participants included in analysis
,All participants included in analysis
,All participants randomised completed the study. Therefore low risk of attrition bias
Q,All participants randomised to nitrofurantoin received allocated treatment. One participant in this group was excluded from analysis as was randomised twice in error. 78 of the 81 participants randomised to placebo received al-located treatment. Three participants did not take medication home on discharge.
Q,All participants randomised were included in the final analysis.
P,All participants randomised were included in the final analysis.
P,All participants recruited were analysed
Q,All participants seem to have completed the study
P,All participants were accounted for
P,All participants were accounted for in the results with provision of outcome data
P,All participants were accounted for in the results with provision of outcome data
P,All participants were accounted for in the results with provision of outcome date
,"All participants were accounted for, for all outcomes."
,"All participants were accounted for, with similar numbers in each treatment group, but no description was given for excluded participants that did not take study medication"
,"All participants were accounted for, with similar numbers in each treatment group, but no description was given for excluded participants that did not take study medication"
,All participants were followed until death or end of study
,All participants were observed and the main outcomes of appropriate RPE use during patient care was recorded
,"All participants were seen at 1-year followup, and all outcomes were reported; 18 participants (23 teeth) could not be included in the 5-year follow-up and were considered dropouts (21% participants) (Jesslen 1995)"
,All participants who had been randomly assigned were included in the final analysis.
N,All participants who were randomly assigned were included in the analysis.
P,All patients accounted for
N,All patients accounted for.
N,All patients are accounted for for all outcomes.
N,All patients are mentioned in the analyses and the tables
P,All patients are mentioned in the analyses and the tables
N,All patients completed the first period (24 weeks) taken into account for analysis.
P,All patients were analysed. see Figure 1 in paper
N,"All practices retained once participants recruited, 90% follow-up participants, balanced"
N,All randomised participants completed the trial
N,All randomised participants were accounted for in the analysis.
P,All randomised participants were analysed with no losses
N,All randomised participants were included in the analysis as there were no drop-outs
P,All randomised participants were included in the final analysis
N,All randomised participants were included in the final analysis
N,All randomised participants were included in the final analysis
P,All randomised participants were included in the final analysis
P,All randomised participants who received at least 1 dose of investigation drugs were included in the intention-to-treat analysis of the primary outcome (leaving the study early). Only 1 patient was not included in the analysis of the BPRS and LUNSERS continuous outcomes due to missing data
Q,All randomised women analysed
N,"All randomised women underwent the procedure however, 2 women failed to meet the inclusion and exclusion criteria and 1 woman had a major protocol deviation. As a result the final analysis included 17 women in the para/intracervical block and 20 in the intracervical block."
P,All randomised women were analyzed
N,all subjects analysed (in terms of return-to-work) in the group to which they were allocated
Q,All vaccinated participants were evaluated and reported in the study results
Q,All women accounted for
P,"All women in treatment group completed 6 months of treatment, and placebo group finished 3 months of treatment"
N,All women randomised to the ornipessin group were analysed. Four women in the saline placebo group (3 with incomplete data collection and 1 with an ineligible surgery method) were excluded from analysis.
Q,All women randomized were included in data analysis
N,All women randomized were included in final analysis.
N,All women received their allocated treatment. 44/50 analysed for primary outcome at 6 months. Reasons for withdrawal/dropout given.
,"Allaire originally had a 36-month follow-up which was extended with an additional year of follow-up. The main findings of this review are based on the outcomes of 12 and 24 months: in this time frame attrition was low. Recruitment was staggered and as a consequence not all participants were able to complete the 36 or 48 month follow-up. During the original 36 months follow-up 4 participants dropped out of the intervention group and 6 from the control group, and one patient died in each group. The total reported attrition rate one year later, at 48 months, by Allaire was 18% in the intervention and 20% in the control groups. Allaire reported that most of the drop outs were participants who choose not to participate in the additional year of follow-up (up to 48 months)."
P,"Allparticipants accounted for, ITT and PP analysis"
N,Almost 100% completed
Q,Almost all followed up
Q,"Although 1 woman in the LOMNI group and 2 women in the ovulation induction group were lost to follow-up, their pregnancy results were available and they all received telephone interviews at the end of the follow-up period"
N,"Although 224 participants were recruited and participated, 175 (78%) were able to recall the label they saw and were included in the analysis. The rates of participants randomised to each group were not reported, so that attrition rates across groups are uncertain"
N,"Although 9 (17%) participants discontinued the study, the reason for discontinuation was clearly reported, and the withdrawals were distributed equally between both groups"
,"Although attrition details have not been reported, as end of trial data are reported individually for all randomised participants, it is assumed that all participants completed the trial."
P,"Although attrition was equal across groups (approximately 25%) no method of accounting for missing outcomes was present, i.e. ITT analysis with imputation."
P,"Although intention-to-treat was not stated, it appears that all participants were analysed according to their initial allocation. No apparent significant loss to follow-up"
P,"Although no statement, it appears from the report that all randomly assigned participants completed the trial"
P,"Although not all participants completed the interventions, theauthors used last observation carried forward to impute missingvalues"
P,"Although not all participants completed the interventions, theauthors used last observation carried forward to impute missingvalues"
P,"Although not clearly reported, it seems that 1/23 participants in the Boston sample and 0/18 participants in the Kentucky sample were withdrawn from the study."
Q,"Although not clearly stated, it appeared that all 50 patients were analysed in their originally assigned groups as the tabulated results suggest."
Q,"Although proportion of withdrawals and reasons for withdrawal were not reported for each treatment group, total withdrawals constitute a small fraction of participants randomised (4%)"
P,"Although reasons for missing data were not provided by group, rates of loss to follow-up were low and similar across all experimental arms of the trial at both follow-up points (Exposure+sticker = 6.5%, 8.8%; Exposure+praise = 8.2%, 5.0%; Exposure alone = 8.2%, 8.2%; Control = 10.9%, 5.7%, provided by the author). No reasons were reported for loss to follow-up"
P,"Although reasons for missing data were the same in both groups, numbers of missing outcome data were not balanced between groups."
P,"Although the authors did not describe any withdrawals, it appeared that all catheters that were initially enrolled were analysed in the originally assigned groups."
P,"Although the number of withdrawals or participants with missing data were not directly stated, it appeared that all 198 children who were initially randomised were analysed, as calculated from the results section based on the number of EEGs obtained."
P,"Although the number of withdrawals or participants with missing data were not directly stated, it appeared that all 348 children (174 in each group) who were initially randomised were analysed, as calculated from the results section based on the number of EEGs obtained."
Q,"Although the number of withdrawals or participants with missing data were not directly stated, it appeared that all children who were initially randomised were analysed, as calculated from the results section based on the number of EEGs obtained. However, the authors did not follow intention to treat analysis as they put those 28 in a separate group (who failed Chloral hydrate or hydroxyzine and received 2nd sedative agent were grouped into chloral hydrate and hydroxyzine group)."
P,"Although the number of withdrawals or participants with missing data were not directly stated, it appeared that all the 282 children who were initially randomised were analysed, as calculated from the results section."
P,"Although the numbers of withdrawals are reported as less than 20%, the reasons for withdrawal are not given. Quote: ""Of the total 36 who were originally recruited, 33 completed the follow-up data collection. Attrition is less than 20%"" (p129)"
P,Analysed the data with both the intention-to-treat assumption and using theactual workshop attendance. 101 randomised and 92 were available for analy-sis
,"Analyses are based on sales data, and there is no indication that these were incomplete"
P,"Analyses excluded participants with missing data (n = 3). However, Quote: “analyses were also run that included all subjects (n= 19) by applying conservative adjustments for missing data (mean performance values for the other three test days as the washout (day 11) performance value).”"
P,"Analyses were intention-to-treat, but attrition was high (54%) and dropoutsdiffered from those remaining in the study.Quote: ""Participants and dropout students differed according to their gender,work status and use of illicit drugs"""
P,Analyses were reported as ITT; it was not reported whether any participants left early
P,Analysis of data was based on ITT
P,Analysis of data was on an intention-to-treat basis.
P,"Analysis performed on an ITT basis, but “clients who were not available for or refused contact at follow-up were excluded from the respective analysis on an individual basis”"
P,Analysis reported to have been performed on an ITT basis. ITT was not fully defined but it was apparent from 1 of the result tables that all participants randomized were included in data analysis (other aspects of ITT could not be verified)
P,Analysis was based on per cycle transferred.
P,"Analysis was carried out on an intention-totreat basis. Multiple imputation was used to account for the missing data in outcome measures at follow-up. This method imputes m > 1 plausible values for each missing value, under the assumption of missing at random In this review, only the actually observed data were used, not the imputed data. Multiple imputation is not recommended when only dependent variables are missing (Allison 2002, p. 54, p. 70)."
P,"Analysis was not intention to treat but ITT data could be derived (4 patients died - 2 IVIG treated, 2 control)"
P,Analysis was on an intention-to-treat basis with all withdrawals and protocol violations clearly specified. There was a high rate of drop-outs for quality of life data in keeping with other studies making it a high risk of bias
P,Analysis was performed according to the intention-to-treat principle. No apparent relevant missing data or attrition
P,Appeared complete
P,"Appeared that nobody leI the study, but this was not totally clear in the paper."
Q,Appears that all women are reported for all outcomes. Does not mention loss of follow-up
P,Appropriate intention-to-treat analysis was conducted.
P,Appropriate intention-to-treat analysis was performed. All participants who had been randomly assigned were included. in the analysis
P,"Approximately 40% attrition and no specific analyses presented to compare those who stayed and those who leI the study, although differences between the CG and IG in sociodemographic characteristics were the same as for the original study, i.e. households with electricity were significantly (P = 0.05) higher in the CG than in the IG. This would likely reduce an effect of zinc on growth as television ownership indicates improved SES. Therefore, it is unlikely that there is a problem with incomplete outcome data but there was insufficient information to fully assess this."
P,Approximately the same proportion missing in each group and reasons unlikely to be related to outcome (most moved to country)
Q,At 1 year 45/49 completed review
P,"At 1 year, completed review; no mesh 20/23, mesh 20/21"
P,At 1 year: 24/27 open 23/26 laparoscopic
P,"At 1 year: AC 26/31 (84%), biological 28/30 (93%)"
P,"At 1-year, group A 20/23, group B 20/21"
P,"At 12 months, 70/80 (13%) in native tissue and 68/80 in graF group (15%)"
P,"At 12 months, follow-up rate of 82%. At 24 months, follow-up rate of 74%."
P,At 17 months 99/106 completed; gps unclear
,"At 17.5 months, 33/37 (11% attrition) native tissue, 37/37 (0% attrition) sitespecific, 29/32 biological graF (10% attrition)"
P,"At 2 months: 36 % (44/123) loss to follow-up, in which: 13/32 dropped out from PI active, 11/32 dropped out from PI passive, 8/28 dropped out from INFO-book and 12/32 dropped out from INFO-screen"
P,"At 2 years 302 of 322 completed some part of the review Sc - urethropexy randomised 165, 7 years 44 examined, 60 interviews SC + urethropexy; randomised 157, 7 years 46 examined, 66 interviews"
P,"At 2 years Gp A 32/35, Gp B 31/33"
P,"At 2 years, native tissue 43/53 (77%) (23% attrition) Biological graF 38/53 (72%) (28% attrition)"
P,At 2 years: 91/100 native tissue versus biological 85/106
P,"At 2 years: Gp A 32/35 (91%), Gp B 31/33 (94%)"
Q,"At 50 months, 20/25 (80%) in transanal group, 22/25 (78%) in transvaginal group"
P,"At 6 months, group A 43/54, group B 46/54; greater than 15% loss to follow-up at 6 months"
P,"At day 7, 0 participants were lost to follow-up. 4 (3.4%) participants were not evaluated by ultrasonography. At 8 weeks, 8 (6.8%) participants were lost to follow-up and 25 (21%) participants were not evaluated by ultrasonography."
P,"At the 5-year assessment, 74% of intervention families and 78% of control families participated in the evaluation."
P,"At the start of the second study year (aa Belshe 1998) only 86% in the treatment arm and 83% in the placebo arm, from the first study year (aa Belshe 1998) were enrolled but insufficient information given to the end of this second study year"
P,"Attrition 18%, some difference between groups"
P,Attrition and exclusions were reported. Participants were excluded from analyses if they did not receive at least 1 dose of the allocated trial medication (1/75 in the intervention group; 2/77 in the control group)
P,"Attrition at the school level was substantial (approximately 30%), which raises some doubts about possible bias, even though the authors undertook analyses to check if schools for which follow-up data were missing were different at baseline from those that remained in the study sample. Quote: ""To conduct a school attrition analysis, pupils at the 27 schools in the study sample were compared with those of the 11 schools participating in 2001 but not in 2008, regarding sex, parental educational level, and unhealthy snacks at school and all day. A t test was used for continuous variables and chisquare statistics for the categorical variables. No significant differences between the study sample and pupils at schools not participating in 2008 were observed"""
